ISO_C3,start,end,avg,trend_annual,Pvalue
AFG,43.55381742440618,48.38601356913483,45.51129980867017,0.04178874402073228,0.030096093909623367
AGO,111.05317658651232,105.19552076040301,109.17909765024922,-0.03510727059533574,0.12740099436280208
ALB,60.77555646744611,57.51052585654616,59.37785908947533,-0.06568497724078733,3.9926845983982056e-4
ARE,5.201378974522808,6.504812066462979,6.033372048971301,0.0052600418507735835,0.5172306714285799
ARG,68.57669660248487,70.60309106279377,68.87311366902327,0.02979855294337732,0.03898192930715825
ARM,53.57147044997154,54.709301380645144,54.28569170112927,0.0015265341830821826,0.9220737970486002
AUS,58.660636606968886,56.50133609571784,56.25210047917821,-0.03225492672737929,0.06369377550517556
AUT,82.60656717719861,85.57926704786165,83.452136264963,0.02489481052973387,0.19782821970250314
AZE,38.43163488436823,41.605566509235416,39.917280219318265,0.03400888918579062,0.010846122253683674
BDI,186.65072176304153,203.581161965627,191.4425320573729,0.175098380110671,4.015675119944184e-5
BEL,76.16994809717502,81.0341731229135,77.043313876623,0.05724675103560654,8.220912324901877e-4
BEN,97.66701478894149,97.67387832696396,99.4941394419518,-0.023337399213234366,0.3744400117108494
BFA,57.359330251011656,67.75436504440606,65.17176390924529,0.09751769918238005,6.236484138009082e-5
BGD,94.25430726332584,102.51995018226312,96.04512932674149,0.11736510497517988,1.2905178942447152e-4
BGR,52.4330802424327,50.977986970706034,52.305540374855866,-0.059563918217988794,6.35358632642198e-4
BHS,101.77446343026463,83.63480255626692,96.03725715656914,-0.27114094430945174,3.3078440734165947e-12
BIH,78.49745876366559,76.693263812238,78.1405989358213,-0.06999589292886131,0.0015607968876567304
BLR,61.330605467230015,68.8791752194533,64.6844765932715,0.0950858795811258,4.5434151695289685e-12
BLZ,78.88365119441414,71.535862500525,74.56688475480075,-0.19141242753364657,3.0864956948125104e-9
BOL,177.89727440707014,171.91238787758755,175.8346555160281,-0.04744820582918904,0.08601369908335309
BRA,111.21452035993158,104.66009051548187,108.00704215761155,-0.07453996821187661,1.0828996241467841e-5
BTN,169.58927799272448,186.27317551188872,177.84790005001136,0.24853627976820672,8.944584478206986e-6
BWA,59.454682081816564,55.021953834427435,58.12306232951075,-0.05411071382664122,0.010459684381285585
CAF,141.93447681070137,157.3020625623542,150.65529924479128,0.17253411233044022,8.247685105821723e-10
CAN,85.65202988741329,93.24031577312279,89.03435218715912,0.09725715527389288,8.651675447852176e-17
CHE,115.53524325592876,119.46158631261163,117.68445934005307,0.03591152898449122,0.1313302335175257
CHL,72.10563634050317,56.24449111662497,63.272173027468746,-0.17982075265061048,4.150745241132237e-11
CHN,84.9571278225608,96.89960319185188,90.55400203963502,0.1568976436659024,2.27027060958409e-22
CIV,133.73728223348004,123.82858648786507,130.70503405154523,-0.14351243901885083,2.9251627173582535e-10
CMR,195.8186975950235,202.57048447131183,201.9452134567251,0.10831905913438573,0.00933120260174542
COD,156.78948553433662,158.25989649808605,158.24427788422702,0.017342741359159468,0.2992643805562528
COG,163.42108206936885,168.97381490402068,165.44599321522156,0.04141916500371354,0.08101914692723614
COL,209.18009833928733,193.20150384735265,199.99933028901503,-0.2523982540457047,1.4956872645395786e-8
CPV,6.475551649051753,4.406948827911467,5.794233865417626,-0.030353683231197963,2.383404811582927e-9
CRI,137.22764187989537,86.3121725530278,112.25530292920604,-0.762627502272617,3.8702460853920926e-28
CUB,87.3554957249605,74.12133956993287,82.33502107305786,-0.17943177906964042,1.0794967684234068e-13
CYM,85.29356923163505,74.28270020627679,81.05961021211907,-0.18980526697399128,4.605396450989464e-7
CZE,70.86128250392386,76.38256711491654,72.9828983907535,0.061621929898220996,2.2258688473759106e-4
DEU,77.0885457733517,83.47528584489616,78.84236709732235,0.07856885064038192,7.451242962780424e-8
DJI,19.548597482895715,24.40187578565379,22.312250304155512,0.07591147443847181,8.273163564887564e-5
DNK,65.12648674403705,72.85846502643885,68.03369830731886,0.09700602687360631,2.252789944812618e-12
DOM,72.12377247469216,42.294520693815066,57.56909756640928,-0.3881041345333852,5.58715828333908e-33
DZA,30.720052792631186,24.340319152014693,27.682879634965744,-0.08901888237952355,1.1484577982800443e-13
ECU,420.1677265735211,418.9900506203328,412.3855986656438,-0.02614147894289448,0.76794755681817
EGY,3.6211720178543456,3.6491887843981097,3.523027842498239,-0.0023648669927205717,0.3039259930850147
ERI,26.807857927961948,33.74105695692583,31.076926135410073,0.07846741527193919,1.8907002733777286e-5
ESP,50.87709891838973,45.27630314874707,48.53496877894504,-0.0691311976326172,6.170215939040836e-7
EST,57.73406277540846,68.43014889189172,62.07592119151858,0.13398808383660155,6.300142098932819e-17
ETH,102.92577559308998,125.3547963848503,113.00446480343082,0.2819086553884262,3.123704369020619e-22
FIN,56.53484169717242,67.40660105656335,61.3177218259015,0.13429910697985345,2.101639305385602e-18
FJI,124.76253187528869,139.63300845804952,134.2301458819384,0.08819850974075868,0.16997136863470458
FRA,75.07370870685729,76.69594656127117,75.25762726521965,0.02153922955645707,0.12058632393179047
FRO,94.40234068752034,96.5730115880433,95.85750244275195,-0.028040249359201064,0.28491550528179155
GAB,213.76710331421742,211.42734172826974,212.88033318306037,-0.09656981470966967,0.004249637478187121
GBR,74.32569292964138,83.2364775353562,77.62864014488625,0.0967591715296319,2.8023360449032957e-9
GEO,68.22567574424001,70.88274435051505,69.63123405420882,0.022012120760810563,0.18723685916277763
GHA,113.44245441488316,106.85868574086909,109.86595355155875,-0.09586725501596771,5.814880892540207e-4
