ssp,spec,estimator,method,L,component,year,point,q025,q05,q10,q25,q50,q75,q90,q95,q975
SSP585,Interactive,AFE,Country resampling,1,Dir,2063,-0.15494843174302875,-0.4216595708059636,-0.3796576286129549,-0.32669501807100654,-0.2496368928691208,-0.13880354570335368,-0.009386000179829157,0.11717990437468831,0.21080003764845437,0.3162470065503461
SSP585,Interactive,AFE,Country resampling,1,Dir,2064,-0.1622217793217544,-0.43635703077028126,-0.39394596301710055,-0.33906389609711995,-0.2598543358580404,-0.1443134237863113,-0.00979701040038039,0.1228956053433136,0.22136198319192368,0.33452719571954054
SSP585,Interactive,AFE,Country resampling,1,Dir,2065,-0.1696144672818145,-0.45128392734789075,-0.4070142683341103,-0.3516873549464568,-0.2701501979774569,-0.15005273297386407,-0.010753581904085263,0.1290594904602729,0.23281231920457285,0.3532628288364576
SSP585,Interactive,AFE,Country resampling,1,Dir,2066,-0.17421933957457603,-0.464521224100829,-0.417928478199919,-0.361760429350446,-0.2786876122583976,-0.15398098712006475,-0.007223487220796215,0.14092296994176653,0.2527692664106486,0.37462536263690754
SSP585,Interactive,AFE,Country resampling,1,Dir,2067,-0.18157498385977378,-0.4794245796785882,-0.4320305444406502,-0.37399232233807533,-0.28825390296086423,-0.16008012302138958,-0.007581834978420798,0.14916820961862204,0.2670011004039604,0.3939037929911715
SSP585,Interactive,AFE,Country resampling,1,Dir,2068,-0.18901980234163596,-0.49416901205890196,-0.44513352602137257,-0.38617086105196646,-0.297460834887232,-0.16500890186386225,-0.007370604497692779,0.1559073833558538,0.27990574024415193,0.41538106671945413
SSP585,Interactive,AFE,Country resampling,1,Dir,2069,-0.19654773316390417,-0.5075113555114943,-0.45783033878127133,-0.39828270472246935,-0.30666670493812,-0.17026722997768423,-0.004090727554013435,0.16391704742259786,0.2968899565454332,0.4377442743691731
SSP585,Interactive,AFE,Country resampling,1,Dir,2070,-0.20415265252370685,-0.5218083076615135,-0.4703661201526372,-0.41098733356599687,-0.31714970779622087,-0.17618156268117324,-0.003233055827403686,0.17344572947540066,0.3127316559243257,0.4610300411042684
SSP585,Interactive,AFE,Country resampling,1,Dir,2071,-0.20829779908594936,-0.5344516557222638,-0.4787381778332649,-0.42105459622196717,-0.32352467339366187,-0.1787555438398165,4.633947957281559e-4,0.18574956262624243,0.34281327348895785,0.4846645026260426
SSP585,Interactive,AFE,Country resampling,1,Dir,2072,-0.215795121321945,-0.548187763111006,-0.49061550038943935,-0.43326432638691087,-0.3330311300959202,-0.18491296965638604,0.0023017951638339418,0.19691061470850485,0.3584185325538823,0.5098635374351809
SSP585,Interactive,AFE,Country resampling,1,Dir,2073,-0.22334217851076488,-0.5617260222842185,-0.5022938960074145,-0.4452367686584861,-0.3428597502120837,-0.19076706693446643,0.0038568809967919893,0.2100416595055024,0.3763296147924871,0.5417259712737461
SSP585,Interactive,AFE,Country resampling,1,Dir,2074,-0.23093289240132597,-0.5750671618228721,-0.513764916710699,-0.45660882643587003,-0.35258461944528585,-0.19640673103092332,0.0060382611969170275,0.22060618514381766,0.3937523560312812,0.5787542531623922
SSP585,Interactive,AFE,Country resampling,1,Dir,2075,-0.2385612061207808,-0.587713607834991,-0.5248979372571435,-0.468881128922611,-0.36190784701049317,-0.20186745323433725,0.010063634305750024,0.23344775073996324,0.4167638532715435,0.6188593367400206
SSP585,Interactive,AFE,Country resampling,1,Dir,2076,-0.2420350323599917,-0.5977590537412775,-0.5319179237907484,-0.4770009833271121,-0.36820145891055783,-0.20499389254078587,0.018227986945364205,0.2480720874496116,0.4429305209742255,0.663308816789697
SSP585,Interactive,AFE,Country resampling,1,Dir,2077,-0.24950522082857163,-0.6104861001481997,-0.5427511926936786,-0.4884438167439553,-0.3763992652870983,-0.21024212613886478,0.020989688561908137,0.26651205109235243,0.4733233737499286,0.7215197805176073
SSP585,Interactive,AFE,Country resampling,1,Dir,2078,-0.2569902081431531,-0.6225654273488134,-0.5534702940643383,-0.49979575553714556,-0.38525640458478905,-0.2156754485572625,0.024515441173253216,0.28554312448314356,0.5081575355486276,0.7725203940002751
SSP585,Interactive,AFE,Country resampling,1,Dir,2079,-0.2644843306140735,-0.6350357644336637,-0.5651246778440785,-0.5114299723251545,-0.3938809030937775,-0.22157203070063997,0.02801747237934149,0.2999526297492446,0.5371918957481956,0.8273158853347782
SSP585,Interactive,AFE,Country resampling,1,Dir,2080,-0.27198200543960305,-0.6455124713806681,-0.5772462531703711,-0.5222017161625885,-0.4022770783472946,-0.22743123120611658,0.029614846722751775,0.3209431047809381,0.5654885278794476,0.885385478334078
SSP585,Interactive,AFE,Country resampling,1,Dir,2081,-0.2746416086340656,-0.6531213715225634,-0.5880954474838724,-0.5286244416095222,-0.4078776641381553,-0.22673595133466584,0.040939799166681445,0.35109471857877717,0.6031378269840912,0.9656723794565771
SSP585,Interactive,AFE,Country resampling,1,Dir,2082,-0.28192389183909683,-0.6650923908478606,-0.6001629257946023,-0.5384697387237755,-0.41518563314601753,-0.2316066316852629,0.046603939704869035,0.37249295527154314,0.6438290027114333,1.0354088768373788
SSP585,Interactive,AFE,Country resampling,1,Dir,2083,-0.28919059062582364,-0.6757923204089438,-0.6073978514907548,-0.5499621787459489,-0.42403065671123297,-0.23644334612726864,0.05222335887162738,0.391368489416199,0.6816789042430245,1.1104186932458107
SSP585,Interactive,AFE,Country resampling,1,Dir,2084,-0.2964367138334376,-0.6857159804071189,-0.6188032515847288,-0.5595213046662674,-0.43159788683727085,-0.2413348760709112,0.0632172125161467,0.4126839109975395,0.7131883775531901,1.1909638412627392
SSP585,Interactive,AFE,Country resampling,1,Dir,2085,-0.30365738672832965,-0.6953421355514039,-0.6282104248097606,-0.5684267641822939,-0.43953527470357356,-0.246743538636776,0.06975246310299948,0.43313631957340426,0.7460916475681235,1.2778582484267538
SSP585,Interactive,AFE,Country resampling,1,Dir,2086,-0.30556497303431174,-0.7012504471057659,-0.635439791593973,-0.5727459286161548,-0.44346835423641384,-0.24587782988672607,0.07916137392288691,0.4589331644010532,0.7979965963155644,1.3785324567390977
SSP585,Interactive,AFE,Country resampling,1,Dir,2087,-0.31254042270483207,-0.7103041321317214,-0.6459197956818769,-0.5809725339568529,-0.4516876327130732,-0.24954544081083485,0.0853630462800073,0.48657091093898786,0.8409107745663956,1.45329864772681
SSP585,Interactive,AFE,Country resampling,1,Dir,2088,-0.31947566698493834,-0.7201595624402557,-0.6559203045811498,-0.5890859580172,-0.45938842942544994,-0.2531509179735958,0.09595065485258497,0.5059955977915416,0.8791437060485005,1.5322537121314546
SSP585,Interactive,AFE,Country resampling,1,Dir,2089,-0.3263665118994449,-0.7302960351506765,-0.6650963140928157,-0.5972143398940777,-0.46642338351980533,-0.255737904442971,0.10831959762520593,0.5256389167869762,0.9293369424489959,1.6158619019106346
SSP585,Interactive,AFE,Country resampling,1,Dir,2090,-0.33320889343509497,-0.7401704638626462,-0.6746565793572209,-0.6070250981202352,-0.4731939132796642,-0.2582863379832106,0.12004443206763055,0.5549279682236156,0.9863265127092885,1.7038858864629172
SSP585,Interactive,AFE,Country resampling,1,Dir,2091,-0.33438078266280913,-0.7461345012845473,-0.6809589029819499,-0.6131494712056501,-0.47781878083228285,-0.2563197330877036,0.1394615830581617,0.5970171972181874,1.0574523635256874,1.8136494733269188
SSP585,Interactive,AFE,Country resampling,1,Dir,2092,-0.34097211938076755,-0.755712518491176,-0.6901099445657993,-0.6225513647968438,-0.4861044632257985,-0.25756572356548535,0.14783332125562854,0.6220654446008327,1.1172478073626766,1.9132055574456968
SSP585,Interactive,AFE,Country resampling,1,Dir,2093,-0.34750463128549725,-0.7650427225789117,-0.6990575670328264,-0.6296003492101343,-0.4923345362193555,-0.259416669062966,0.16000167504041862,0.668217767243088,1.186269696296185,2.045968155206157
SSP585,Interactive,AFE,Country resampling,1,Dir,2094,-0.3539749307950666,-0.7741252212587264,-0.7077870696069086,-0.6381699584967677,-0.5013755717992132,-0.2601286230199212,0.16888935698318358,0.7045457631588046,1.2600216118402785,2.235180004289689
SSP585,Interactive,AFE,Country resampling,1,Dir,2095,-0.3603797571503369,-0.7818728306996369,-0.7167129532590668,-0.6478050388135504,-0.5080758087401878,-0.2619992896423306,0.18116077650872686,0.7459989363580991,1.3388879707710997,2.3717885382649704
SSP585,Interactive,AFE,Country resampling,1,Dir,2096,-0.36073049998994033,-0.785455551167426,-0.7217024382175482,-0.6540496083687933,-0.5102938351493561,-0.25925978871301314,0.2063318165936165,0.8210734412924979,1.4454863598683554,2.5654876095920045
SSP585,Interactive,AFE,Country resampling,1,Dir,2097,-0.3668414183640416,-0.7917701684142924,-0.729861251149974,-0.6612560394450695,-0.5171630839765954,-0.2603018004671695,0.22074574392559743,0.8946860900482494,1.5357202340329608,2.794588551718829
SSP585,Interactive,AFE,Country resampling,1,Dir,2098,-0.37287921906398025,-0.79787196885234,-0.7378236338188809,-0.6694582645661183,-0.5240822728430858,-0.26180394767220166,0.24449674895090623,0.9476130065011017,1.6020613470633522,3.0465819700583063
SSP585,Interactive,AFE,Country resampling,1,Dir,2099,-0.3788412723856097,-0.8037663392877165,-0.7463971986739004,-0.6774778224003298,-0.5302936354403035,-0.26414348991573633,0.251892979516167,1.0115142733285172,1.6821919951100441,3.3197931633016005
SSP585,Interactive,AFE,Country resampling,1,Dir,2100,-0.3847250589116624,-0.8094587168074834,-0.7549982222918938,-0.6864466422636386,-0.5369847577823272,-0.2642906857779298,0.26858649746463054,1.088863188345457,1.7870458589091163,3.5726656453692662
SSP585,Interactive,AFE,Country resampling,1,IE,2021,9.052553736510482e-5,-1.5348010043743642e-4,-1.0482665928721047e-4,-4.342537838069038e-5,4.12401810817864e-5,9.05615749886568e-5,1.3047871324825544e-4,1.6207938606055405e-4,1.7686762099686226e-4,1.9495389842453248e-4
SSP585,Interactive,AFE,Country resampling,1,IE,2022,2.532317367303083e-4,-4.937015994273513e-4,-3.3806135688844714e-4,-7.693813710734075e-5,1.1723470504212963e-4,2.550709237066906e-4,3.866881285461421e-4,4.8166766233916916e-4,5.489934036199073e-4,6.030661754786587e-4
SSP585,Interactive,AFE,Country resampling,1,IE,2023,4.906073719300741e-4,-0.001019437478645513,-6.672448206090975e-4,-1.5628558992260012e-4,2.04092180311366e-4,5.007233734000138e-4,7.681674826386098e-4,9.98573665144753e-4,0.0011430327343458391,0.0012687104506701658
SSP585,Interactive,AFE,Country resampling,1,IE,2024,8.051684903683798e-4,-0.0017532037041275066,-0.0010825742425981998,-2.7186673573913466e-4,3.046884134904615e-4,8.163211650832336e-4,0.001292208681303586,0.0017274549380647763,0.001949882443846407,0.002207668230485868
SSP585,Interactive,AFE,Country resampling,1,IE,2025,0.0011994469362489601,-0.0026865352706921864,-0.0016736710139354626,-4.5667025231064243e-4,4.552682405990771e-4,0.0012045415142027394,0.001971206926170227,0.0026573137904972845,0.0030240240777691827,0.0034405174177100204
SSP585,Interactive,AFE,Country resampling,1,IE,2026,0.0016606579725094717,-0.0036752798248965543,-0.002326978423923776,-6.647422995744278e-4,6.024868396578842e-4,0.0016523103084561397,0.0027804861156578986,0.0037519592130920935,0.004281421338454149,0.004939171547638532
SSP585,Interactive,AFE,Country resampling,1,IE,2027,0.002215830569642918,-0.004888169274901466,-0.003068635973734007,-9.594926583736507e-4,7.875043295064998e-4,0.002203407434926863,0.003736724095068006,0.005039837634669053,0.005771978065545351,0.006670287892430912
SSP585,Interactive,AFE,Country resampling,1,IE,2028,0.00285645066470952,-0.006252519204963169,-0.003892477461032745,-0.0012434734739466212,9.686091954398957e-4,0.002840001231260103,0.004842203213958091,0.006567752231169511,0.007529973592408512,0.008639816465593192
SSP585,Interactive,AFE,Country resampling,1,IE,2029,0.0035846110050123947,-0.007825024280423417,-0.004768773079034238,-0.0015761883350940864,0.0011963463823585485,0.003543106731595136,0.006073629239824074,0.008309258548066611,0.009497877908929952,0.010895872003825247
SSP585,Interactive,AFE,Country resampling,1,IE,2030,0.004402312569134148,-0.009738429985763781,-0.005670645010023251,-0.001992892560496118,0.0014835644143331994,0.004331273841997885,0.007489867864166194,0.010194540339794778,0.011657852065183017,0.013403577988714754
SSP585,Interactive,AFE,Country resampling,1,IE,2031,0.005249438563546538,-0.011921570913494793,-0.0065630998751358745,-0.0023216278348777595,0.0018103059491336726,0.005156367077404633,0.009014317000850175,0.012241141654148347,0.013994625448157364,0.015712662736310154
SSP585,Interactive,AFE,Country resampling,1,IE,2032,0.0062342781211729426,-0.01429336738296693,-0.007762959257814961,-0.0027326235841458437,0.002098259231822247,0.0060702719681572925,0.010674161856938286,0.01455694236174976,0.016675959786659946,0.018626595892213063
SSP585,Interactive,AFE,Country resampling,1,IE,2033,0.007309935838353265,-0.01689687678800658,-0.008964700851102037,-0.003151998050134885,0.0024429964352089273,0.007049712582195,0.01246205554328797,0.017047207559196233,0.019595267496073106,0.021872613119983054
SSP585,Interactive,AFE,Country resampling,1,IE,2034,0.00847740865851343,-0.01968849387661729,-0.010165995190036647,-0.0036435075693340476,0.002871720862826471,0.008072545871739556,0.01435208128773674,0.019705121394333034,0.022434815917276866,0.02536146164406538
SSP585,Interactive,AFE,Country resampling,1,IE,2035,0.009737518963297664,-0.02234519599646124,-0.011421279284511313,-0.004112849593998635,0.003337486226468095,0.009280606115875334,0.016362098367244504,0.02252219112104772,0.025812725079303243,0.029091386375202775
SSP585,Interactive,AFE,Country resampling,1,IE,2036,0.010954963289976916,-0.025162134821111393,-0.01271727476541121,-0.004715154726632918,0.0035925225017373053,0.010404395835896751,0.01841876952921659,0.025479270470382655,0.029104009998761025,0.03270087863827181
SSP585,Interactive,AFE,Country resampling,1,IE,2037,0.012374456524757216,-0.02810117362577438,-0.014066497402291558,-0.005170966522625585,0.004009737392372981,0.011721127335519943,0.020765262626464442,0.028616932046203362,0.0327418905447615,0.03693048986297833
SSP585,Interactive,AFE,Country resampling,1,IE,2038,0.01388316326001049,-0.031165947297299053,-0.015623327165992249,-0.005840341126402837,0.004571532273969364,0.013155528234807146,0.023260365344569378,0.03189032065044514,0.0366016342746639,0.04079921047966341
SSP585,Interactive,AFE,Country resampling,1,IE,2039,0.015480710452810409,-0.034353549485621665,-0.017634961799810223,-0.006722798376606121,0.00517624101779518,0.014578670862533782,0.02593882055210403,0.03516291463513755,0.040676726225871054,0.04557387203526317
