variable,coef,estimate,std.error,p.value,spec,L,estimator
pre2_tmp,sum,0.0014965547711577613,0.003277949678228549,0.6479930232480602,Interactive,1,IFE
pre2_tmp,b0,0.004188418687132212,0.0022487101357892615,0.06252036836256336,Interactive,1,IFE
pre2_tmp,b1,-0.002691863915974451,0.0023029534372504294,0.2424541343047827,Interactive,1,IFE
tmp2_pre2,sum,-2.207098641124312e-5,7.558725410969716e-5,0.770291598541922,Interactive,1,IFE
tmp2_pre2,b0,-1.1197562665883119e-4,5.243759116218342e-5,0.03272773670962555,Interactive,1,IFE
tmp2_pre2,b1,8.990464024758807e-5,5.356011688623617e-5,0.09323502223910295,Interactive,1,IFE
tmp,sum,0.011019404743966902,0.008785837265880126,0.20976073181022245,Interactive,2,AFE
tmp,b0,0.018108872854418593,0.0041345424101586715,1.1873502879414396e-5,Interactive,2,AFE
tmp,b1,-0.008313516769278887,0.004464464747129708,0.06258151620924904,Interactive,2,AFE
tmp,b2,0.0012240486588271956,0.0033296955079405405,0.7131597361801156,Interactive,2,AFE
tmp2,sum,-3.417177311407634e-4,2.686804435498548e-4,0.20343103726205194,Interactive,2,AFE
tmp2,b0,-6.530926938699335e-4,1.4492768928566497e-4,6.595698246341354e-6,Interactive,2,AFE
tmp2,b1,2.8707691889392833e-4,1.533802781891273e-4,0.06125258507084068,Interactive,2,AFE
tmp2,b2,2.4298043835241748e-5,1.1361304916328383e-4,0.8306510368706622,Interactive,2,AFE
pre,sum,0.1235689242183765,0.08017718133013656,0.12326856556468899,Interactive,2,AFE
pre,b0,0.1093686719277026,0.04347892139939202,0.011888349290467804,Interactive,2,AFE
pre,b1,-0.026685263962343296,0.04117589063294813,0.5169333226296096,Interactive,2,AFE
pre,b2,0.04088551625301719,0.037650822543153085,0.2775175013832238,Interactive,2,AFE
pre2,sum,-0.06311848317340046,0.04260900429271503,0.13851561476215188,Interactive,2,AFE
pre2,b0,-0.06407023438856568,0.027296262076374804,0.018914265243462233,Interactive,2,AFE
pre2,b1,0.011283090069360275,0.022356882174116296,0.6137830206433273,Interactive,2,AFE
pre2,b2,-0.01033133885419506,0.020189726711898677,0.6088521212135226,Interactive,2,AFE
tmp_pre,sum,-0.01143159515027675,0.008220920172003104,0.1643621264309338,Interactive,2,AFE
tmp_pre,b0,-0.013613193439173506,0.004741993603841838,0.004094677496972276,Interactive,2,AFE
tmp_pre,b1,0.007118933009590926,0.003911896393333476,0.06878697724378474,Interactive,2,AFE
tmp_pre,b2,-0.004937334720694172,0.0035749845202755867,0.16725478570663557,Interactive,2,AFE
tmp2_pre,sum,2.7495387343056803e-4,2.389294496737088e-4,0.24982509477744594,Interactive,2,AFE
tmp2_pre,b0,4.2887762189599144e-4,1.384412723471897e-4,0.0019489526093470263,Interactive,2,AFE
tmp2_pre,b1,-2.6296024182848455e-4,1.1973867473809375e-4,0.028083508738936797,Interactive,2,AFE
tmp2_pre,b2,1.0903649336306117e-4,1.084037907222225e-4,0.3144942088355587,Interactive,2,AFE
pre2_tmp,sum,0.0049259481468725864,0.0036503807604764643,0.17719758544122113,Interactive,2,AFE
pre2_tmp,b0,0.006356276588068237,0.0025470731350231398,0.012577201931497308,Interactive,2,AFE
pre2_tmp,b1,-0.0026150517192319346,0.001864545181438128,0.16076165301690812,Interactive,2,AFE
pre2_tmp,b2,0.0011847232780362847,0.0016201213027775528,0.4646228553907253,Interactive,2,AFE
tmp2_pre2,sum,-1.0142995074342219e-4,8.450725640566967e-5,0.2300417279214922,Interactive,2,AFE
tmp2_pre2,b0,-1.6413582484883836e-4,6.080919674572174e-5,0.006950762434235856,Interactive,2,AFE
tmp2_pre2,b1,8.923898117276623e-5,4.4104060091760706e-5,0.04303466649705361,Interactive,2,AFE
tmp2_pre2,b2,-2.6533107067350044e-5,3.6857889234684595e-5,0.47160139291276526,Interactive,2,AFE
tmp,sum,0.014413865242826144,0.006772746782379852,0.03331921339224163,Interactive,2,IFE
tmp,b0,0.02024479174337262,0.0037922569483625356,9.374214674084135e-8,Interactive,2,IFE
tmp,b1,-0.006261711801981819,0.003968497922757694,0.11459906909632475,Interactive,2,IFE
tmp,b2,4.307853014353431e-4,0.0039041306501080004,0.912139019374128,Interactive,2,IFE
tmp2,sum,-4.6273340329293415e-4,2.0891563961702157e-4,0.02676490715849722,Interactive,2,IFE
tmp2,b0,-7.522360336032271e-4,1.2131614175077646e-4,5.623898232750533e-10,Interactive,2,IFE
tmp2,b1,3.0240976321718375e-4,1.2613254328294363e-4,0.01650488384636359,Interactive,2,IFE
tmp2,b2,-1.2907132906890829e-5,1.242257758897775e-4,0.9172482293164599,Interactive,2,IFE
pre,sum,0.16797633995258365,0.09706143027027013,0.08351976903227933,Interactive,2,IFE
pre,b0,0.11078944024307565,0.052063353236817315,0.03333927404963008,Interactive,2,IFE
pre,b1,0.0018445018753206824,0.05239058876618616,0.9719148872406344,Interactive,2,IFE
pre,b2,0.055342397834187325,0.05269150592910405,0.2935757639209756,Interactive,2,IFE
pre2,sum,-0.07290843607927586,0.04655613109144934,0.1173408996202474,Interactive,2,IFE
pre2,b0,-0.0551927861321099,0.025091926162782358,0.02783363067413412,Interactive,2,IFE
pre2,b1,-0.004041325420489227,0.025627221893174356,0.8746958902176478,Interactive,2,IFE
pre2,b2,-0.01367432452667673,0.02552587254996247,0.592162800251377,Interactive,2,IFE
tmp_pre,sum,-0.01594966791278445,0.009352152834051296,0.0881097555177502,Interactive,2,IFE
tmp_pre,b0,-0.015585160232833298,0.00502581841496104,0.0019285567736854667,Interactive,2,IFE
tmp_pre,b1,0.005173885574708167,0.005037236963154652,0.30436034077050744,Interactive,2,IFE
tmp_pre,b2,-0.005538393254659317,0.005066128310508428,0.2742971777173897,Interactive,2,IFE
tmp2_pre,sum,3.6039148326031344e-4,2.4600583667599545e-4,0.14292875603719885,Interactive,2,IFE
tmp2_pre,b0,4.979447395928822e-4,1.3386077869438138e-4,1.9932508357442378e-4,Interactive,2,IFE
tmp2_pre,b1,-2.4190270495296124e-4,1.339643664757601e-4,0.07096142308402265,Interactive,2,IFE
tmp2_pre,b2,1.0434944862039245e-4,1.3453960521169592e-4,0.437982870100755,Interactive,2,IFE
pre2_tmp,sum,0.005817036010816501,0.004044493587979587,0.150360109996771,Interactive,2,IFE
pre2_tmp,b0,0.005871798398439385,0.002197851436189673,0.007548868215741203,Interactive,2,IFE
pre2_tmp,b1,-0.001417936492403469,0.0022439516580486526,0.5274570460634368,Interactive,2,IFE
pre2_tmp,b2,0.001363174104780585,0.002241127803021778,0.5430192750864364,Interactive,2,IFE
tmp2_pre2,sum,-1.1617923091429662e-4,9.257952676434365e-5,0.20951042562131433,Interactive,2,IFE
tmp2_pre2,b0,-1.5763213171460293e-4,5.099379475051946e-5,0.0019934781820635603,Interactive,2,IFE
tmp2_pre2,b1,6.807371581929191e-5,5.193369158077456e-5,0.18993163571438015,Interactive,2,IFE
tmp2_pre2,b2,-2.6620815018985626e-5,5.199747563711461e-5,0.6086764822997477,Interactive,2,IFE
tmp,sum,0.006424364357248805,0.009997582340312146,0.5204890100719053,Interactive,3,AFE
tmp,b0,0.016189270127412014,0.004028830500124524,5.8605921255729904e-5,Interactive,3,AFE
tmp,b1,-0.009106592432196798,0.0048272178532210355,0.059226326834950216,Interactive,3,AFE
tmp,b2,6.57229624889731e-4,0.003496446410316666,0.8508995871032732,Interactive,3,AFE
tmp,b3,-0.0013155429628561423,0.0027868331981319456,0.6368863999055003,Interactive,3,AFE
tmp2,sum,-3.0213656457011e-4,3.0254985424418385e-4,0.31797203391732454,Interactive,3,AFE
tmp2,b0,-5.999890851141427e-4,1.4458028661693803e-4,3.3266725808283805e-5,Interactive,3,AFE
tmp2,b1,3.261823118106323e-4,1.593428585044064e-4,0.04065347537924627,Interactive,3,AFE
tmp2,b2,3.0488179604581296e-5,1.1677251012801582e-4,0.7940228064012298,Interactive,3,AFE
tmp2,b3,-5.8817970871180836e-5,1.0202601523504896e-4,0.5642774481021626,Interactive,3,AFE
pre,sum,0.034638882826454276,0.09140159710617612,0.7047067328264145,Interactive,3,AFE
pre,b0,0.07915492887430603,0.04067450452985344,0.05164782037231265,Interactive,3,AFE
pre,b1,-0.03145457240413678,0.04189792978174086,0.45280741241395184,Interactive,3,AFE
pre,b2,0.029867492308036897,0.04138476433450182,0.4704773389565531,Interactive,3,AFE
pre,b3,-0.04292896595175187,0.03742522925241065,0.251357017532795,Interactive,3,AFE
pre2,sum,-0.0038441852067565736,0.04987220669771164,0.9385593368502347,Interactive,3,AFE
pre2,b0,-0.04769996803596192,0.02598972169456817,0.06645537213546003,Interactive,3,AFE
pre2,b1,0.01416347951575898,0.02151602544535914,0.510360905842761,Interactive,3,AFE
pre2,b2,-0.004508208103110808,0.021361223751358963,0.8328511110718022,Interactive,3,AFE
pre2,b3,0.034200511416557174,0.023321022857169225,0.14250942007629594,Interactive,3,AFE
tmp_pre,sum,-0.006937879435491234,0.008938055570310792,0.4376202919155441,Interactive,3,AFE
tmp_pre,b0,-0.011370107212106715,0.004489117400213109,0.011315041430576937,Interactive,3,AFE
tmp_pre,b1,0.008288358108443394,0.00417075640989443,0.04689410375527907,Interactive,3,AFE
tmp_pre,b2,-0.0035679615833728437,0.003953381186613388,0.3667866122674328,Interactive,3,AFE
tmp_pre,b3,-2.881687484550693e-4,0.003557534907406917,0.935440070038567,Interactive,3,AFE
tmp2_pre,sum,2.3929418924555096e-4,2.583939420472937e-4,0.3544029440236625,Interactive,3,AFE
tmp2_pre,b0,3.865979512057548e-4,1.3508966884140036e-4,0.004212589931538432,Interactive,3,AFE
tmp2_pre,b1,-3.020431975431384e-4,1.2382894675566077e-4,0.014719940558670768,Interactive,3,AFE
tmp2_pre,b2,8.179310417353963e-5,1.1334630564151555e-4,0.4705273629907208,Interactive,3,AFE
tmp2_pre,b3,7.294633140939492e-5,1.0296233896238305e-4,0.47864979937006574,Interactive,3,AFE
pre2_tmp,sum,0.0014388957684061364,0.004134627936762678,0.7278319650512433,Interactive,3,AFE
pre2_tmp,b0,0.005023254360185757,0.002412451183838633,0.0373223695654297,Interactive,3,AFE
pre2_tmp,b1,-0.002892938436306854,0.0018397790689204854,0.11584901779961206,Interactive,3,AFE
pre2_tmp,b2,5.196539721847219e-4,0.0017525970949413335,0.7668443748028466,Interactive,3,AFE
pre2_tmp,b3,-0.001211074127657488,0.002025930494363458,0.5499823244775155,Interactive,3,AFE
tmp2_pre2,sum,-5.65356003806463e-5,9.34498044037569e-5,0.5451898844486841,Interactive,3,AFE
tmp2_pre2,b0,-1.3683040329901425e-4,5.790946965627718e-5,0.018135842191951464,Interactive,3,AFE
tmp2_pre2,b1,9.595474490948149e-5,4.343675062570297e-5,0.0271698969585434,Interactive,3,AFE
tmp2_pre2,b2,-1.1091933519027348e-5,3.9603472995067314e-5,0.7794201423845936,Interactive,3,AFE
tmp2_pre2,b3,-4.56800847208619e-6,4.7598426689968725e-5,0.92354460828493,Interactive,3,AFE
tmp,sum,0.02038437741473522,0.00834211673349318,0.01454356350621453,Interactive,3,IFE
tmp,b0,0.021196485416784736,0.0037400771694773407,1.4498693449874436e-8,Interactive,3,IFE
tmp,b1,-0.0032679927605082128,0.003972134574228238,0.41066176858605896,Interactive,3,IFE
tmp,b2,0.004619369921234338,0.0037974786098719368,0.22382085923877443,Interactive,3,IFE
tmp,b3,-0.0021634851627756416,0.0038524895349959015,0.5744014866391234,Interactive,3,IFE
tmp2,sum,-5.834427525200829e-4,2.5364912541094833e-4,0.02143710744193509,Interactive,3,IFE
tmp2,b0,-6.661093744282082e-4,1.199459257290613e-4,2.8014363830089187e-8,Interactive,3,IFE
tmp2,b1,1.751365338792828e-4,1.2552298429466637e-4,0.16293904702280185,Interactive,3,IFE
tmp2,b2,-1.0961470943146095e-4,1.2173986167360228e-4,0.36790681786378476,Interactive,3,IFE
tmp2,b3,1.714479746030348e-5,1.2266844951500837e-4,0.8888453997168665,Interactive,3,IFE
pre,sum,0.1234192479794751,0.1209859204169208,0.30767511602305814,Interactive,3,IFE
pre,b0,0.10476799839151141,0.050991382797247194,0.03991556414341363,Interactive,3,IFE
pre,b1,0.0015651493700878615,0.053099958641783886,0.9764853355001728,Interactive,3,IFE
pre,b2,0.045273560186863224,0.051785248336285915,0.3819788961235218,Interactive,3,IFE
pre,b3,-0.02818745996898739,0.05323132199800576,0.5964394280580055,Interactive,3,IFE
pre2,sum,-0.03882050661345117,0.059019813610837316,0.5106963463783605,Interactive,3,IFE
pre2,b0,-0.05204938075309164,0.024720216975874277,0.03524441681310953,Interactive,3,IFE
pre2,b1,0.0016856330249702244,0.025549911836562952,0.9473984274491949,Interactive,3,IFE
pre2,b2,-0.007371208848718417,0.025202337913197877,0.7699187680032267,Interactive,3,IFE
pre2,b3,0.01891444996338866,0.02574318625631396,0.4625001901040661,Interactive,3,IFE
tmp_pre,sum,-0.015049428434739349,0.011587082406257302,0.19400884764964949,Interactive,3,IFE
tmp_pre,b0,-0.014186317915716761,0.0049795783601525615,0.00438707467870384,Interactive,3,IFE
tmp_pre,b1,0.0034401463069541065,0.005157351479669972,0.5047482461688872,Interactive,3,IFE
tmp_pre,b2,-0.00615773193200042,0.0050293203231415815,0.22081395508600868,Interactive,3,IFE
tmp_pre,b3,0.0018544751060237269,0.005180557980015938,0.7203670983447692,Interactive,3,IFE
tmp2_pre,sum,4.3311363008592544e-4,3.02572598566708e-4,0.15230499421502494,Interactive,3,IFE
tmp2_pre,b0,4.5828018921729535e-4,1.332293094004279e-4,5.821763188151131e-4,Interactive,3,IFE
tmp2_pre,b1,-1.6115701565196618e-4,1.368100420690309e-4,0.2388117999181924,Interactive,3,IFE
tmp2_pre,b2,1.6257164455346269e-4,1.3382067610440327e-4,0.22442445786415735,Interactive,3,IFE
tmp2_pre,b3,-2.6581188032866433e-5,1.3799212004407053e-4,0.847250076758583,Interactive,3,IFE
pre2_tmp,sum,0.004607337850864325,0.005130000096541051,0.36912343089555655,Interactive,3,IFE
pre2_tmp,b0,0.005470365213736786,0.0021860933777728816,0.012337277723250703,Interactive,3,IFE
pre2_tmp,b1,-0.0012871636737728552,0.0022605048527492293,0.5690750490055794,Interactive,3,IFE
pre2_tmp,b2,0.001104960841080546,0.002238713937915312,0.6216102699106687,Interactive,3,IFE
pre2_tmp,b3,-6.808245301801519e-4,0.0022815831144233608,0.7653978459704056,Interactive,3,IFE
tmp2_pre2,sum,-1.2760326850814115e-4,1.1706420084162576e-4,0.2757007658342178,Interactive,3,IFE
tmp2_pre2,b0,-1.4751044565587134e-4,5.1103647394931455e-5,0.0038955838049237225,Interactive,3,IFE
tmp2_pre2,b1,5.2457735957881405e-5,5.265014922430172e-5,0.31908233389695645,Interactive,3,IFE
tmp2_pre2,b2,-2.9783376047434368e-5,5.2403758001722634e-5,0.5698012182989916,Interactive,3,IFE
tmp2_pre2,b3,-2.767182762716858e-6,5.3291178417911144e-5,0.9585878810122118,Interactive,3,IFE
tmp,sum,0.007395602197947086,0.011155012381324521,0.5073403725679871,Interactive,4,AFE
tmp,b0,0.01562579800647156,0.003984263372905863,8.786119129387936e-5,Interactive,4,AFE
tmp,b1,-0.009213506462384068,0.00509808147461307,0.07072334735557761,Interactive,4,AFE
tmp,b2,0.0011523208245644795,0.003543315180843155,0.7450222914489161,Interactive,4,AFE
tmp,b3,-0.001022771581354995,0.002894182969966173,0.7237970499105573,Interactive,4,AFE
tmp,b4,8.537614106501117e-4,0.0033805324866267757,0.800614158637471,Interactive,4,AFE
tmp2,sum,-2.904812744422306e-4,3.1868808614728724e-4,0.3620368046733617,Interactive,4,AFE
tmp2,b0,-5.868869143311342e-4,1.4717061388608063e-4,6.668896040495279e-5,Interactive,4,AFE
tmp2,b1,3.440913841929225e-4,1.692102692147055e-4,0.04200066068792617,Interactive,4,AFE
tmp2,b2,1.8265969243658297e-5,1.1636228029964555e-4,0.875264548936168,Interactive,4,AFE
tmp2,b3,-8.15606749367221e-5,1.1319127642931357e-4,0.47118261626915997,Interactive,4,AFE
tmp2,b4,1.5608961389044864e-5,1.481545910899257e-4,0.9160934020286545,Interactive,4,AFE
pre,sum,0.06983622430827462,0.11512340251679724,0.5441027444964139,Interactive,4,AFE
pre,b0,0.07324428152004525,0.04108639497934297,0.07463687499856207,Interactive,4,AFE
pre,b1,-0.04057793053561211,0.04264117408605919,0.34129287037568107,Interactive,4,AFE
pre,b2,0.04749477004467453,0.041795048104013605,0.2558004322713656,Interactive,4,AFE
pre,b3,-0.04285647260944318,0.03627877247782125,0.23747964112483555,Interactive,4,AFE
pre,b4,0.03253157588861013,0.04189823989344063,0.4374877341659546,Interactive,4,AFE
pre2,sum,0.007556178966703746,0.06201264009012179,0.9030185966350374,Interactive,4,AFE
pre2,b0,-0.04251239163133074,0.02542964049801443,0.09457060365555109,Interactive,4,AFE
pre2,b1,0.01844147231060852,0.022471081031626965,0.4118309611146132,Interactive,4,AFE
pre2,b2,-0.0075738525207134436,0.020479821264960237,0.7115164295912116,Interactive,4,AFE
pre2,b3,0.031990714381817026,0.02265200894362448,0.15787097372483325,Interactive,4,AFE
pre2,b4,0.007210236426322386,0.023755161609939963,0.7614913700357362,Interactive,4,AFE
tmp_pre,sum,-0.009222422445219584,0.010695161086798752,0.3885232222746775,Interactive,4,AFE
tmp_pre,b0,-0.010879987181130162,0.004471281380879743,0.014961730409386734,Interactive,4,AFE
tmp_pre,b1,0.009421396903064589,0.004126403222753773,0.022418689081293595,Interactive,4,AFE
tmp_pre,b2,-0.0054272990084921775,0.004166447317710264,0.19270441122382162,Interactive,4,AFE
tmp_pre,b3,-4.122956499359395e-4,0.003496119736516946,0.9061235192924929,Interactive,4,AFE
tmp_pre,b4,-0.0019242375087258946,0.0037532100807851046,0.608167396942842,Interactive,4,AFE
tmp2_pre,sum,2.638301729430449e-4,2.981586166656089e-4,0.37622935905685223,Interactive,4,AFE
tmp2_pre,b0,3.787067781920916e-4,1.354119038806808e-4,0.00516270847101732,Interactive,4,AFE
tmp2_pre,b1,-3.355891115144006e-4,1.230485508246934e-4,0.006385684361129461,Interactive,4,AFE
tmp2_pre,b2,1.2970066920880603e-4,1.2127918230489449e-4,0.28487196947340826,Interactive,4,AFE
tmp2_pre,b3,8.249718354738938e-5,1.0055391033851659e-4,0.4119724989285473,Interactive,4,AFE
tmp2_pre,b4,8.514653509158547e-6,1.1439177719639394e-4,0.9406649446916964,Interactive,4,AFE
pre2_tmp,sum,8.32268719902581e-5,0.005176199520637579,0.9871715580533732,Interactive,4,AFE
pre2_tmp,b0,0.004614659819344122,0.0023197127960205995,0.04666547695490077,Interactive,4,AFE
pre2_tmp,b1,-0.0033987009694298066,0.0018678321654489575,0.06882046703597189,Interactive,4,AFE
pre2_tmp,b2,8.439431136948612e-4,0.0017184106698921906,0.6233427021470188,Interactive,4,AFE
pre2_tmp,b3,-9.635761652359652e-4,0.001987812293568644,0.6278593488436632,Interactive,4,AFE
pre2_tmp,b4,-0.0010130989263829532,0.0018829589993932727,0.5905524891353862,Interactive,4,AFE
tmp2_pre2,sum,-1.776888547771347e-5,1.1657433169493169e-4,0.8788514496025389,Interactive,4,AFE
tmp2_pre2,b0,-1.2912399927891063e-4,5.551011104959368e-5,0.02001136228989979,Interactive,4,AFE
tmp2_pre2,b1,1.099174495090057e-4,4.334056737587338e-5,0.01120841097048036,Interactive,4,AFE
tmp2_pre2,b2,-1.9218841621820143e-5,3.9856255579446034e-5,0.6296611112306921,Interactive,4,AFE
tmp2_pre2,b3,-1.1407007710825374e-5,4.671084820866064e-5,0.8070723031354368,Interactive,4,AFE
tmp2_pre2,b4,3.206351362483697e-5,4.11192791094078e-5,0.43552722182179787,Interactive,4,AFE
tmp,sum,0.02061356845673541,0.009872749870782859,0.036804534998211715,Interactive,4,IFE
tmp,b0,0.020488328018294436,0.003905118895399699,1.549896343998409e-7,Interactive,4,IFE
tmp,b1,-0.002811358175384215,0.003946577138154807,0.4762458808012154,Interactive,4,IFE
tmp,b2,0.0034997583698845734,0.003942349339170172,0.37468374023288753,Interactive,4,IFE
tmp,b3,-0.0019517076879582808,0.0038674348691753817,0.6138034714200552,Interactive,4,IFE
tmp,b4,0.0013885479318988972,0.003923695433717925,0.7234229728485857,Interactive,4,IFE
tmp2,sum,-5.38454800280552e-4,2.9737743103329096e-4,0.0701906955879876,Interactive,4,IFE
tmp2,b0,-6.732944295596748e-4,1.241370148844255e-4,5.8344929817193384e-8,Interactive,4,IFE
tmp2,b1,2.3314614327224757e-4,1.25024363565662e-4,0.06220864690393364,Interactive,4,IFE
tmp2,b2,-8.246212364611332e-5,1.2608710040731876e-4,0.5131058785295115,Interactive,4,IFE
tmp2,b3,-2.8492758330629896e-5,1.2429761016277257e-4,0.8186900494113273,Interactive,4,IFE
tmp2,b4,1.2648367983618422e-5,1.257838649099532e-4,0.9199026383089717,Interactive,4,IFE
pre,sum,0.11746280435205589,0.14178730754887617,0.40741925602248696,Interactive,4,IFE
pre,b0,0.10001041778562407,0.05194055707352097,0.05416954276392205,Interactive,4,IFE
pre,b1,-0.01658538132584257,0.05286345184279211,0.7537184899886605,Interactive,4,IFE
pre,b2,0.054724157621857034,0.054189810926835426,0.3125620581984193,Interactive,4,IFE
pre,b3,-0.0554420963526238,0.05345367854248024,0.29964317265121565,Interactive,4,IFE
pre,b4,0.03475570662304116,0.05217635780879345,0.5053345101718106,Interactive,4,IFE
pre2,sum,-0.01710296321967693,0.07041323904429606,0.808087404408722,Interactive,4,IFE
pre2,b0,-0.045294234897359724,0.024999654986725014,0.07001797078859924,Interactive,4,IFE
pre2,b1,0.01059800993150294,0.025608983333702692,0.6789916230886088,Interactive,4,IFE
pre2,b2,-0.011698930871656195,0.02625261957564434,0.6558651966373581,Interactive,4,IFE
pre2,b3,0.032639632421649724,0.0260900189541899,0.21092023219372746,Interactive,4,IFE
pre2,b4,-0.003347439803813679,0.025478713536529977,0.895473268040649,Interactive,4,IFE
tmp_pre,sum,-0.011158024962420406,0.01339804891517207,0.40495206894060254,Interactive,4,IFE
tmp_pre,b0,-0.013830722375329372,0.005064334018772568,0.006314148159417078,Interactive,4,IFE
tmp_pre,b1,0.006329141149275991,0.005087862571442492,0.21351112911618483,Interactive,4,IFE
tmp_pre,b2,-0.006734666392309803,0.0052618186551317185,0.20057598293467893,Interactive,4,IFE
tmp_pre,b3,0.0023022976974878904,0.00515163616264365,0.6549428494309144,Interactive,4,IFE
tmp_pre,b4,7.759249584548883e-4,0.005085807267464872,0.8787399673903151,Interactive,4,IFE
tmp2_pre,sum,2.5361184315005986e-4,3.481104178154565e-4,0.4662840072547244,Interactive,4,IFE
tmp2_pre,b0,4.446018119777752e-4,1.3565856844318037e-4,0.0010478309979935307,Interactive,4,IFE
tmp2_pre,b1,-2.580011336124244e-4,1.3485569600224913e-4,0.05572699339928816,Interactive,4,IFE
tmp2_pre,b2,1.6862537616134935e-4,1.3951913107613232e-4,0.22680951936769791,Interactive,4,IFE
tmp2_pre,b3,3.878649862068027e-6,1.368477670308473e-4,0.9773887391775955,Interactive,4,IFE
tmp2_pre,b4,-1.0549286123870829e-4,1.3646977933630443e-4,0.43951491382573993,Interactive,4,IFE
pre2_tmp,sum,0.001979135275503854,0.006050546735988963,0.7435920720427419,Interactive,4,IFE
pre2_tmp,b0,0.004954430589364006,0.002197503110382583,0.024160160676327598,Interactive,4,IFE
pre2_tmp,b1,-0.002344167025535864,0.0022377117387394046,0.2948352535608966,Interactive,4,IFE
pre2_tmp,b2,0.0014676301106171328,0.0023202483168905034,0.5270396423804335,Interactive,4,IFE
pre2_tmp,b3,-0.0013353981607762799,0.0022863947004839783,0.5591780408595437,Interactive,4,IFE
pre2_tmp,b4,-7.633602381651404e-4,0.002250414550486376,0.7344525010080821,Interactive,4,IFE
tmp2_pre2,sum,-5.118754220764862e-5,1.364930246993748e-4,0.7076459843478808,Interactive,4,IFE
tmp2_pre2,b0,-1.3591679047486767e-4,5.1281072030060016e-5,0.00803898538416732,Interactive,4,IFE
tmp2_pre2,b1,8.21598580593387e-5,5.17498777065037e-5,0.11236915710032987,Interactive,4,IFE
tmp2_pre2,b2,-3.708902083432041e-5,5.402207738752681e-5,0.4923644368459933,Interactive,4,IFE
tmp2_pre2,b3,5.574205261687392e-7,5.294211057999291e-5,0.9915993335068299,Interactive,4,IFE
tmp2_pre2,b4,3.910099051603202e-5,5.2616835300925026e-5,0.4574047995970844,Interactive,4,IFE
tmp,sum,0.012590940687657978,0.010223125527065004,0.21809344892115298,Interactive,5,AFE
tmp,b0,0.0167599128189785,0.004069138881959154,3.8087342034030686e-5,Interactive,5,AFE
tmp,b1,-0.011042938357054825,0.00398313775672966,0.005564086896785758,Interactive,5,AFE
tmp,b2,0.002062471300868264,0.0035878399442469586,0.565392463400002,Interactive,5,AFE
tmp,b3,9.42199952302979e-4,0.0030919969351215497,0.760577778564636,Interactive,5,AFE
tmp,b4,0.0016211900843634461,0.0034039666700893317,0.6338856182410786,Interactive,5,AFE
tmp,b5,0.0022481048881996123,0.0052179399877232925,0.6665836503011342,Interactive,5,AFE
tmp2,sum,-3.8716308101093027e-4,2.949722731250116e-4,0.18933780045916446,Interactive,5,AFE
tmp2,b0,-6.254229911902705e-4,1.4399589206420124e-4,1.4033325426572169e-5,Interactive,5,AFE
tmp2,b1,3.878874764492185e-4,1.4865534187565174e-4,0.009072571443366232,Interactive,5,AFE
tmp2,b2,-8.736137293526393e-6,1.1877822694068155e-4,0.9413684662307843,Interactive,5,AFE
tmp2,b3,-1.292179008702361e-4,1.1825838407416706e-4,0.27453681328775725,Interactive,5,AFE
tmp2,b4,-6.5173210645432145e-6,1.4592780107246668e-4,0.96437730417173,Interactive,5,AFE
tmp2,b5,-5.156207041572525e-6,1.7081348747073898e-4,0.9759185685804873,Interactive,5,AFE
pre,sum,0.3210843988348205,0.14871268571419213,0.030843015157682865,Interactive,5,AFE
pre,b0,0.09563065979081664,0.04258081899213257,0.02471282373726303,Interactive,5,AFE
pre,b1,-0.061108783188520976,0.04076263521831783,0.13383804045152198,Interactive,5,AFE
pre,b2,0.06220482771194577,0.040291282162274684,0.12261786907543323,Interactive,5,AFE
pre,b3,0.0020348263554772206,0.03711964947020994,0.9562834297577263,Interactive,5,AFE
pre,b4,0.036806475091010815,0.04008768971317457,0.35854082717513436,Interactive,5,AFE
pre,b5,0.185516393074091,0.04553277283795297,4.614330343786796e-5,Interactive,5,AFE
pre2,sum,-0.1130730944049281,0.0794739296746881,0.15480294477773537,Interactive,5,AFE
pre2,b0,-0.050611410156807646,0.02401844598419249,0.03510118207532015,Interactive,5,AFE
pre2,b1,0.027906857333253765,0.02280460742262393,0.22105120123919475,Interactive,5,AFE
pre2,b2,-0.018921520357979282,0.021162274896345565,0.37126003734717833,Interactive,5,AFE
pre2,b3,0.014966896389542517,0.023216815108217936,0.5191490965878574,Interactive,5,AFE
pre2,b4,8.469679200888008e-4,0.023459907652781182,0.9712004044560358,Interactive,5,AFE
pre2,b5,-0.08726088553302626,0.02539432540390368,5.898577356612415e-4,Interactive,5,AFE
tmp_pre,sum,-0.030974335019105893,0.013017800338328934,0.017341639279682897,Interactive,5,AFE
tmp_pre,b0,-0.013422800534916176,0.004636606210799959,0.003792039797560601,Interactive,5,AFE
tmp_pre,b1,0.010939855397716844,0.0038271964558151926,0.004257141994700126,Interactive,5,AFE
tmp_pre,b2,-0.006185772281197099,0.0038916812575593438,0.11195074675692042,Interactive,5,AFE
tmp_pre,b3,-0.005151181142135308,0.0037075948476695186,0.16472353967142478,Interactive,5,AFE
tmp_pre,b4,-0.0018196273047855968,0.0036677722249239255,0.6198151065137123,Interactive,5,AFE
tmp_pre,b5,-0.015334809153788556,0.00424838963887299,3.0671909381812184e-4,Interactive,5,AFE
