term,estimate,std.error,statistic,p.value,nobs,spec,L,estimator
pre2_tmp,0.009855794948396474,0.00640691223608903,1.5383065328849805,0.12403246926115022,5846,Interactive,5,AFE
tmp2_pre2,-2.1628337863036575e-4,1.372199474297252e-4,-1.5761803052805534,0.11504302966450554,5846,Interactive,5,AFE
tmp,0.023360832404349854,0.010448185423000456,2.2358746000931147,0.02535998654416617,5846,Interactive,5,IFE
tmp2,-6.413153502272846e-4,3.1453912617380477e-4,-2.038904851134206,0.04145952466497289,5846,Interactive,5,IFE
pre,0.41889727596263315,0.15120979126330192,2.770305232636731,0.005600378309590986,5846,Interactive,5,IFE
pre2,-0.179570875125449,0.07357823508465063,-2.4405433878490763,0.014665184188072848,5846,Interactive,5,IFE
tmp_pre,-0.03634387074620559,0.014484660820527084,-2.509128187157859,0.012102955499584499,5846,Interactive,5,IFE
tmp2_pre,0.00078210356293726465,3.7819825205460673e-4,2.0679724422003396,0.038642614530217535,5846,Interactive,5,IFE
pre2_tmp,0.014977730158741195,0.006343730224762963,2.3610288628408447,0.01822431215867672,5846,Interactive,5,IFE
tmp2_pre2,-3.1142394462797807e-4,1.4339344488168893e-4,-2.1718143732785538,0.029869667099216072,5846,Interactive,5,IFE
