ssp,spec,estimator,L,year,point,q025,q05,q10,q25,q50,q75,q90,q95,q975
SSP585,Interactive,AFE,0,2031,-0.004605257833709908,-0.02097422714964259,-0.01873736684845344,-0.015257062526375976,-0.0098600931499159,-0.004027646663979423,0.001210931397644277,0.006919143887545555,0.009859018035575881,0.012188108592580685
SSP585,Interactive,AFE,0,2032,-0.0056578229476743624,-0.024977288761744057,-0.022347703072828018,-0.018201127445253883,-0.011873003011599242,-0.004954449715279252,0.0012294111587637935,0.008066565769582446,0.011526750306389697,0.014233254034366885
SSP585,Interactive,AFE,0,2033,-0.006848694710859471,-0.029350865557642682,-0.02627791241500291,-0.021432131651591777,-0.014067128903133441,-0.006034948646984062,0.001199796974405476,0.009162731647571533,0.013262289333409047,0.016394211297016754
SSP585,Interactive,AFE,0,2034,-0.008184669163114888,-0.03409763442998257,-0.03063611147611813,-0.02494286222984656,-0.016454556962367084,-0.007246321934017086,0.0010962313459064177,0.010359502701806834,0.015100257963188255,0.01877666567893381
SSP585,Interactive,AFE,0,2035,-0.009672289138148216,-0.03921954219891047,-0.03533074743309027,-0.02877190778053874,-0.019081290750103008,-0.008582849796815006,9.902064740067162e-4,0.011575390959444421,0.016990001450827283,0.02130179268006846
SSP585,Interactive,AFE,0,2036,-0.011526046639014687,-0.0449082040762791,-0.04060770858140578,-0.033108051570546526,-0.022111841057575576,-0.010264367288134402,5.064049644296631e-4,0.01260031914575448,0.018738569914231926,0.02368195863955725
SSP585,Interactive,AFE,0,2037,-0.013349151181536678,-0.05080585926856047,-0.04599376267327013,-0.037574026453372024,-0.02528111695100091,-0.011906125337271145,2.0476690298049105e-4,0.013832680608898043,0.02071819579722894,0.02629219291263495
SSP585,Interactive,AFE,0,2038,-0.015339683288930872,-0.05707808276140527,-0.05172829331000374,-0.04234506183306862,-0.028731240115187295,-0.013694620016033499,-2.1870472248086692e-4,0.015084954101235008,0.022773799328818234,0.02899370399849716
SSP585,Interactive,AFE,0,2039,-0.01750278505186731,-0.06378903767764066,-0.05780392441538268,-0.04742276833090414,-0.032364850118827754,-0.015667388526023063,-6.460508951656174e-4,0.016332396807580366,0.024893109379537277,0.031783677153089385
SSP585,Interactive,AFE,0,2040,-0.019843311009874354,-0.07091712176229123,-0.0641278917614365,-0.052801494359597856,-0.03618292596881484,-0.017693708822307364,-0.0011724540299175301,0.017576317603299453,0.027082137734705927,0.034656847769048635
SSP585,Interactive,AFE,0,2041,-0.022547467101355356,-0.0785984384901673,-0.0710156180013835,-0.058636099652145605,-0.040306432021023075,-0.02007502422384544,-0.0020980728367733237,0.018574993692211387,0.029076004608176782,0.03744310053438154
SSP585,Interactive,AFE,0,2042,-0.025236211618313686,-0.0864420930021929,-0.07813093072061486,-0.06461063098807585,-0.044586824287689814,-0.02253462788204319,-0.0028248415957874418,0.01975909640970921,0.03137638340187113,0.04050375525167415
SSP585,Interactive,AFE,0,2043,-0.028107882081142566,-0.09463869095430547,-0.0856438113823421,-0.07079599139474353,-0.04904692387900722,-0.02517063953924753,-0.0036289883373491205,0.020924021774207897,0.03372216183250355,0.04368753858850436
SSP585,Interactive,AFE,0,2044,-0.031165583294698984,-0.10310181513946576,-0.09345035944988762,-0.0771255182269407,-0.05388994874259201,-0.027986604154471184,-0.004559308311733262,0.02206471097526555,0.036109131342348395,0.046973613470522514
SSP585,Interactive,AFE,0,2045,-0.034412111951404256,-0.11187028907514235,-0.10150568540802171,-0.08390121764806825,-0.05894452857941421,-0.030980820176056023,-0.005605089634490662,0.023176277235736398,0.038533179332119194,0.050334349202942524
SSP585,Interactive,AFE,0,2046,-0.03783342642371268,-0.12089937316131737,-0.10983128342336784,-0.09096492217987308,-0.06421975363136448,-0.034116338729191675,-0.0067454012369445315,0.024301521784706428,0.040898037293361326,0.053751966335375975
SSP585,Interactive,AFE,0,2047,-0.04140155788903166,-0.13024680070761233,-0.11843280245133457,-0.09829857393421575,-0.06966803836715063,-0.03751090214695857,-0.007967505394177399,0.025429550644096192,0.04344818085170545,0.057317720113684044
SSP585,Interactive,AFE,0,2048,-0.04515460849953512,-0.1398887370190515,-0.12731711960431455,-0.10580953506180914,-0.0752711632378032,-0.04091731340610444,-0.00916243516363921,0.026528436633577995,0.04603425451450837,0.060955765246760094
SSP585,Interactive,AFE,0,2049,-0.04909360851582667,-0.1498149460653605,-0.13647311733764877,-0.1135801243277619,-0.08120215929958813,-0.04445462205655726,-0.010579938812272871,0.027587126331560324,0.048653210103591554,0.0646625955464709
SSP585,Interactive,AFE,0,2050,-0.05321928278830668,-0.16001468046964745,-0.14588942092132848,-0.12160575857172835,-0.08746427343585156,-0.04816192815690984,-0.012115485991597424,0.028750109089146877,0.051302101781730516,0.06843479111403994
SSP585,Interactive,AFE,0,2051,-0.05707165539324632,-0.16991466475962128,-0.15501142892543102,-0.12961589418470845,-0.09335408621281777,-0.05174800065353258,-0.0131230157030581,0.030288633473414407,0.05428553861542397,0.07258769608160966
SSP585,Interactive,AFE,0,2052,-0.06143327209329419,-0.1804957185273283,-0.16478591756836974,-0.13805111690710895,-0.09980092436066945,-0.055724860778566365,-0.014713524971313785,0.03176263954304058,0.05712747239316886,0.0766227348100419
SSP585,Interactive,AFE,0,2053,-0.06596603367172649,-0.19139288708264732,-0.17477990359137918,-0.14671531699774,-0.10643868270767798,-0.059911388182803615,-0.016281748796947826,0.033097408551809517,0.060009211343131474,0.08073157760888802
SSP585,Interactive,AFE,0,2054,-0.07066883683584457,-0.20244307332726494,-0.18498239227341373,-0.15560220546385697,-0.11318094453636404,-0.06412029450270723,-0.01794287406914402,0.03418694244399389,0.06292933674675713,0.08491230837086602
SSP585,Interactive,AFE,0,2055,-0.07554029897306869,-0.21356982361678162,-0.19537397829820954,-0.1647027015024957,-0.12009382946043448,-0.06849691354747411,-0.01977932538962618,0.03521364449160433,0.06588656582807331,0.08916313425822452
