ssp,spec,estimator,L,year,point,q025,q05,q10,q25,q50,q75,q90,q95,q975
SSP585,Interactive,AFE,0,2021,-3.580295461824701e-5,-2.817595671041673e-4,-2.460686463006678e-4,-1.9938359248979908e-4,-1.1368075407974798e-4,-2.581572930798748e-5,5.040459214838977e-5,1.324878956846965e-4,1.777071906807203e-4,2.102896325014869e-4
SSP585,Interactive,AFE,0,2022,-1.1628852913803112e-4,-8.571365354606703e-4,-7.485941151950615e-4,-6.065029660942023e-4,-3.4957468071580844e-4,-8.757907157525002e-5,1.415883425460729e-4,3.8845973108017097e-4,5.261078899787217e-4,6.212502211865532e-4
SSP585,Interactive,AFE,0,2023,-2.501962541585634e-4,-0.0017387700145075182,-0.001517181050367783,-0.0012295151884669899,-7.179904784321844e-4,-1.8938366597770484e-4,2.668269429916825e-4,7.590726603762702e-4,0.001038156436206061,0.0012280568491170316
SSP585,Interactive,AFE,0,2024,-4.461130653229395e-4,-0.002935512096055462,-0.0025561772590442676,-0.0020761326311475536,-0.0012302097972503034,-3.5157654041173547e-4,4.1991704284166653e-4,0.0012356437547270233,0.0017069306637015555,0.0020298357885394913
SSP585,Interactive,AFE,0,2025,-7.124600653541924e-4,-0.0044489100781662455,-0.003879607978476407,-0.003159580347346469,-0.0018873012532938382,-5.725856640298455e-4,5.977594635582784e-4,0.0018096501258797254,0.002525796499506172,0.00301071538263461
SSP585,Interactive,AFE,0,2026,-0.001120456238030032,-0.006352899226256775,-0.005549939786713032,-0.004556215381264683,-0.0027706522435239356,-9.239410006510185e-4,7.208646504716087e-4,0.0024399428346415517,0.0034164587878912516,0.0041099741977832895
SSP585,Interactive,AFE,0,2027,-0.0015758268081766946,-0.008550108031765518,-0.007500040294554711,-0.006159275243362905,-0.0037623393136538286,-0.0013171278453552038,8.82537977751896e-4,0.00319844807184966,0.004477580034636773,0.0054088262182090605
SSP585,Interactive,AFE,0,2028,-0.002130497069404602,-0.011092150282394724,-0.009775689102991408,-0.00801707268604186,-0.004944540973434747,-0.0018032083255068998,0.001032120684397786,0.004040873293774475,0.005657729462085767,0.006874771746293871
SSP585,Interactive,AFE,0,2029,-0.0027924741713031276,-0.013985109981404004,-0.012379727749610148,-0.010107122578060323,-0.00632238571462701,-0.0023877922210939206,0.001166904773848898,0.004956388998251774,0.006949294059039963,0.008495339503721647
SSP585,Interactive,AFE,0,2030,-0.003569547013051233,-0.017234441752256267,-0.015281957889059089,-0.012450875876863065,-0.00790990387981591,-0.0030765639432289715,0.0012702016986239628,0.005942200186829298,0.008391588283041191,0.010282273165856046
