ssp,spec,estimator,L,ISO_C3,delta_2100
SSP370,Direct,IFE,2,CHL,-0.1305889334444552
SSP370,Direct,IFE,2,CHN,-0.32642837730009366
SSP370,Direct,IFE,2,CIV,-0.6994941177500937
SSP370,Direct,IFE,2,CMR,-0.6990485720977605
SSP370,Direct,IFE,2,COD,-0.6983320332165786
SSP370,Direct,IFE,2,COG,-0.690909142752526
SSP370,Direct,IFE,2,COL,-0.6567968873724441
SSP370,Direct,IFE,2,CPV,-0.5187385482747792
SSP370,Direct,IFE,2,CRI,-0.6059892487774097
SSP370,Direct,IFE,2,CUB,-0.6535188393182738
SSP370,Direct,IFE,2,CZE,0.007564166051975407
SSP370,Direct,IFE,2,DEU,-0.018234909977409064
SSP370,Direct,IFE,2,DNK,-0.01475446675442671
SSP370,Direct,IFE,2,DOM,-0.6059052395557154
SSP370,Direct,IFE,2,DZA,-0.5331471073275715
SSP370,Direct,IFE,2,ECU,-0.5482192508909871
SSP370,Direct,IFE,2,EGY,-0.6721373682585423
SSP370,Direct,IFE,2,ESP,-0.36453184480533074
SSP370,Direct,IFE,2,EST,0.3040464551383788
SSP370,Direct,IFE,2,ETH,-0.6005642243105278
SSP370,Direct,IFE,2,FIN,0.7377810473343045
SSP370,Direct,IFE,2,FJI,-0.5033088263125685
SSP370,Direct,IFE,2,FRA,-0.19404285987843473
SSP370,Direct,IFE,2,GAB,-0.6646326874787076
SSP370,Direct,IFE,2,GBR,-0.07296093653359259
SSP370,Direct,IFE,2,GEO,-0.08110862922962436
SSP370,Direct,IFE,2,GHA,-0.6845513879350578
SSP370,Direct,IFE,2,GIN,-0.7224998385520243
SSP370,Direct,IFE,2,GNB,-0.6764561527059451
SSP370,Direct,IFE,2,GNQ,-0.6752598043760958
SSP370,Direct,IFE,2,GRC,-0.4560797678679164
SSP370,Direct,IFE,2,GTM,-0.6718143892577909
SSP370,Direct,IFE,2,GUY,-0.6312253560866514
SSP370,Direct,IFE,2,HND,-0.6431709670576112
SSP370,Direct,IFE,2,HRV,-0.2851027539442511
SSP370,Direct,IFE,2,HTI,-0.6459302314762538
SSP370,Direct,IFE,2,HUN,-0.22148906669199064
SSP370,Direct,IFE,2,IDN,-0.6254944823019621
SSP370,Direct,IFE,2,IND,-0.7238632166990022
SSP370,Direct,IFE,2,IRL,-0.05938707488724315
SSP370,Direct,IFE,2,IRN,-0.5079483696802286
SSP370,Direct,IFE,2,IRQ,-0.7425137069421865
SSP370,Direct,IFE,2,ISL,0.4786453773964019
SSP370,Direct,IFE,2,ISR,-0.4619111793398426
SSP370,Direct,IFE,2,ITA,-0.3434811045828573
SSP370,Direct,IFE,2,JOR,-0.557535127365222
SSP370,Direct,IFE,2,JPN,-0.36710433766958817
SSP370,Direct,IFE,2,KAZ,0.09480600386348015
SSP370,Direct,IFE,2,KEN,-0.5909006734706059
SSP370,Direct,IFE,2,KGZ,0.8292546050886218
SSP370,Direct,IFE,2,KHM,-0.6701239459405643
SSP370,Direct,IFE,2,KOR,-0.3032181809990715
SSP370,Direct,IFE,2,KWT,-0.7482578189709678
SSP370,Direct,IFE,2,LAO,-0.6100842695575732
SSP370,Direct,IFE,2,LBN,-0.5008439645458251
SSP370,Direct,IFE,2,LBR,-0.641163792378774
SSP370,Direct,IFE,2,LBY,-0.619354499684171
SSP370,Direct,IFE,2,LKA,-0.6711595362419374
SSP370,Direct,IFE,2,LSO,-0.2807393080622278
SSP370,Direct,IFE,2,LTU,0.12242201432997146
SSP370,Direct,IFE,2,LVA,0.19467544693288663
SSP370,Direct,IFE,2,MAR,-0.5499879411431727
SSP370,Direct,IFE,2,MDA,-0.2246801308217662
SSP370,Direct,IFE,2,MDG,-0.5492251872672993
SSP370,Direct,IFE,2,MEX,-0.5278716759428161
SSP370,Direct,IFE,2,MLI,-0.84250841394796006
SSP370,Direct,IFE,2,MMR,-0.6441461285777366
SSP370,Direct,IFE,2,MNE,-0.18118282863676072
SSP370,Direct,IFE,2,MNG,1.500695906941341
SSP370,Direct,IFE,2,MOZ,-0.6715443696896887
SSP370,Direct,IFE,2,MRT,-0.765579571294892
SSP370,Direct,IFE,2,MWI,-0.6139729678113844
SSP370,Direct,IFE,2,MYS,-0.6452598498488137
SSP370,Direct,IFE,2,NAM,-0.7197077680776522
SSP370,Direct,IFE,2,NER,-0.7870974894227813
SSP370,Direct,IFE,2,NGA,-0.7205016036435046
SSP370,Direct,IFE,2,NIC,-0.6802856271702016
SSP370,Direct,IFE,2,NLD,-0.05820709662470791
SSP370,Direct,IFE,2,NOR,0.45852149849262314
SSP370,Direct,IFE,2,NPL,-0.40793334014277094
SSP370,Direct,IFE,2,NZL,-0.24281405272541356
SSP370,Direct,IFE,2,OMN,-0.797491965770667
SSP370,Direct,IFE,2,PAK,-0.6755777264433503
SSP370,Direct,IFE,2,PAN,-0.57558303285049806
SSP370,Direct,IFE,2,PER,-0.5292241105986162
SSP370,Direct,IFE,2,PHL,-0.6164999942328949
SSP370,Direct,IFE,2,PNG,-0.5819630167925449
SSP370,Direct,IFE,2,POL,-0.004363656880150613
SSP370,Direct,IFE,2,PRT,-0.3535801856576659
SSP370,Direct,IFE,2,PRY,-0.7021889772251437
SSP370,Direct,IFE,2,ROU,-0.14793650418233983
SSP370,Direct,IFE,2,RUS,0.4634422308235746
SSP370,Direct,IFE,2,RWA,-0.5345305975080072
SSP370,Direct,IFE,2,SAU,-0.8148133284289427
SSP370,Direct,IFE,2,SDN,-0.8118629890103202
SSP370,Direct,IFE,2,SEN,-0.6697742269520961
SSP370,Direct,IFE,2,SLB,-0.621002798822806
SSP370,Direct,IFE,2,SLE,-0.6898446768719619
SSP370,Direct,IFE,2,SRB,-0.15199238392868586
SSP370,Direct,IFE,2,SUR,-0.7279246668651114
SSP370,Direct,IFE,2,SVK,-0.050318851399393294
SSP370,Direct,IFE,2,SWE,0.19448608337892148
SSP370,Direct,IFE,2,SWZ,-0.44724019743133625
SSP370,Direct,IFE,2,TCD,-0.7791092981512991
SSP370,Direct,IFE,2,TGO,-0.7107962852109697
SSP370,Direct,IFE,2,THA,-0.6740580941397283
SSP370,Direct,IFE,2,TJK,0.046295549487289867
SSP370,Direct,IFE,2,TKM,-0.5268342444203846
SSP370,Direct,IFE,2,TUN,-0.5587798843565079
SSP370,Direct,IFE,2,TUR,-0.30489366257190254
SSP370,Direct,IFE,2,TZA,-0.6412389411304313
SSP370,Direct,IFE,2,UGA,-0.6296016711449923
SSP370,Direct,IFE,2,UKR,-0.11680479809310873
SSP370,Direct,IFE,2,URY,-0.3808507963176242
SSP370,Direct,IFE,2,USA,-0.35602033896120244
SSP370,Direct,IFE,2,UZB,-0.30899402689303324
SSP370,Direct,IFE,2,VNM,-0.6162430884388983
SSP370,Direct,IFE,2,YEM,-0.717785559058111
SSP370,Direct,IFE,2,ZAF,-0.49944520282241445
SSP370,Direct,IFE,2,ZMB,-0.6696361075911526
SSP370,Direct,IFE,2,ZWE,-0.661517776471253
SSP370,Direct,AFE,3,AFG,-0.18688693920285682
SSP370,Direct,AFE,3,AGO,-0.5574828495285604
SSP370,Direct,AFE,3,ALB,-0.3345540271784945
SSP370,Direct,AFE,3,ARE,-0.6632544412284049
SSP370,Direct,AFE,3,ARG,-0.30408225643480535
SSP370,Direct,AFE,3,ARM,-0.04400508776537693
SSP370,Direct,AFE,3,AUS,-0.3541026205626069
SSP370,Direct,AFE,3,AUT,-0.0735870712524036
SSP370,Direct,AFE,3,AZE,-0.2602987622185632
SSP370,Direct,AFE,3,BDI,-0.43777610277924106
SSP370,Direct,AFE,3,BEL,-0.12494848699116512
SSP370,Direct,AFE,3,BEN,-0.5916649473009539
SSP370,Direct,AFE,3,BFA,-0.6661493138038477
SSP370,Direct,AFE,3,BGD,-0.5863914336914962
SSP370,Direct,AFE,3,BGR,-0.2766696139305188
SSP370,Direct,AFE,3,BHS,-0.4967832114628338
SSP370,Direct,AFE,3,BIH,-0.1691869502477088
SSP370,Direct,AFE,3,BLR,0.03663924189200851
SSP370,Direct,AFE,3,BLZ,-0.539756666974218
SSP370,Direct,AFE,3,BOL,-0.44118788134945763
SSP370,Direct,AFE,3,BRA,-0.5220668700098019
SSP370,Direct,AFE,3,BTN,-0.07303411505764301
SSP370,Direct,AFE,3,BWA,-0.6197567863787726
SSP370,Direct,AFE,3,CAF,-0.5988208636813701
SSP370,Direct,AFE,3,CAN,0.07556337998841389
SSP370,Direct,AFE,3,CHE,0.03572256609225022
SSP370,Direct,AFE,3,CHL,-0.18743520508814027
SSP370,Direct,AFE,3,CHN,-0.26033553833677747
SSP370,Direct,AFE,3,CIV,-0.5850115917974187
SSP370,Direct,AFE,3,CMR,-0.5790785699836967
SSP370,Direct,AFE,3,COD,-0.5780988530268673
SSP370,Direct,AFE,3,COG,-0.5691175578958928
SSP370,Direct,AFE,3,COL,-0.5355216419876729
SSP370,Direct,AFE,3,CPV,-0.41879921591986635
SSP370,Direct,AFE,3,CRI,-0.5517021960972579
SSP370,Direct,AFE,3,CUB,-0.552160319922511
SSP370,Direct,AFE,3,CZE,-0.04906917630505758
SSP370,Direct,AFE,3,DEU,-0.05818817381629937
SSP370,Direct,AFE,3,DNK,-0.04231774647004383
SSP370,Direct,AFE,3,DOM,-0.5440334778478205
SSP370,Direct,AFE,3,DZA,-0.45989309235362863
SSP370,Direct,AFE,3,ECU,-0.4352439104317426
SSP370,Direct,AFE,3,EGY,-0.5570660109598771
SSP370,Direct,AFE,3,ESP,-0.3235924610887999
SSP370,Direct,AFE,3,EST,0.14706074752534692
SSP370,Direct,AFE,3,ETH,-0.46194312868713316
SSP370,Direct,AFE,3,FIN,0.38137091744138396
SSP370,Direct,AFE,3,FJI,-0.3866119890153713
SSP370,Direct,AFE,3,FRA,-0.18402867872163808
SSP370,Direct,AFE,3,GAB,-0.5418799436703516
SSP370,Direct,AFE,3,GBR,-0.07461280840688378
SSP370,Direct,AFE,3,GEO,-0.11867749785559101
SSP370,Direct,AFE,3,GHA,-0.5680215178772701
SSP370,Direct,AFE,3,GIN,-0.6125934840126153
SSP370,Direct,AFE,3,GNB,-0.5820761031637496
SSP370,Direct,AFE,3,GNQ,-0.5389217755215288
SSP370,Direct,AFE,3,GRC,-0.39822621246015466
SSP370,Direct,AFE,3,GTM,-0.6012363680939186
SSP370,Direct,AFE,3,GUY,-0.5356777019907857
SSP370,Direct,AFE,3,HND,-0.5971224504811699
SSP370,Direct,AFE,3,HRV,-0.2669451820777682
SSP370,Direct,AFE,3,HTI,-0.5747418082871294
SSP370,Direct,AFE,3,HUN,-0.21001261392831727
SSP370,Direct,AFE,3,IDN,-0.5028902381222502
SSP370,Direct,AFE,3,IND,-0.5845245347841354
SSP370,Direct,AFE,3,IRL,-0.06809090032839171
SSP370,Direct,AFE,3,IRN,-0.4217576907807711
SSP370,Direct,AFE,3,IRQ,-0.6292764788289436
SSP370,Direct,AFE,3,ISL,0.2475722948117376
SSP370,Direct,AFE,3,ISR,-0.38799953261383036
SSP370,Direct,AFE,3,ITA,-0.3032033453672519
SSP370,Direct,AFE,3,JOR,-0.46232667701595864
SSP370,Direct,AFE,3,JPN,-0.30581455184994544
SSP370,Direct,AFE,3,KAZ,-0.005310011850467311
SSP370,Direct,AFE,3,KEN,-0.448813948227915
SSP370,Direct,AFE,3,KGZ,0.39185783873875435
SSP370,Direct,AFE,3,KHM,-0.5457965900804655
SSP370,Direct,AFE,3,KOR,-0.23923857071978294
SSP370,Direct,AFE,3,KWT,-0.6226161132542651
SSP370,Direct,AFE,3,LAO,-0.4882724658116808
SSP370,Direct,AFE,3,LBN,-0.42454072535563114
SSP370,Direct,AFE,3,LBR,-0.5203930744732537
SSP370,Direct,AFE,3,LBY,-0.5144763327578077
SSP370,Direct,AFE,3,LKA,-0.5302877472220232
SSP370,Direct,AFE,3,LSO,-0.24285140742091726
SSP370,Direct,AFE,3,LTU,0.03219153699887922
SSP370,Direct,AFE,3,LVA,0.08323037361461849
SSP370,Direct,AFE,3,MAR,-0.465782561394088
SSP370,Direct,AFE,3,MDA,-0.21744436545949108
SSP370,Direct,AFE,3,MDG,-0.4480769112590993
SSP370,Direct,AFE,3,MEX,-0.4604855214575919
SSP370,Direct,AFE,3,MLI,-0.7347150329509009
SSP370,Direct,AFE,3,MMR,-0.5194371396280706
SSP370,Direct,AFE,3,MNE,-0.20205077705270447
SSP370,Direct,AFE,3,MNG,0.7285994108554634
SSP370,Direct,AFE,3,MOZ,-0.5527867291088667
SSP370,Direct,AFE,3,MRT,-0.6459983314605757
SSP370,Direct,AFE,3,MWI,-0.49374477651058746
SSP370,Direct,AFE,3,MYS,-0.5284400093898054
SSP370,Direct,AFE,3,NAM,-0.6130012019246194
SSP370,Direct,AFE,3,NER,-0.6482832905196743
SSP370,Direct,AFE,3,NGA,-0.5912025710679659
SSP370,Direct,AFE,3,NIC,-0.6228317523641901
SSP370,Direct,AFE,3,NLD,-0.07148434675796778
SSP370,Direct,AFE,3,NOR,0.24620146097757134
SSP370,Direct,AFE,3,NPL,-0.31288040177546983
SSP370,Direct,AFE,3,NZL,-0.20804600317527544
SSP370,Direct,AFE,3,OMN,-0.6755859502637567
SSP370,Direct,AFE,3,PAK,-0.5549745122142065
SSP370,Direct,AFE,3,PAN,-0.4666903501367248
SSP370,Direct,AFE,3,PER,-0.4432301693982019
SSP370,Direct,AFE,3,PHL,-0.49586883724697695
SSP370,Direct,AFE,3,PNG,-0.4922552609172517
SSP370,Direct,AFE,3,POL,-0.04974738426984138
SSP370,Direct,AFE,3,PRT,-0.3153298295318451
SSP370,Direct,AFE,3,PRY,-0.5846267514993393
SSP370,Direct,AFE,3,ROU,-0.1673161414113733
SSP370,Direct,AFE,3,RUS,0.21768623795980235
SSP370,Direct,AFE,3,RWA,-0.4273681213741902
SSP370,Direct,AFE,3,SAU,-0.6949538808816761
SSP370,Direct,AFE,3,SDN,-0.6803427182983424
SSP370,Direct,AFE,3,SEN,-0.5579755888135306
SSP370,Direct,AFE,3,SLB,-0.5060532449025941
SSP370,Direct,AFE,3,SLE,-0.5710621521964688
SSP370,Direct,AFE,3,SRB,-0.17355348350298394
SSP370,Direct,AFE,3,SUR,-0.6186709162040203
SSP370,Direct,AFE,3,SVK,-0.08724224645986978
SSP370,Direct,AFE,3,SWE,0.08842062721646071
SSP370,Direct,AFE,3,SWZ,-0.36206440907503723
SSP370,Direct,AFE,3,TCD,-0.6401791994442927
SSP370,Direct,AFE,3,TGO,-0.5893714934694294
SSP370,Direct,AFE,3,THA,-0.5489616747553498
SSP370,Direct,AFE,3,TJK,-0.027014716618198542
SSP370,Direct,AFE,3,TKM,-0.4343101120619598
SSP370,Direct,AFE,3,TUN,-0.46961445909329236
SSP370,Direct,AFE,3,TUR,-0.2906763858604535
SSP370,Direct,AFE,3,TZA,-0.508292004886574
SSP370,Direct,AFE,3,UGA,-0.49297574925752363
SSP370,Direct,AFE,3,UKR,-0.1383512168430734
SSP370,Direct,AFE,3,URY,-0.28259738728933415
SSP370,Direct,AFE,3,USA,-0.2936615985799166
SSP370,Direct,AFE,3,UZB,-0.27101200610339216
SSP370,Direct,AFE,3,VNM,-0.4932155649412079
SSP370,Direct,AFE,3,YEM,-0.5787023413498298
SSP370,Direct,AFE,3,ZAF,-0.4139245121480014
SSP370,Direct,AFE,3,ZMB,-0.5498334141518999
SSP370,Direct,AFE,3,ZWE,-0.5443704412505943
SSP370,Direct,IFE,3,AFG,1.059928746182194
SSP370,Direct,IFE,3,AGO,-0.4166331568650993
SSP370,Direct,IFE,3,ALB,0.2882307472009247
SSP370,Direct,IFE,3,ARE,-0.6425975937753754
SSP370,Direct,IFE,3,ARG,0.07721097732869064
SSP370,Direct,IFE,3,ARM,1.491080248779764
SSP370,Direct,IFE,3,AUS,0.004462258565537169
SSP370,Direct,IFE,3,AUT,1.0730321667650622
SSP370,Direct,IFE,3,AZE,0.4601634989952723
SSP370,Direct,IFE,3,BDI,-0.20111283710822736
SSP370,Direct,IFE,3,BEL,0.6352621094515947
SSP370,Direct,IFE,3,BEN,-0.5410867934183194
SSP370,Direct,IFE,3,BFA,-0.6405911455942526
SSP370,Direct,IFE,3,BGD,-0.49661901401351694
SSP370,Direct,IFE,3,BGR,0.5100651599472912
SSP370,Direct,IFE,3,BHS,-0.4310351732058445
SSP370,Direct,IFE,3,BIH,0.6331052171463165
SSP370,Direct,IFE,3,BLR,1.6347700611548182
SSP370,Direct,IFE,3,BLZ,-0.44983321080697125
SSP370,Direct,IFE,3,BOL,-0.02296064888614957
SSP370,Direct,IFE,3,BRA,-0.38526898088471107
SSP370,Direct,IFE,3,BTN,0.8343531863588451
SSP370,Direct,IFE,3,BWA,-0.4593407949852979
SSP370,Direct,IFE,3,CAF,-0.5008216879850773
SSP370,Direct,IFE,3,CAN,2.171386450388788
SSP370,Direct,IFE,3,CHE,1.4938257666541892
SSP370,Direct,IFE,3,CHL,0.5262009180020015
SSP370,Direct,IFE,3,CHN,0.45157285963129223
SSP370,Direct,IFE,3,CIV,-0.517844884279357
SSP370,Direct,IFE,3,CMR,-0.4747667296216621
SSP370,Direct,IFE,3,COD,-0.46084234763466314
SSP370,Direct,IFE,3,COG,-0.46545216037160775
SSP370,Direct,IFE,3,COL,-0.4171472667831574
SSP370,Direct,IFE,3,CPV,-0.3136467946794764
SSP370,Direct,IFE,3,CRI,-0.488687492440695
SSP370,Direct,IFE,3,CUB,-0.48710564467389095
SSP370,Direct,IFE,3,CZE,1.1241828913516105
SSP370,Direct,IFE,3,DEU,0.9888173688809065
SSP370,Direct,IFE,3,DNK,0.8761352682180623
SSP370,Direct,IFE,3,DOM,-0.47856134732889655
SSP370,Direct,IFE,3,DZA,-0.10001916987900383
SSP370,Direct,IFE,3,ECU,-0.24539002150912914
SSP370,Direct,IFE,3,EGY,-0.3866689602877139
SSP370,Direct,IFE,3,ESP,0.16138160261244283
SSP370,Direct,IFE,3,EST,2.1108935535555
SSP370,Direct,IFE,3,ETH,-0.26442051067056593
SSP370,Direct,IFE,3,FIN,3.527417439288249
SSP370,Direct,IFE,3,FJI,-0.31609754011893554
SSP370,Direct,IFE,3,FRA,0.5383714255124883
SSP370,Direct,IFE,3,GAB,-0.44877714121033063
SSP370,Direct,IFE,3,GBR,0.6114767129540826
SSP370,Direct,IFE,3,GEO,0.9742502018874779
SSP370,Direct,IFE,3,GHA,-0.5163560402489633
SSP370,Direct,IFE,3,GIN,-0.535509530386584
SSP370,Direct,IFE,3,GNB,-0.5351114822742113
SSP370,Direct,IFE,3,GNQ,-0.48441738242449917
SSP370,Direct,IFE,3,GRC,0.04290556757642139
SSP370,Direct,IFE,3,GTM,-0.46755154145511446
SSP370,Direct,IFE,3,GUY,-0.47588195060436544
SSP370,Direct,IFE,3,HND,-0.49349312308062165
SSP370,Direct,IFE,3,HRV,0.48357262853727123
SSP370,Direct,IFE,3,HTI,-0.5148991121251347
SSP370,Direct,IFE,3,HUN,0.6577802894566567
SSP370,Direct,IFE,3,IDN,-0.45132007082288705
SSP370,Direct,IFE,3,IND,-0.49295260270505015
SSP370,Direct,IFE,3,IRL,0.5410113499217004
SSP370,Direct,IFE,3,IRN,0.06438969305752362
SSP370,Direct,IFE,3,IRQ,-0.4537412846337111
SSP370,Direct,IFE,3,ISL,1.6016704273930111
SSP370,Direct,IFE,3,ISR,-0.15292609931700363
SSP370,Direct,IFE,3,ITA,0.2890535833555019
SSP370,Direct,IFE,3,JOR,-0.20217905984311624
SSP370,Direct,IFE,3,JPN,0.17594004652991235
SSP370,Direct,IFE,3,KAZ,1.7163715028475872
SSP370,Direct,IFE,3,KEN,-0.29729481480119
SSP370,Direct,IFE,3,KGZ,3.941172841766786
SSP370,Direct,IFE,3,KHM,-0.4715555008395943
SSP370,Direct,IFE,3,KOR,0.45678109188901184
SSP370,Direct,IFE,3,KWT,-0.56571613784646535
SSP370,Direct,IFE,3,LAO,-0.33134324152392314
SSP370,Direct,IFE,3,LBN,-0.17673564207784442
SSP370,Direct,IFE,3,LBR,-0.43936920586472916
SSP370,Direct,IFE,3,LBY,-0.30235739984499377
SSP370,Direct,IFE,3,LKA,-0.466861941289766
SSP370,Direct,IFE,3,LSO,0.38844974653748454
SSP370,Direct,IFE,3,LTU,1.508273857477226
SSP370,Direct,IFE,3,LVA,1.728241353248758
SSP370,Direct,IFE,3,MAR,-0.16568374246769202
SSP370,Direct,IFE,3,MDA,0.6863300628086808
SSP370,Direct,IFE,3,MDG,-0.27479961792166385
SSP370,Direct,IFE,3,MEX,-0.2008207713670883
SSP370,Direct,IFE,3,MLI,-0.7140890223148014
SSP370,Direct,IFE,3,MMR,-0.3814926412278209
SSP370,Direct,IFE,3,MNE,0.7956488508296387
SSP370,Direct,IFE,3,MNG,6.164427399131875
SSP370,Direct,IFE,3,MOZ,-0.4369343595033206
SSP370,Direct,IFE,3,MRT,-0.6109173603509983
SSP370,Direct,IFE,3,MWI,-0.3461036719879036
SSP370,Direct,IFE,3,MYS,-0.4461034154616532
SSP370,Direct,IFE,3,NAM,-0.4529327338901311
SSP370,Direct,IFE,3,NER,-0.6198424282293494
SSP370,Direct,IFE,3,NGA,-0.520741413050172
SSP370,Direct,IFE,3,NIC,-0.5536252845942727
SSP370,Direct,IFE,3,NLD,0.5127080130323802
SSP370,Direct,IFE,3,NOR,2.1032794698095945
SSP370,Direct,IFE,3,NPL,0.22441160451180053
SSP370,Direct,IFE,3,NZL,0.246931208548397
SSP370,Direct,IFE,3,OMN,-0.6437167623010192
SSP370,Direct,IFE,3,PAK,-0.31521683431416603
SSP370,Direct,IFE,3,PAN,-0.42406652955415125
SSP370,Direct,IFE,3,PER,-0.038696167184132935
SSP370,Direct,IFE,3,PHL,-0.43061367100562387
SSP370,Direct,IFE,3,PNG,-0.3579410764609382
SSP370,Direct,IFE,3,POL,1.104015201537488
SSP370,Direct,IFE,3,PRT,0.09498865047980276
SSP370,Direct,IFE,3,PRY,-0.45101468700172553
SSP370,Direct,IFE,3,ROU,0.8553721271864718
SSP370,Direct,IFE,3,RUS,2.7503338621700273
SSP370,Direct,IFE,3,RWA,-0.19318804260671285
SSP370,Direct,IFE,3,SAU,-0.6403763298115964
SSP370,Direct,IFE,3,SDN,-0.6647014273276548
SSP370,Direct,IFE,3,SEN,-0.5023298048100956
SSP370,Direct,IFE,3,SLB,-0.4529914476392679
SSP370,Direct,IFE,3,SLE,-0.4999519836126042
SSP370,Direct,IFE,3,SRB,0.6451977766233425
SSP370,Direct,IFE,3,SUR,-0.5671886528144069
SSP370,Direct,IFE,3,SVK,1.01880746360521
SSP370,Direct,IFE,3,SWE,1.5261382368420553
SSP370,Direct,IFE,3,SWZ,-0.09066198723154961
SSP370,Direct,IFE,3,TCD,-0.6095188510825409
SSP370,Direct,IFE,3,TGO,-0.5345287290654543
SSP370,Direct,IFE,3,THA,-0.47131387354664156
SSP370,Direct,IFE,3,TJK,1.1511224458043459
SSP370,Direct,IFE,3,TKM,-8.280307044102875e-4
SSP370,Direct,IFE,3,TUN,-0.18426336249720243
SSP370,Direct,IFE,3,TUR,0.4258354697973623
SSP370,Direct,IFE,3,TZA,-0.36634586967529226
SSP370,Direct,IFE,3,UGA,-0.33088521256372183
SSP370,Direct,IFE,3,UKR,0.9397383693014119
SSP370,Direct,IFE,3,URY,-0.002714658700322503
SSP370,Direct,IFE,3,USA,0.3300068225723969
SSP370,Direct,IFE,3,UZB,0.6050625193810026
SSP370,Direct,IFE,3,VNM,-0.3848914322877276
SSP370,Direct,IFE,3,YEM,-0.4957738120758304
SSP370,Direct,IFE,3,ZAF,-0.08877140130415428
SSP370,Direct,IFE,3,ZMB,-0.3767112560507532
SSP370,Direct,IFE,3,ZWE,-0.35605943992052436
SSP370,Direct,AFE,4,AFG,-0.20700976434383944
SSP370,Direct,AFE,4,AGO,-0.47855752045865296
SSP370,Direct,AFE,4,ALB,-0.3112319681961574
SSP370,Direct,AFE,4,ARE,-0.5677519803576445
SSP370,Direct,AFE,4,ARG,-0.26743581497597135
SSP370,Direct,AFE,4,ARM,-0.10725785750502814
SSP370,Direct,AFE,4,AUS,-0.31233468851448487
SSP370,Direct,AFE,4,AUT,-0.1154043641533099
SSP370,Direct,AFE,4,AZE,-0.2473931758360669
SSP370,Direct,AFE,4,BDI,-0.3658768588152187
SSP370,Direct,AFE,4,BEL,-0.13799710067871995
SSP370,Direct,AFE,4,BEN,-0.5026435993032554
SSP370,Direct,AFE,4,BFA,-0.5675580246261149
SSP370,Direct,AFE,4,BGD,-0.49470150860421114
SSP370,Direct,AFE,4,BGR,-0.26991926194915494
SSP370,Direct,AFE,4,BHS,-0.4294118366117553
SSP370,Direct,AFE,4,BIH,-0.18452260702759138
SSP370,Direct,AFE,4,BLR,-0.03982989015428817
SSP370,Direct,AFE,4,BLZ,-0.46580390806447836
SSP370,Direct,AFE,4,BOL,-0.39140368228054745
SSP370,Direct,AFE,4,BRA,-0.44761107255069243
SSP370,Direct,AFE,4,BTN,-0.08857321760584314
SSP370,Direct,AFE,4,BWA,-0.5394624328720232
SSP370,Direct,AFE,4,CAF,-0.5050199657804526
SSP370,Direct,AFE,4,CAN,-0.024435843730817086
SSP370,Direct,AFE,4,CHE,-0.04120947961151
SSP370,Direct,AFE,4,CHL,-0.20319396776978393
SSP370,Direct,AFE,4,CHN,-0.23879640321683382
SSP370,Direct,AFE,4,CIV,-0.5030969729458628
SSP370,Direct,AFE,4,CMR,-0.4895105652720386
SSP370,Direct,AFE,4,COD,-0.4935353010080189
SSP370,Direct,AFE,4,COG,-0.4829732734228903
SSP370,Direct,AFE,4,COL,-0.46665112954790566
SSP370,Direct,AFE,4,CPV,-0.35118517713839126
SSP370,Direct,AFE,4,CRI,-0.5006549075102493
SSP370,Direct,AFE,4,CUB,-0.4744211052679549
SSP370,Direct,AFE,4,CZE,-0.09437459514607249
SSP370,Direct,AFE,4,DEU,-0.09543798449908769
SSP370,Direct,AFE,4,DNK,-0.07643418004966529
SSP370,Direct,AFE,4,DOM,-0.4771778867095714
SSP370,Direct,AFE,4,DZA,-0.4070801642699481
SSP370,Direct,AFE,4,ECU,-0.37128091517986195
SSP370,Direct,AFE,4,EGY,-0.4787262284771048
SSP370,Direct,AFE,4,ESP,-0.29572845714909535
SSP370,Direct,AFE,4,EST,0.03581800468137142
SSP370,Direct,AFE,4,ETH,-0.37882131804592367
SSP370,Direct,AFE,4,FIN,0.17617026348938136
SSP370,Direct,AFE,4,FJI,-0.31341804663988637
SSP370,Direct,AFE,4,FRA,-0.1862744336198756
SSP370,Direct,AFE,4,GAB,-0.46321763239164304
SSP370,Direct,AFE,4,GBR,-0.09165670444660123
SSP370,Direct,AFE,4,GEO,-0.14903051440975223
SSP370,Direct,AFE,4,GHA,-0.48388937288651335
SSP370,Direct,AFE,4,GIN,-0.5319533426745551
SSP370,Direct,AFE,4,GNB,-0.5016838847175231
SSP370,Direct,AFE,4,GNQ,-0.4599875237305894
SSP370,Direct,AFE,4,GRC,-0.3576004459390325
SSP370,Direct,AFE,4,GTM,-0.5438421506332409
SSP370,Direct,AFE,4,GUY,-0.4613684521563518
SSP370,Direct,AFE,4,HND,-0.5422958243197282
SSP370,Direct,AFE,4,HRV,-0.25869052733313047
SSP370,Direct,AFE,4,HTI,-0.5035366852080103
SSP370,Direct,AFE,4,HUN,-0.21323382641858002
SSP370,Direct,AFE,4,IDN,-0.4253759610545842
SSP370,Direct,AFE,4,IND,-0.491036365798876
SSP370,Direct,AFE,4,IRL,-0.08422626177226633
SSP370,Direct,AFE,4,IRN,-0.37438056923911167
SSP370,Direct,AFE,4,IRQ,-0.5478515073985952
SSP370,Direct,AFE,4,ISL,0.12138410181852688
SSP370,Direct,AFE,4,ISR,-0.33575811891387697
SSP370,Direct,AFE,4,ITA,-0.281367471307608
