ssp,estimator,method,L,component,year,point,q025,q05,q10,q25,q50,q75,q90,q95,q975
SSP585,AFE,Country resampling,1,M8,2091,-0.2180211919953119,-0.6706483048666163,-0.6002651834686737,-0.5406697306463013,-0.401916640602398,-0.18460203179064988,0.12494573383990415,0.5180963098800833,0.7497354680809094,1.027969515330399
SSP585,AFE,Country resampling,1,M8,2092,-0.22342134296230443,-0.6806111595408831,-0.6102016876045462,-0.5504735806177251,-0.4103054183903609,-0.18849811672035188,0.12906190213970326,0.5366357646698893,0.7836310277641597,1.0688000250096965
SSP585,AFE,Country resampling,1,M8,2093,-0.2288223806169538,-0.6903810309141998,-0.6200589966918351,-0.5585301565514218,-0.41816282910581903,-0.19100098643465374,0.13329815908936143,0.5557608843890707,0.818610034629836,1.1110800309649556
SSP585,AFE,Country resampling,1,M8,2094,-0.2342212057123666,-0.6999400061617911,-0.6299603809581718,-0.5665067638096344,-0.42462493642294896,-0.19570818381003952,0.13988126288983993,0.5783040772875179,0.8496126588471591,1.1548700060376125
SSP585,AFE,Country resampling,1,M8,2095,-0.23961476256891012,-0.7092837226267379,-0.6395219827595289,-0.5741096121532316,-0.43200829131022334,-0.1997891514724333,0.14700842221160004,0.5992009166172628,0.88077903808217,1.2002337339340714
SSP585,AFE,Country resampling,1,M8,2096,-0.2395278020898124,-0.71465330684718,-0.6457488224598121,-0.5784337208851686,-0.4363315156831659,-0.19529490543187467,0.1591828907783096,0.6281186145353322,0.9164088160945614,1.2505771889004682
SSP585,AFE,Country resampling,1,M8,2097,-0.2446925474921502,-0.7226829749716727,-0.6549107265536547,-0.5854361638391862,-0.44385537322661184,-0.19754835267635562,0.16680311583657081,0.6513427438207766,0.9498417415084195,1.299584700902298
SSP585,AFE,Country resampling,1,M8,2098,-0.24984037133489645,-0.7305135719150632,-0.6639148621567531,-0.5934218366466883,-0.4524231144948101,-0.2015698396609179,0.1724354426712168,0.6755251621724301,0.992617194115237,1.350397189146903
SSP585,AFE,Country resampling,1,M8,2099,-0.25496854741644126,-0.7381411614756935,-0.6727594595925827,-0.6010527188804506,-0.4597062559512991,-0.20526313500746146,0.1804379886774935,0.702983550367895,1.0395021778181108,1.4030948831844468
SSP585,AFE,Country resampling,1,M8,2100,-0.2600744095258496,-0.7455245758602645,-0.6814430149454018,-0.6095416574032266,-0.4667911596404185,-0.20945479887776147,0.1879192379573537,0.7339659946751255,1.0893468590070716,1.4577626569410727
SSP585,AFE,Country resampling,1,M4,2021,-6.0680116560796193e-5,-2.8839410550920156e-4,-2.569486399791321e-4,-2.2139123499803626e-4,-1.4852708435167394e-4,-5.8294638343392435e-5,2.794750480145103e-5,1.0963757272506314e-4,1.550142210276605e-4,1.996407861568183e-4
SSP585,AFE,Country resampling,1,M4,2022,-1.6137420605022434e-4,-8.605098302524012e-4,-7.707664270639902e-4,-6.467470648390594e-4,-4.337107286720432e-4,-1.5025066923296526e-4,1.024185334265737e-4,3.527710459795719e-4,4.885331540465217e-4,5.897520215761119e-4
SSP585,AFE,Country resampling,1,M4,2023,-3.075560406703426e-4,-0.0018367574116017998,-0.0015673629531179234,-0.0013317158035562882,-8.775152580229872e-4,-3.244214137758106e-4,2.3891885564331083e-4,7.399703138845525e-4,0.001022830191127988,0.0012579087484908935
SSP585,AFE,Country resampling,1,M4,2024,-5.046766159272353e-4,-0.0031409495194604144,-0.0027472762055989973,-0.0022260697165148334,-0.0014839369338298936,-5.622188071326417e-4,4.7909406529139664e-4,0.0013084213524755086,0.0018014306371482265,0.00217472280872274
SSP585,AFE,Country resampling,1,M4,2025,-7.581561438133599e-4,-0.004894528769060014,-0.00426129496553741,-0.003452174733585178,-0.0022640796193136026,-8.442633550320711e-4,7.565095106291664e-4,0.002046121881069252,0.002796873068000172,0.003351672894312474
SSP585,AFE,Country resampling,1,M4,2026,-0.0011076110199439437,-0.0071968976349633534,-0.00606366921101893,-0.004973505316530435,-0.0032357694548927896,-0.001209821555327617,0.001061836955349893,0.002894496362102773,0.003945054363773825,0.004777899923386768
SSP585,AFE,Country resampling,1,M4,2027,-0.0015036309905791523,-0.009809110416330096,-0.008252408546766765,-0.006791404518812837,-0.0043885132641986735,-0.0016570762198619415,0.00138667544878196,0.003971093070813892,0.0053428876914504144,0.006522382805846297
SSP585,AFE,Country resampling,1,M4,2028,-0.001975338366012158,-0.012847200150391277,-0.010730208449172223,-0.008963672702343406,-0.005721209400408822,-0.0022304503280484167,0.0017905618171091264,0.005156656618879675,0.006830615509449277,0.008409916436201299
SSP585,AFE,Country resampling,1,M4,2029,-0.002528353731067412,-0.01632180481740018,-0.013633457122204368,-0.0114436069048103,-0.0072792599973561245,-0.002869153506161737,0.00224721079498974,0.006511798372593325,0.008603766425505017,0.010514930765802543
SSP585,AFE,Country resampling,1,M4,2030,-0.003168241910151748,-0.020239158628704443,-0.016959170592234316,-0.014150122540757348,-0.009066428590090436,-0.0035500762856826573,0.0026955072944114256,0.008072599293121386,0.010664742579791275,0.0128711986600654
SSP585,AFE,Country resampling,1,M4,2031,-0.003962683850585957,-0.024678414033885553,-0.020586584173420693,-0.017244330731022373,-0.011166483316721154,-0.004422521469251706,0.0032075737062080556,0.009790619293480596,0.012779635780707217,0.015553838468969945
SSP585,AFE,Country resampling,1,M4,2032,-0.00480535199359533,-0.029546271318630087,-0.02445488815192903,-0.02057963684386487,-0.013359542574026412,-0.005296949587153599,0.00373701905837287,0.011658733200067939,0.015198377467598853,0.01849071313211198
SSP585,AFE,Country resampling,1,M4,2033,-0.005752585421998413,-0.034778755180280556,-0.028747649360432254,-0.02417130804766373,-0.015853433758266172,-0.006346446215485746,0.004325746416356802,0.013718133931394271,0.017839524148974502,0.021710421499539303
SSP585,AFE,Country resampling,1,M4,2034,-0.006809784969755706,-0.040429202765495074,-0.03338371981531318,-0.028126719955193332,-0.018558358048968104,-0.007520702271027635,0.00489218475365466,0.01597806441959686,0.020641116731806308,0.025221124578080203
SSP585,AFE,Country resampling,1,M4,2035,-0.007982273847867316,-0.04647741024328119,-0.038381101456864665,-0.03248212049296628,-0.021520891750660964,-0.008772291652736408,0.005564273497054351,0.018060254601637547,0.02369267073182924,0.029031435927395346
SSP585,AFE,Country resampling,1,M4,2036,-0.009359172477183875,-0.05313104949711353,-0.04376116577044449,-0.037191720970300636,-0.02482443339272636,-0.01029138056535256,0.00628198435229127,0.0203518565741196,0.0270143809636775,0.03320602706770837
SSP585,AFE,Country resampling,1,M4,2037,-0.010784207579673022,-0.06009296587438457,-0.04955756289323079,-0.04214608541809004,-0.02826978189956056,-0.011840539342626855,0.0068977667046629665,0.022813413586948217,0.03066007074583544,0.03765981373780993
SSP585,AFE,Country resampling,1,M4,2038,-0.01233910899878976,-0.06748165779948744,-0.05569023370373895,-0.04749332097501507,-0.03188771408564231,-0.013469077722842615,0.007646064952143594,0.02548468282187997,0.03409797096964177,0.04216780789187088
SSP585,AFE,Country resampling,1,M4,2039,-0.014028703421743005,-0.0752929600658288,-0.062206514053850456,-0.05309616176026462,-0.03581998583104945,-0.015303829537577085,0.008254759211353158,0.028169211906604177,0.03806153875833756,0.04680272200298417
SSP585,AFE,Country resampling,1,M4,2040,-0.015857706496035684,-0.08352156027069518,-0.06908128539025395,-0.059079978112890605,-0.040030449611653696,-0.017213252418112335,0.008830286124870801,0.030824234968757858,0.0422228205003012,0.05166655177279813
SSP585,AFE,Country resampling,1,M4,2041,-0.01786800790648313,-0.09217201667361806,-0.07634488195830857,-0.06542789577058786,-0.04456800503973135,-0.019287511034070615,0.009306741930493356,0.033536087510273094,0.04658854150271904,0.05671587611040762
SSP585,AFE,Country resampling,1,M4,2042,-0.01997352278602138,-0.10119600166127891,-0.08392101878431744,-0.07233277933962716,-0.049283139545228255,-0.02138128434731551,0.010039135010215416,0.03631419179947661,0.05121448193313302,0.06205645583502806
SSP585,AFE,Country resampling,1,M4,2043,-0.022227584381829812,-0.11058798576245288,-0.09184043291601193,-0.07928149707278663,-0.05418836622161785,-0.02383256789673721,0.010782318193849283,0.04005927449186614,0.05571469932684969,0.06762556577751239
SSP585,AFE,Country resampling,1,M4,2044,-0.024634063516949523,-0.12027743445969659,-0.10009792422085445,-0.08645885978742643,-0.05934494982204369,-0.026284128180507682,0.011583619141568413,0.043157386306984416,0.06012550167457399,0.07342231753871402
SSP585,AFE,Country resampling,1,M4,2045,-0.027196683834873725,-0.13033198905641952,-0.10868771237804953,-0.09401793829851934,-0.06458957430952608,-0.0290264976746879,0.012116052232753749,0.046296091247896146,0.06505008336504224,0.07973525648906542
SSP585,AFE,Country resampling,1,M4,2046,-0.029797499799287808,-0.140728902357259,-0.11746236941647208,-0.10184522690026414,-0.0701816883878982,-0.03179898793065994,0.01266072382805189,0.04967583559054869,0.0701856850407251,0.08686561010759812
SSP585,AFE,Country resampling,1,M4,2047,-0.03263781338606675,-0.15163118713590776,-0.12666602020595913,-0.11001885060814849,-0.07599348645048809,-0.034825210293338404,0.013247552758494319,0.05421502398076535,0.07545955339640811,0.09435615118452516
SSP585,AFE,Country resampling,1,M4,2048,-0.035637921428845476,-0.1628597616755144,-0.13617561817579335,-0.1184880015636362,-0.0819929106999204,-0.037954458878378394,0.013605310711788277,0.05893482023602384,0.08131981373017994,0.10130495002786372
SSP585,AFE,Country resampling,1,M4,2049,-0.03880055278090622,-0.17433647583783102,-0.1459631699775787,-0.12724393105554502,-0.0879530749949256,-0.04123676904451995,0.013903775316252753,0.06291943539282678,0.08742118952981996,0.10817183257953092
SSP585,AFE,Country resampling,1,M4,2050,-0.042128262576115016,-0.18611611967071384,-0.1560346899175476,-0.136063233440956,-0.09401162697336438,-0.0446007257571418,0.01448140817140331,0.06695463467002287,0.09361988354408812,0.11524092313950259
SSP585,AFE,Country resampling,1,M4,2051,-0.04517766072890306,-0.19749588840681748,-0.16602625050249029,-0.1446801331565213,-0.10023121973171631,-0.04772709776550538,0.015279337332737342,0.07158468340170973,0.10027789907781628,0.12310182470253145
SSP585,AFE,Country resampling,1,M4,2052,-0.04874320469432791,-0.20972244355177627,-0.17678039095617085,-0.15420347000508744,-0.10704573575793261,-0.051375013765735555,0.015584603924068408,0.07604679703763975,0.10687992369396224,0.13117073329825907
SSP585,AFE,Country resampling,1,M4,2053,-0.05246964511658425,-0.22219689932620051,-0.18779388184602802,-0.16397935460310178,-0.11414863208620729,-0.05518263140422319,0.015782097310201637,0.08054517223216866,0.11414498654091643,0.13971046478226132
SSP585,AFE,Country resampling,1,M4,2054,-0.05635835062054739,-0.2349034894173039,-0.19905539347581,-0.17399911946457,-0.12148778721174316,-0.05907886888632796,0.016297052188682937,0.08511794504779663,0.1208939459010799,0.1485385008691305
SSP585,AFE,Country resampling,1,M4,2055,-0.06041050277447002,-0.24782607852269753,-0.2105532000237929,-0.1842536874332853,-0.12895647344300043,-0.06299740126300457,0.01674943516004873,0.08979114874995774,0.12824740020693498,0.1591404808592542
SSP585,AFE,Country resampling,1,M4,2056,-0.06374656202618356,-0.2597240620042775,-0.22144328526652546,-0.1935717611196553,-0.1358849875195341,-0.0664385435078576,0.017739689802027114,0.09514891395619858,0.13602092002241647,0.16923950420651482
SSP585,AFE,Country resampling,1,M4,2057,-0.0679795459711302,-0.2728659993982213,-0.23286024071182393,-0.20400899666400812,-0.1436739085139423,-0.07075627245173466,0.01812640042589303,0.10014227846564547,0.14389254381053532,0.17898575813512574
SSP585,AFE,Country resampling,1,M4,2058,-0.07236516174890173,-0.28616333166530616,-0.2443763924849617,-0.2139965122867551,-0.15168866403194245,-0.0751005321395844,0.018470525799490545,0.10630173562077067,0.15215774142258542,0.18897850758722265
SSP585,AFE,Country resampling,1,M4,2059,-0.07690336036049461,-0.2995991428537841,-0.25605291635640587,-0.2240932982473549,-0.15987289567316093,-0.07960722586661795,0.018769355431696777,0.11262965013022845,0.1611264991785213,0.1992639208514915
SSP585,AFE,Country resampling,1,M4,2060,-0.08159390722499182,-0.31314845360344024,-0.26787866857717013,-0.23509307766041726,-0.16822605477851083,-0.08443807021322786,0.01892619590681005,0.11771856458658814,0.17068458316750632,0.20984522533738317
SSP585,AFE,Country resampling,1,M4,2061,-0.08498713379464595,-0.3249303622754716,-0.27906020036005147,-0.24477670438862442,-0.17543833040594886,-0.0876591273968898,0.02057343566448372,0.12472463307171433,0.18040211812145876,0.2221461158459129
SSP585,AFE,Country resampling,1,M4,2062,-0.08977888107448329,-0.3384121433001532,-0.2910413799383298,-0.25591954720244203,-0.18398645887985504,-0.09251694827598755,0.021055344017467448,0.13025877999184535,0.1892172203381831,0.2335727294363535
SSP585,AFE,Country resampling,1,M4,2063,-0.09470617121315028,-0.3512864273700306,-0.3033007571320209,-0.2671974267669879,-0.19264813172988268,-0.09732293617947185,0.021335726527709375,0.13658166077626724,0.19825654177731797,0.24532992358537664
SSP585,AFE,Country resampling,1,M4,2064,-0.09976763603412941,-0.3641306904739642,-0.3153420299590572,-0.27859956715101925,-0.201444417877649,-0.10205079502768544,0.021495606477724805,0.14438941755693305,0.21073023558562987,0.25742317168638246
SSP585,AFE,Country resampling,1,M4,2065,-0.10496174225664578,-0.3769290878025254,-0.32765481564493526,-0.2900991589358512,-0.2103595113607953,-0.1070408557048696,0.02254653081068425,0.15148985206079196,0.22092437173610255,0.26996677093118143
SSP585,AFE,Country resampling,1,M4,2066,-0.10833407648908044,-0.388370573928293,-0.3375855874623486,-0.2987332258872144,-0.21688070885983396,-0.10924426836766238,0.02410256939483374,0.16071285829912194,0.23223908724046557,0.28468721142331255
SSP585,AFE,Country resampling,1,M4,2067,-0.1135793949478251,-0.4018055874582631,-0.34939216952637325,-0.3093100019396919,-0.2258041287549487,-0.11414811854253509,0.025664549296144756,0.16871733161662916,0.24344403739671527,0.3002690818448962
SSP585,AFE,Country resampling,1,M4,2068,-0.11893899490592952,-0.4152232997622523,-0.36126389258717867,-0.32057928439486383,-0.23496726632634735,-0.11947798233595919,0.026297378545084127,0.17673105157117666,0.2568170816906618,0.31449764197534746
SSP585,AFE,Country resampling,1,M4,2069,-0.12441047259638904,-0.4286094462191495,-0.37349910460837676,-0.3317496932301391,-0.24419965174035493,-0.12434756004454728,0.026759751817517607,0.18490532782863367,0.2691792744882441,0.3305567603425714
SSP585,AFE,Country resampling,1,M4,2070,-0.12999129185433778,-0.4419501512725255,-0.38572027129097847,-0.3433230122962645,-0.25336816422913083,-0.12996843071527098,0.02718590584352648,0.1928535727149464,0.2816454345930772,0.3471343833147407
SSP585,AFE,Country resampling,1,M4,2071,-0.1331613170383532,-0.4531601061587708,-0.3948978867698418,-0.35255945040097814,-0.26052159572866185,-0.13259442690255396,0.029549704018225043,0.2049459206093025,0.2947421007038862,0.36385145742438796
SSP585,AFE,Country resampling,1,M4,2072,-0.13874689152146313,-0.46663901747435094,-0.40693564640372104,-0.3638579719874855,-0.2699097259513352,-0.13785361525413448,0.03010912562441559,0.21415445442954373,0.3080018260320697,0.3816005596539292
SSP585,AFE,Country resampling,1,M4,2073,-0.14442343361291698,-0.48004483161429484,-0.4189245484550128,-0.3754762075345769,-0.2785998912813508,-0.14337316216406681,0.030651266785344966,0.223595561460705,0.32165230825327784,0.3999755360682085
SSP585,AFE,Country resampling,1,M4,2074,-0.15018783575061045,-0.49332819454507554,-0.4308537686995369,-0.38712462515575535,-0.28678755623161045,-0.1490103008628474,0.03117598175607228,0.23316061389376244,0.33530250134602324,0.41899703097582613
SSP585,AFE,Country resampling,1,M4,2075,-0.15603689794712583,-0.505339766169536,-0.4427128917288046,-0.39876624853303444,-0.2954706313865351,-0.1543729196327382,0.031683188991243505,0.2430579202123613,0.349235195269951,0.43946577929806735
SSP585,AFE,Country resampling,1,M4,2076,-0.15879387344716178,-0.5153936816508631,-0.45129467292739806,-0.4077475374841108,-0.3021044809971677,-0.15510617349715017,0.03477665884227277,0.2584291698585828,0.3649774027568898,0.46339704290991807
SSP585,AFE,Country resampling,1,M4,2077,-0.16460290526217147,-0.5281939583637197,-0.46350972434473875,-0.4183961692053729,-0.3111223022412073,-0.1605682779796052,0.03544853139452503,0.26819361753098725,0.37980198190349135,0.4833398255690933
SSP585,AFE,Country resampling,1,M4,2078,-0.1704791890533801,-0.540870303223215,-0.4756640357295121,-0.4292049836681981,-0.3196776516798327,-0.1661705040947724,0.036381186305925184,0.27817150776100175,0.39501928813426956,0.5039094390146969
SSP585,AFE,Country resampling,1,M4,2079,-0.17641922703272883,-0.5534130852216347,-0.48771017228533914,-0.4403018600544414,-0.3280943964760251,-0.1719334933086505,0.03805233579167877,0.28838710492862557,0.41063767802747203,0.5251764433505755
SSP585,AFE,Country resampling,1,M4,2080,-0.18241946974628964,-0.5656284339204259,-0.49966667626027556,-0.45045509515928317,-0.3373736605250509,-0.17763040751614162,0.039855724657630154,0.29884632423612634,0.42666578252880394,0.5471671891479254
SSP585,AFE,Country resampling,1,M4,2081,-0.18459237024970754,-0.5742041695906351,-0.509180610592962,-0.45904824060047217,-0.3427551387539419,-0.17974496147538577,0.0469853058451421,0.31422061558250847,0.4450703991995253,0.572870818749041
SSP585,AFE,Country resampling,1,M4,2082,-0.1904981050816702,-0.5857537181986355,-0.5209623903106639,-0.468937808386373,-0.3510495935110067,-0.1855661335522797,0.0490351232231972,0.3255356927320413,0.46341672170657877,0.5989618136158786
SSP585,AFE,Country resampling,1,M4,2083,-0.19644731599820664,-0.5971244436451846,-0.5323290821825252,-0.4785789884888773,-0.3596673812792089,-0.19143921644762651,0.05167085557875517,0.337133907513666,0.483532114473016,0.626162273818277
SSP585,AFE,Country resampling,1,M4,2084,-0.20243636282848243,-0.6082725606046404,-0.5435061355437909,-0.48961308997974845,-0.36774866542051854,-0.19733089592112957,0.053823427207332686,0.3490233055194555,0.5026144090877345,0.6522075744623014
SSP585,AFE,Country resampling,1,M4,2085,-0.20846159096441685,-0.61922053068078875,-0.5548986921933936,-0.49978547258210454,-0.3768030662989255,-0.20187732734762764,0.057493126190019894,0.3618962362469659,0.5222182950988402,0.6799421086143221
SSP585,AFE,Country resampling,1,M4,2086,-0.2100304618932224,-0.6267522168196017,-0.5632614662607529,-0.506200644986918,-0.3833484354079604,-0.20296779933489206,0.06367700333904103,0.3814211536110528,0.5483091271741946,0.7157975795336978
SSP585,AFE,Country resampling,1,M4,2087,-0.21592094708872855,-0.6373114426558207,-0.5743284723574026,-0.5168956249657992,-0.3916797026681349,-0.20876442878106594,0.06603316933865205,0.3952266391063134,0.5714594929740683,0.7454405256854055
SSP585,AFE,Country resampling,1,M4,2088,-0.2218324803635292,-0.6484733264384847,-0.5852594221261626,-0.527499588924753,-0.4012217973238996,-0.21387619368700211,0.0682168527226088,0.41139622925957775,0.5952752449534306,0.7834496052659283
SSP585,AFE,Country resampling,1,M4,2089,-0.22776148805479435,-0.6594774621690492,-0.596048775572006,-0.5380067589490726,-0.4106193409975323,-0.21895770600208286,0.07071029144228724,0.4258397176507975,0.6205580293275954,0.8244302190042395
SSP585,AFE,Country resampling,1,M4,2090,-0.23370441315296264,-0.6702735823803272,-0.6069638620212968,-0.5483730106085483,-0.41991614199831373,-0.22463993467858023,0.07443225248710705,0.44070905164078766,0.6505348183377194,0.8675066222994013
SSP585,AFE,Country resampling,1,M4,2091,-0.2345789313567026,-0.6785993998557219,-0.6147211025014349,-0.5540302140742962,-0.4243585906512695,-0.22540392755343397,0.08379155767396551,0.4652402481808707,0.6847415426499657,0.9011742107300061
SSP585,AFE,Country resampling,1,M4,2092,-0.2403572096576594,-0.6876174742774595,-0.624379453127492,-0.5629249369513596,-0.43289668965706685,-0.2297598529110481,0.0872143643007251,0.48085009175402127,0.7134307532338339,0.9496040843125833
SSP585,AFE,Country resampling,1,M4,2093,-0.24613638521603365,-0.6959342578606973,-0.6343515331560478,-0.5716959024523183,-0.44119567503454815,-0.23414129334933936,0.09019156716232657,0.49741584672997485,0.7433258128960432,1.002823993042818
SSP585,AFE,Country resampling,1,M4,2094,-0.25191311343582756,-0.7053124438831634,-0.6430168371082222,-0.5803852555480573,-0.4500116564448391,-0.23842026233839186,0.09643873700566113,0.5144486275263711,0.7707416435292455,1.0523274198684975
SSP585,AFE,Country resampling,1,M4,2095,-0.2576840901511198,-0.7147162588197175,-0.6520387399904799,-0.5889238526197065,-0.45857781675333126,-0.2418906015623839,0.09879299530069485,0.531929417106406,0.7981168620429819,1.1040083074294504
SSP585,AFE,Country resampling,1,M4,2096,-0.25772499744556465,-0.7211663151342522,-0.6586662912772142,-0.5950314747741718,-0.46251117149397775,-0.24076011986349105,0.110250805397056,0.5595637359269121,0.8371766159879641,1.1454656846945253
SSP585,AFE,Country resampling,1,M4,2097,-0.2632626544145885,-0.7290218430529937,-0.6668171385651975,-0.6030506298725687,-0.4702817955922435,-0.24516797358127085,0.11476449141377609,0.577616395091656,0.8683582054000604,1.2009706439207903
SSP585,AFE,Country resampling,1,M4,2098,-0.2687825086651977,-0.7365776483665369,-0.6748614314843812,-0.6118800529900059,-0.4785674919023646,-0.2483991858958034,0.11886605089441143,0.599731178640222,0.9006392468231619,1.2594883564138757
SSP585,AFE,Country resampling,1,M4,2099,-0.27428158726765084,-0.7439292738952499,-0.6836658438774231,-0.620285519884708,-0.4854388195015171,-0.25263219464073045,0.12354469538280971,0.6234463111420253,0.9340671599539242,1.307489837155442
SSP585,AFE,Country resampling,1,M4,2100,-0.2797569740449557,-0.7519819269862023,-0.6926187468785365,-0.62825107119634,-0.4928851099828602,-0.25580645153357584,0.1264665393007861,0.6472605800135793,0.9686918534238447,1.3572090456393244
SSP585,AFE,Country resampling,1,IE,2021,2.980433124788462e-5,-2.493434228528768e-5,-1.2821181167471661e-5,-2.609960438171297e-6,1.1795045601753484e-5,2.6703179494935725e-5,4.186369398245793e-5,5.542087245943295e-5,6.269430716438484e-5,7.024843214483157e-5
SSP585,AFE,Country resampling,1,IE,2022,7.041723928180588e-5,-8.581976550443015e-5,-5.124474237303555e-5,-2.099184412105437e-5,2.1864015944450532e-5,6.467652560304682e-5,1.088295490513369e-4,1.4926432159312333e-4,1.7513871434113307e-4,1.955930081071422e-4
SSP585,AFE,Country resampling,1,IE,2023,1.2124052997108947e-4,-1.9291603685422652e-4,-1.2172415383203128e-4,-5.776432519106755e-5,2.8439424883591746e-5,1.1501262528085254e-4,2.0383087774808462e-4,2.9075707181690507e-4,3.4229629403520473e-4,3.8559037127590395e-4
SSP585,AFE,Country resampling,1,IE,2024,1.8167405059610342e-4,-3.3386932768369456e-4,-2.2912730304467386e-4,-1.1031825467976428e-4,3.077201489520842e-5,1.759756514931876e-4,3.206280045212617e-4,4.6901880158207744e-4,5.678397194731677e-4,6.500761089731075e-4
SSP585,AFE,Country resampling,1,IE,2025,2.511161472461554e-4,-5.133622973816116e-4,-3.5499439283532826e-4,-1.8683971122869235e-4,2.66032345852818e-5,2.482188835785659e-4,4.607656986866382e-4,6.880657783982949e-4,8.501495538032865e-4,9.65831594765312e-4
SSP585,AFE,Country resampling,1,IE,2026,3.172780513198692e-4,-7.41840965408877e-4,-5.367350675242799e-4,-3.099296562735554e-4,2.292779496815278e-6,3.1294318298674684e-4,6.210861916561006e-4,9.379689293012474e-4,0.001172014398692006,0.0013326371460761319
SSP585,AFE,Country resampling,1,IE,2027,0.00040138421192836837,-9.872835244629174e-4,-7.546906279890741e-4,-4.2147133493345416e-4,-1.6459159653925415e-5,3.9989128961259723e-4,8.166560022265235e-4,0.0012298684901629775,0.0015656769118768067,0.001771494303945814
SSP585,AFE,Country resampling,1,IE,2028,4.934876133835253e-4,-0.0012974212748385367,-0.0010091655035239287,-5.787898054193108e-4,-3.70153048606936e-5,5.004866678702813e-4,0.0010337521211222223,0.0015644795606386654,0.0019896945680059445,0.0022716919672070403
SSP585,AFE,Country resampling,1,IE,2029,5.932345906984882e-4,-0.001622203650889223,-0.0012668518627718837,-7.279971228817516e-4,-6.189908268977584e-5,6.049251871342309e-4,0.0012731207192848704,0.0019279519209210228,0.0024606484972409626,0.002825534249258704
SSP585,AFE,Country resampling,1,IE,2030,7.002741564101633e-4,-0.001990269505159245,-0.0015429090459723016,-9.17822118635625e-4,-9.76454486104339e-5,7.110578283986424e-4,0.0015348530028383989,0.002341514718422855,0.0029794399507722495,0.0034324084634793028
SSP585,AFE,Country resampling,1,IE,2031,7.862394977268261e-4,-0.0024045465114606005,-0.0018962483176197086,-0.0011420506515696816,-1.6598351010913004e-4,8.053782967525902e-4,0.0017954649991610006,0.002754942105422875,0.003546117713158281,0.004067454967394191
SSP585,AFE,Country resampling,1,IE,2032,9.064877876764355e-4,-0.002811643214972423,-0.002248322989858581,-0.001374011160236177,-2.2016819777118113e-4,9.297106317373016e-4,0.002106902657382531,0.003242683127309953,0.0041247577077819664,0.004786308526626903
SSP585,AFE,Country resampling,1,IE,2033,0.0010341484907353538,-0.003237926805576152,-0.002574069028723136,-0.0016141622304937432,-2.649559531760215e-4,0.0010600609073422307,0.0024373012789687676,0.0037669809944386734,0.0047586466690133274,0.0055306366142867935
SSP585,AFE,Country resampling,1,IE,2034,0.0011690542375758506,-0.0036807108954695716,-0.002905167678017417,-0.0018691633146445397,-3.2035756445780716e-4,0.0012169004569759223,0.0027670745254061713,0.004338747175725554,0.005459812704189958,0.006319522587002556
SSP585,AFE,Country resampling,1,IE,2035,0.0013110379081938683,-0.004137071661539931,-0.0033072965414255692,-0.0021531550320251,-3.6972818983782574e-4,0.0013685956912933839,0.0031412174910959156,0.004952773226265583,0.0062066046205660795,0.007150885163768498
SSP585,AFE,Country resampling,1,IE,2036,0.0014113149458402363,-0.004748114733589356,-0.0037920613457582183,-0.0024840891550031996,-4.8025333986834173e-4,0.0014905666953144991,0.0034879759823575884,0.005527467925230178,0.006931638178300503,0.008050086412714211
SSP585,AFE,Country resampling,1,IE,2037,0.0015676085541357354,-0.005307998056693908,-0.004229234156532363,-0.0027800938079487023,-5.239527260109123e-4,0.0016524816024408029,0.0038948359081034667,0.006174776967942953,0.007746133219742512,0.008974306711499722
SSP585,AFE,Country resampling,1,IE,2038,0.001731625467837894,-0.005865682360694563,-0.004735874646606536,-0.0030958127070033533,-5.728717537619166e-4,0.001835530054934309,0.004350824048354018,0.006870499002332275,0.008586406082985814,0.009937622234368046
SSP585,AFE,Country resampling,1,IE,2039,0.0019032995590683166,-0.006414254244897236,-0.005215661682479588,-0.0033646436967180947,-6.499250514910293e-4,0.002038779728779583,0.004802389152874648,0.007575134174387133,0.00945564710902234,0.01093747958152146
SSP585,AFE,Country resampling,1,IE,2040,0.0020825584103271177,-0.007050702589297253,-0.005715265186612218,-0.0036657135603477497,-6.935760791004497e-4,0.002242661293026693,0.005249998591879801,0.00829479630089668,0.010351580717544431,0.011972313678551305
SSP585,AFE,Country resampling,1,IE,2041,0.0021968739758483347,-0.0076948951244760425,-0.006299594624370353,-0.004040231104307068,-8.319909806832337e-4,0.0023319049194170383,0.005684973765737761,0.00903310791337698,0.011251972180863897,0.013096047700420303
SSP585,AFE,Country resampling,1,IE,2042,0.0023913215472246563,-0.008330817839199945,-0.006906477645395447,-0.004359467468152034,-8.808982815861066e-4,0.0025472341754819716,0.006157140806965472,0.009861242378413116,0.012231880351308021,0.014267576048048985
SSP585,AFE,Country resampling,1,IE,2043,0.002593964897881884,-0.008981805620384909,-0.007429165803830818,-0.004712658848036622,-9.746974514751872e-4,0.0027345341502111875,0.006668098802947886,0.010714134012410437,0.01330648253446116,0.015607918811526802
SSP585,AFE,Country resampling,1,IE,2044,0.0028047534091526494,-0.009643799634307887,-0.007984945615075179,-0.004979719695791207,-9.805144511638997e-4,0.0029644192580954853,0.007187627255335616,0.011556044297160473,0.014449911163335388,0.01701431284246735
