ssp,estimator,method,L,component,year,point,q025,q05,q10,q25,q50,q75,q90,q95,q975
SSP585,AFE,Country resampling,2,IE,2086,-0.025627508462161774,-0.1394269952073881,-0.11093721144330491,-0.08486142234947298,-0.043339915096820114,-0.009084931052802558,0.029660663324848624,0.08570577256769636,0.14094704356666055,0.1898953590100143
SSP585,AFE,Country resampling,2,IE,2087,-0.02620545657624207,-0.14451509424507475,-0.11418116325358203,-0.08721559848331434,-0.04422250505380618,-0.008812540486560827,0.03091496902168689,0.09203140931882012,0.14846887110942164,0.2038636228875575
SSP585,AFE,Country resampling,2,IE,2088,-0.02678848945536627,-0.14905723918722272,-0.11889588349273991,-0.08952042734470328,-0.04488661981265271,-0.00845344665167802,0.033028643199653734,0.09771216539045986,0.15696586141276336,0.21568997565563017
SSP585,AFE,Country resampling,2,IE,2089,-0.027376848188317315,-0.1544365965433739,-0.1238985081844483,-0.09178642546066743,-0.0455394849658981,-0.008182567942179864,0.03427658753253415,0.10162261256802249,0.1671962341260589,0.22781807573481996
SSP585,AFE,Country resampling,2,IE,2090,-0.027970779830989168,-0.15998177650600146,-0.127317376160126,-0.09264717993428001,-0.04603994459742333,-0.0074565319309087275,0.03670475175594931,0.10742672313390987,0.17415402249205847,0.2523544378075945
SSP585,AFE,Country resampling,2,IE,2091,-0.030206210105202747,-0.17156563559313243,-0.13759404193273211,-0.09876575334052355,-0.04863851028796343,-0.008751598376886327,0.03681280720747515,0.1106988467822917,0.18248790470073128,0.2620393513778299
SSP585,AFE,Country resampling,2,IE,2092,-0.030883530710952067,-0.1796851023977011,-0.14259137019090026,-0.10071009040016793,-0.04937089624258989,-0.007889633758660197,0.038747314022880175,0.11768612270777783,0.19116129172858587,0.28147027552638204
SSP585,AFE,Country resampling,2,IE,2093,-0.031568711855033293,-0.1838679959040915,-0.14846997721320418,-0.10372642142236053,-0.04996357602322979,-0.007022371584874898,0.041171387089458666,0.1232814277536705,0.2068898711796366,0.3075635126981549
SSP585,AFE,Country resampling,2,IE,2094,-0.032261991523599876,-0.19305724474938885,-0.1542101343228563,-0.10654470434031815,-0.05088564723090655,-0.006291796772980918,0.0432309058450599,0.1288385955685436,0.21969349317523837,0.3385648518970146
SSP585,AFE,Country resampling,2,IE,2095,-0.03296360622760508,-0.20169739547660026,-0.15805168672942502,-0.10980974014463293,-0.051284620285702465,-0.00606504946190195,0.04714264356963549,0.13327145072342586,0.23346083297672524,0.37329409206946007
SSP585,AFE,Country resampling,2,IE,2096,-0.03554641461750807,-0.21241205932673213,-0.17318588165100832,-0.11748184101413783,-0.05481823843535827,-0.007746896267965764,0.04643177496263487,0.13554691923865067,0.2425423746771039,0.3983418131908252
SSP585,AFE,Country resampling,2,IE,2097,-0.036348756678339256,-0.21950300277138798,-0.17884496417687823,-0.1203004643734318,-0.05528840412578456,-0.0074148399518707,0.048140539045551545,0.14347196036626125,0.2592367069690504,0.4328672403397783
SSP585,AFE,Country resampling,2,IE,2098,-0.03716178045107077,-0.22818919434048757,-0.18335695362942556,-0.12251613662086913,-0.055875327684250575,-0.007295955495904893,0.05071442878818824,0.15702883164188242,0.27645271475170713,0.48494919596831326
SSP585,AFE,Country resampling,2,IE,2099,-0.03798567514230866,-0.23831047712290487,-0.18786688379626987,-0.1256442826012962,-0.05656364370167952,-0.006442518849474332,0.05295178210586865,0.16920593122583757,0.290148088124152,0.5318160701707688
SSP585,AFE,Country resampling,2,IE,2100,-0.03882062134195541,-0.24888833927810095,-0.1955623838651756,-0.1287641846162123,-0.05812166279683234,-0.005258390349420938,0.05494550229508202,0.18008741059747874,0.3104332410113862,0.5921959555596612
SSP585,IFE,Joint analytic covariance,0,M8,2021,-7.469157774575574e-5,-2.476453620306157e-4,-2.2125203907507606e-4,-1.8961752185761016e-4,-1.3436779555553446e-4,-7.857788380893904e-5,-1.7822654803684168e-5,3.2831143688016886e-5,6.441761082391916e-5,9.50157502614956e-5
SSP585,IFE,Joint analytic covariance,0,M8,2022,-2.3033108799375146e-4,-7.521776925184547e-4,-6.711413092941265e-4,-5.778332733190061e-4,-4.100234659497881e-4,-2.4102005258308523e-4,-5.884363306088436e-5,9.38274182754162e-5,1.8822336086536927e-4,2.798928668533926e-4
SSP585,IFE,Joint analytic covariance,0,M8,2023,-4.731004818310236e-4,-0.0015210739409430296,-0.0013552124477664961,-0.0011704779024870992,-8.35005792799659e-4,-4.953014877357442e-4,-1.2730305954386512e-4,1.762716426747746e-4,3.6786543496079e-4,5.495488910821016e-4
SSP585,IFE,Joint analytic covariance,0,M8,2024,-8.090973811082369e-4,-0.002555213946597604,-0.0022831568495706445,-0.001976368156682451,-0.0014164422410467004,-8.517018769825246e-4,-2.2932002953393593e-4,2.7268799964257355e-4,5.976190758692156e-4,8.989738766568378e-4
SSP585,IFE,Joint analytic covariance,0,M8,2025,-0.0012443246421254273,-0.003862334858347502,-0.003462875398083609,-0.0029988290392994558,-0.002159762371016255,-0.0013100466867234095,-3.6967788976233207e-4,3.8426297227498466e-4,8.736366179120324e-4,0.0013232315240938634
SSP585,IFE,Joint analytic covariance,0,M8,2026,-0.0018339456356137873,-0.005493133621955182,-0.004962169847632964,-0.004311049758653906,-0.0031167757081334013,-0.001910299186993869,-5.879957273756398e-4,4.791767608342434e-4,0.001139468101683271,0.001804921893892073
SSP585,IFE,Joint analytic covariance,0,M8,2027,-0.0025035060721474434,-0.007411600436386148,-0.006699604329701963,-0.005817627050740326,-0.00422039219499401,-0.0025848334987415567,-8.304543232878769e-4,5.851517203671945e-4,0.0014694838144254305,0.002385202177520438
SSP585,IFE,Joint analytic covariance,0,M8,2028,-0.0032930993951424403,-0.009650241201816049,-0.00867802097002529,-0.0075492120530879165,-0.005517266145148497,-0.0033802281526872924,-0.0011325361745687934,7.088951129808236e-4,0.0018351044254042764,0.0030392995840730543
SSP585,IFE,Joint analytic covariance,0,M8,2029,-0.0042084708403600235,-0.012210100097024792,-0.010984965372794309,-0.009538064128866063,-0.006983804446783981,-0.004306441450402376,-0.0015072109637050968,8.435968888346194e-4,0.002200275807104801,0.003763437846135968
SSP585,IFE,Joint analytic covariance,0,M8,2030,-0.005255224024153349,-0.01509015455464103,-0.013589239329737523,-0.011774301969377865,-0.008642920225875345,-0.005359355068327576,-0.00195078555773201,9.774227315224593e-4,0.002574889015585657,0.004546737982952248
SSP585,IFE,Joint analytic covariance,0,M8,2031,-0.00654765505646282,-0.01840089910514019,-0.016573929617759525,-0.014442956097434257,-0.010633802885808535,-0.0066492464105604165,-0.0025315596449180244,9.368168430893513e-4,0.002889918665459054,0.005160599177251253
SSP585,IFE,Joint analytic covariance,0,M8,2032,-0.007892154661705453,-0.021878421159572423,-0.019724734493338877,-0.017254952607611427,-0.012745619745353653,-0.008014553943374247,-0.0031352802827007697,9.653404379626819e-4,0.003316325273980121,0.00599409964302201
SSP585,IFE,Joint analytic covariance,0,M8,2033,-0.009384842520579029,-0.025667899603790525,-0.023154802073764698,-0.020310255253104405,-0.015083743415814782,-0.009527221134419506,-0.0037900910961621015,9.979667926599779e-4,0.003753393018475631,0.006931309579990017
SSP585,IFE,Joint analytic covariance,0,M8,2034,-0.011030636562295304,-0.029771069529444864,-0.026957335236158897,-0.023613499488412182,-0.017661152010645276,-0.011200363319038786,-0.00451906666353738,0.0010456780083296425,0.004195252979324175,0.007926731158987585
SSP585,IFE,Joint analytic covariance,0,M8,2035,-0.012834286851531651,-0.034218186486484156,-0.03106059192259486,-0.0271840438799671,-0.020389731251797605,-0.013015018246152754,-0.005416528548126798,9.748796686043453e-4,0.00463887349771908,0.008978101584329257
SSP585,IFE,Joint analytic covariance,0,M8,2036,-0.014970161641208346,-0.03919635399874222,-0.035669860641245825,-0.03122272491836503,-0.02358848313712944,-0.015187971184976279,-0.006552203778341925,7.206528539169158e-4,0.004947702282591654,0.009965019599578188
SSP585,IFE,Joint analytic covariance,0,M8,2037,-0.017116651741841737,-0.044292322980220476,-0.04041170322596475,-0.03537041516900036,-0.026809085763098178,-0.01729326422531613,-0.007584790629144134,5.537151647410755e-4,0.005370060421093281,0.011114629007123133
SSP585,IFE,Joint analytic covariance,0,M8,2038,-0.0194326050632061,-0.049797086390837825,-0.04546048360824869,-0.0397888862027503,-0.030261692813502078,-0.01953671772522686,-0.008834230281939082,4.145564677866314e-4,0.005659746179775198,0.012315210193965325
SSP585,IFE,Joint analytic covariance,0,M8,2039,-0.02192180909828456,-0.055634857221683175,-0.05075222386836381,-0.04448288428563528,-0.03392852098191304,-0.02202418107867321,-0.010215693540197801,1.7215214242292294e-4,0.005966006580150662,0.013515527950533495
SSP585,IFE,Joint analytic covariance,0,M8,2040,-0.02458786069361718,-0.061804358627241165,-0.056453952736545944,-0.049453175826379356,-0.03783282643503891,-0.02471185180253499,-0.011691176227959732,-1.9290673745900658e-4,0.006418978998658034,0.014627710289199621
SSP585,IFE,Joint analytic covariance,0,M8,2041,-0.027595357611512217,-0.06849703798872012,-0.0625133714452548,-0.0548621708775644,-0.04220729080227284,-0.027747759940770667,-0.013407954679245354,-5.791580611172683e-4,0.006762815554973465,0.01580869800440318
SSP585,IFE,Joint analytic covariance,0,M8,2042,-0.03061656911558641,-0.07523982094606697,-0.0686039126983277,-0.06037751376627304,-0.04665127011617115,-0.03069907070612543,-0.015072545395579201,-9.572600890683454e-4,0.0071663552400521675,0.01695851590289951
SSP585,IFE,Joint analytic covariance,0,M8,2043,-0.03381938632770276,-0.08237154333641415,-0.07496838366932303,-0.06616384825237175,-0.05133807949193145,-0.03383012959966264,-0.01684944271971056,-0.0014920109883000284,0.00741651038342924,0.018107605308604762
SSP585,IFE,Joint analytic covariance,0,M8,2044,-0.03720623299356329,-0.08982447550947166,-0.08170127091769941,-0.07222002827818291,-0.05627615923952364,-0.037126621052299746,-0.018699064067946275,-0.001983415486926686,0.007400946071192519,0.019253225514067194
SSP585,IFE,Joint analytic covariance,0,M8,2045,-0.04077932726288502,-0.09758551657607203,-0.08865410578927391,-0.07854452239602784,-0.06143168290857107,-0.040582617893666184,-0.020683901089939255,-0.0025882223552319283,0.007326902218968668,0.020391360998469995
SSP585,IFE,Joint analytic covariance,0,M8,2046,-0.0445706319496707,-0.10562926874402846,-0.09598675616614771,-0.08514032948370834,-0.06683221812473053,-0.04429066802947296,-0.022966693253436754,-0.0034800478410599274,0.007320832206517487,0.021553734642004586
SSP585,IFE,Joint analytic covariance,0,M8,2047,-0.04848415869489475,-0.11393218698109107,-0.10368246191512671,-0.09193843625120232,-0.07240748362405511,-0.048129648635893973,-0.02522127416045622,-0.004353709008951841,0.007616441679367782,0.022711202811454587
SSP585,IFE,Joint analytic covariance,0,M8,2048,-0.05258236256793436,-0.12251474288060232,-0.1116609690734055,-0.09894233346192176,-0.07820432952808826,-0.052147572094504435,-0.027519099684770287,-0.005299335322434079,0.007887394112155598,0.02385572999788643
SSP585,IFE,Joint analytic covariance,0,M8,2049,-0.05686627739746408,-0.13136941565125237,-0.1198863396381418,-0.10617847103956114,-0.08419582842123804,-0.05638225984813372,-0.029877455219800064,-0.006180256164202691,0.007689413982903701,0.024977677888469118
SSP585,IFE,Joint analytic covariance,0,M8,2050,-0.061336729137148494,-0.14048822516954332,-0.12830646796250642,-0.1136508237231447,-0.09042589411244895,-0.060728292614190715,-0.03226244850000792,-0.007281770785439263,0.007408089067873764,0.026381695230232323
SSP585,IFE,Joint analytic covariance,0,M8,2051,-0.06572119219549677,-0.1493615231032472,-0.13664380073269736,-0.12114916611621718,-0.09650803887977946,-0.06499869357080407,-0.03472778653407005,-0.008168062973440735,0.0075124209506801255,0.027812269993549067
SSP585,IFE,Joint analytic covariance,0,M8,2052,-0.07047853622587275,-0.15885316545445016,-0.14547798438345647,-0.12907804829685757,-0.10296324498728851,-0.06971320131754072,-0.03733024563200485,-0.0092196980188885,0.0071668749059399265,0.029337406996020787
SSP585,IFE,Joint analytic covariance,0,M8,2053,-0.07541321940356671,-0.1685687214687587,-0.1545418507153926,-0.13722882289943486,-0.10968050013126265,-0.07459976961896375,-0.0401857838087174,-0.010468269224904844,0.006739737566446246,0.03088866274610339
SSP585,IFE,Joint analytic covariance,0,M8,2054,-0.08052482377142456,-0.17849838963953027,-0.16382763159523103,-0.14559625468597143,-0.11668475074676488,-0.07970537539617695,-0.04338755686650694,-0.011676424606256293,0.006227681667248382,0.03246512665470714
SSP585,IFE,Joint analytic covariance,0,M8,2055,-0.08581273191842653,-0.1886320722567906,-0.17332996806677664,-0.15417483083366385,-0.12389217686994619,-0.08496105816403321,-0.04643843333180442,-0.012804160414958809,0.006749330081529383,0.03406590746789715
SSP585,IFE,Joint analytic covariance,0,M8,2056,-0.09058606931490731,-0.19785010728714428,-0.18224312348172572,-0.16231370265621506,-0.13044788111514705,-0.08964653009589496,-0.04919205432688292,-0.013757816179250615,0.007153007664376807,0.03583812026769141
SSP585,IFE,Joint analytic covariance,0,M8,2057,-0.09609088223096973,-0.20817218708465363,-0.1920171485066321,-0.171178719145276,-0.1379027228428768,-0.09514745850071549,-0.05255747075933939,-0.015103123074642873,0.007826745625070042,0.03729318516071563
SSP585,IFE,Joint analytic covariance,0,M8,2058,-0.10175656063994187,-0.21865164030075593,-0.20197197601701403,-0.18022647018428017,-0.145502124017053,-0.10078089916415622,-0.05593211150753369,-0.016527102500315655,0.007517232853277125,0.038432541427198624
SSP585,IFE,Joint analytic covariance,0,M8,2059,-0.10758129012170858,-0.22927735951151829,-0.21209883524579176,-0.1894502478276358,-0.15334512125366223,-0.10657174789293189,-0.05945282949006081,-0.0180315279277385,0.00710526976686149,0.03953680796677562
SSP585,IFE,Joint analytic covariance,0,M8,2060,-0.11356307811608235,-0.24003811943812176,-0.22235646599173456,-0.19884314563548336,-0.16122145753268838,-0.11230409246407225,-0.06314469146907398,-0.01924514420699612,0.0066092181816375115,0.040603181253516446
SSP585,IFE,Joint analytic covariance,0,M8,2061,-0.11848272462335252,-0.24910965667001517,-0.23094017335541647,-0.20728007244173013,-0.16798135250731888,-0.11722943857782847,-0.06583650072541314,-0.02025615352479544,0.007054616141076068,0.04282218620094705
SSP585,IFE,Joint analytic covariance,0,M8,2062,-0.12459029335925076,-0.2598679596111705,-0.24131577652588762,-0.21680807198627636,-0.17598508623235137,-0.12306660939227765,-0.06958572742919705,-0.02179283501171732,0.0065752070851004575,0.044011267820170834
SSP585,IFE,Joint analytic covariance,0,M8,2063,-0.1308342004374896,-0.27071318005570444,-0.25187846470916014,-0.22646147268208086,-0.18408029772703677,-0.12902525687730537,-0.07342760061138645,-0.023472535001801867,0.006031737002595707,0.04517282011279023
SSP585,IFE,Joint analytic covariance,0,M8,2064,-0.1372114611592372,-0.28163404698326183,-0.2625638366853571,-0.23624182305883412,-0.19220851832258545,-0.13510279744268783,-0.07735064185970275,-0.02497467258231238,0.005422388626904195,0.046305121176373434
SSP585,IFE,Joint analytic covariance,0,M8,2065,-0.14371895174593874,-0.29261934529120953,-0.27336272729520456,-0.2461414626754561,-0.20046915833399406,-0.14133285906653664,-0.08124587114762097,-0.026674081440620986,0.004745402621461446,0.04740652436711669
SSP585,IFE,Joint analytic covariance,0,M8,2066,-0.1486945753657849,-0.30173009756071834,-0.28270018474691844,-0.2544276290472991,-0.20728739772468352,-0.14633016677837657,-0.0840642149473543,-0.027497566500118163,0.005427416229006933,0.05015853890176243
SSP585,IFE,Joint analytic covariance,0,M8,2067,-0.15526894380479206,-0.3128964824784701,-0.2935484541200835,-0.2639081110679955,-0.21567998105728178,-0.15270057659658698,-0.0881299577923475,-0.029214528543699114,0.004921236126308077,0.05142063043955296
SSP585,IFE,Joint analytic covariance,0,M8,2068,-0.16195205996966078,-0.32411855995042654,-0.3044752006992888,-0.27332574752502925,-0.22404158602230245,-0.15921334065633985,-0.09228518778682482,-0.03090468680761711,0.004594310793043608,0.052664709055622386
SSP585,IFE,Joint analytic covariance,0,M8,2069,-0.16874013597789594,-0.33538676526794076,-0.3154712492544579,-0.28304729903446973,-0.23267865834432463,-0.1658414334059672,-0.09652843162437347,-0.032618247735851036,0.004236436552384462,0.053890141585179324
SSP585,IFE,Joint analytic covariance,0,M8,2070,-0.17562929156667995,-0.3466916341480966,-0.3265065338015474,-0.2927016482581248,-0.24128031597561228,-0.17253984649824727,-0.10085712580479936,-0.03436986788246525,0.0038471282927699593,0.05509638290260195
SSP585,IFE,Joint analytic covariance,0,M8,2071,-0.18047488599811734,-0.3560533228814585,-0.3341152270873388,-0.3006219093221955,-0.24797831693656777,-0.17741064686277713,-0.10325464802675005,-0.03472653914857112,0.004978107812016881,0.05856160951365137
SSP585,IFE,Joint analytic covariance,0,M8,2072,-0.187380504822946,-0.3672764681920349,-0.34431310586227926,-0.3105345287865527,-0.2566610312895348,-0.1839236078440904,-0.10755115358535974,-0.03633376655910485,0.004666638318404594,0.05996722971020618
SSP585,IFE,Joint analytic covariance,0,M8,2073,-0.19436675629877154,-0.37850475661152844,-0.35448591004125296,-0.3200494596326554,-0.2653603455838004,-0.190750118957573,-0.1115889482631163,-0.0380357324667335,0.004331247221255339,0.061506463819848436
SSP585,IFE,Joint analytic covariance,0,M8,2074,-0.20142942670598907,-0.38964793069174725,-0.36462490318719354,-0.3300078214092059,-0.2740134436663579,-0.19765658050431995,-0.11555047229926435,-0.03996892051468594,0.003971820264915819,0.06318211133021094
SSP585,IFE,Joint analytic covariance,0,M8,2075,-0.20856425736102857,-0.4008626879197597,-0.37469273731902675,-0.33977634446765514,-0.282678274624687,-0.2044683797245247,-0.11993259877821344,-0.041766304067681025,0.003588260835615577,0.06486991278199704
SSP585,IFE,Joint analytic covariance,0,M8,2076,-0.2130811516156843,-0.4086978209840327,-0.38309236992682766,-0.34697317201461597,-0.2886490406646758,-0.20887160600243632,-0.12272963555300656,-0.04239639959586583,0.005240281338220647,0.0695002772333365
SSP585,IFE,Joint analytic covariance,0,M8,2077,-0.22019119491189965,-0.4189463658456808,-0.3939729399349165,-0.3563465700573219,-0.2973710684304723,-0.2155960470510933,-0.12717796213338622,-0.04438082459851147,0.004944973579606906,0.07142586022854977
SSP585,IFE,Joint analytic covariance,0,M8,2078,-0.22735501321235496,-0.42952146112116296,-0.40482317954300523,-0.3659151534998484,-0.3059600870405037,-0.22242244540258127,-0.1316666957053749,-0.046367151200916716,0.004632391802445326,0.07337641450357682
SSP585,IFE,Joint analytic covariance,0,M8,2079,-0.23456827726926832,-0.4400173780842944,-0.4152690068382781,-0.3754020910216991,-0.31453046790652534,-0.22937907475789965,-0.1362770429109528,-0.04837303884260576,0.0043027318398074065,0.07535290529112058
SSP585,IFE,Joint analytic covariance,0,M8,2080,-0.2418266551099686,-0.4504305214590915,-0.4255711896725241,-0.38515139821631367,-0.32335425553813146,-0.23661300967509563,-0.14056612309078687,-0.05039595627563155,0.003956209046845573,0.07735636035386706
SSP585,IFE,Joint analytic covariance,0,M8,2081,-0.24584721637719076,-0.4572063046329855,-0.43291437174129654,-0.3912869469794229,-0.3287301431806887,-0.24064261692333955,-0.14129306765837452,-0.04953410770353817,0.006644718837424736,0.08318385617261534
SSP585,IFE,Joint analytic covariance,0,M8,2082,-0.25302114839433953,-0.46730743846465855,-0.44257722156667617,-0.4009210622533114,-0.33741680276458236,-0.24746754689123474,-0.14551143343225562,-0.051235305414858004,0.006226047582737525,0.0854840692199971
SSP585,IFE,Joint analytic covariance,0,M8,2083,-0.26022302897097005,-0.47730568209230356,-0.45216745619186405,-0.4105059421357169,-0.3460975562615497,-0.2544105354427299,-0.14964209649481244,-0.05292679679473411,0.006388614466195203,0.08782595795985058
SSP585,IFE,Joint analytic covariance,0,M8,2084,-0.26744865053654343,-0.4871952674166018,-0.46209217019721277,-0.4199471387986436,-0.3547671557739328,-0.2611818873519897,-0.15404077036487307,-0.0546051611026345,0.006999017617811861,0.09021115484506521
SSP585,IFE,Joint analytic covariance,0,M8,2085,-0.27469383785999657,-0.4969707541622239,-0.470906052948574,-0.42881737022572375,-0.36337348659167856,-0.2681453955105921,-0.15882606155966228,-0.056322884646725246,0.007699639218151958,0.092641365065977
SSP585,IFE,Joint analytic covariance,0,M8,2086,-0.2782126962673296,-0.502837161517575,-0.47771921468899775,-0.43577300676484537,-0.3679108174417339,-0.2719041562870119,-0.1595053575458186,-0.05516686887811838,0.012571254411682145,0.099736658617537
SSP585,IFE,Joint analytic covariance,0,M8,2087,-0.28533545588179343,-0.5122689483923526,-0.4876219513502668,-0.4449304676711942,-0.3756006867723183,-0.2788557008005837,-0.1642383311629659,-0.057265225617627626,0.012501285236457509,0.10251355953530915
SSP585,IFE,Joint analytic covariance,0,M8,2088,-0.29246293119496614,-0.5221072326514693,-0.49728904209278,-0.4537043694996139,-0.38358291329104865,-0.28564230070230684,-0.1688116475633472,-0.05933247264967497,0.012445670356361915,0.10535124628299095
SSP585,IFE,Joint analytic covariance,0,M8,2089,-0.2995912161888482,-0.5318370548609082,-0.5067677111937159,-0.46233999860780645,-0.39179263324431907,-0.29230268168363244,-0.17343094877368678,-0.06099365628694549,0.012331464796965322,0.10825200734684919
SSP585,IFE,Joint analytic covariance,0,M8,2090,-0.3067164631411464,-0.5403558689692065,-0.516672055600633,-0.4711039175322779,-0.39961228419142497,-0.299053108583304,-0.17805901442757646,-0.06266438407821034,0.012221795262041316,0.11121821617396807
SSP585,IFE,Joint analytic covariance,0,M8,2091,-0.30965319928504453,-0.5464499977779311,-0.5207435184880047,-0.476632260577935,-0.4036409587905938,-0.30202235776637615,-0.1762021300716107,-0.06201869183084289,0.017615574603085063,0.11978769731109845
SSP585,IFE,Joint analytic covariance,0,M8,2092,-0.3166279732448817,-0.5550517264819407,-0.5288505549605457,-0.4850953348788251,-0.4113873455988538,-0.3089559613180346,-0.18046059716250268,-0.06413317182245747,0.01852050191558522,0.12315390463156148
SSP585,IFE,Joint analytic covariance,0,M8,2093,-0.32358739025972727,-0.5635678973029964,-0.5368128643529761,-0.4933765773503509,-0.4189886240127391,-0.3152651568795548,-0.18512100972546475,-0.06475202043345517,0.019508683245818823,0.1266024057223436
SSP585,IFE,Joint analytic covariance,0,M8,2094,-0.33052796926172456,-0.5723971485377912,-0.5460649077748525,-0.5023960049021639,-0.4261586690238762,-0.32192640159268193,-0.18971542307130426,-0.06624350763071066,0.019851334450012068,0.13013615070956633
SSP585,IFE,Joint analytic covariance,0,M8,2095,-0.3374463048526324,-0.5798554536980965,-0.5555713892447042,-0.5104768837827947,-0.43382910051877766,-0.328320440998625,-0.19446552072256262,-0.0678546159651296,0.01987305429410971,0.1337581888402694
SSP585,IFE,Joint analytic covariance,0,M8,2096,-0.3396762523426251,-0.5846900029317863,-0.5618891489607,-0.5159560187037311,-0.4368877554524473,-0.33086271674627077,-0.19364353456859765,-0.0644346738613236,0.024104472042859964,0.14693842085028536
SSP585,IFE,Joint analytic covariance,0,M8,2097,-0.3463845977216512,-0.5932754155512041,-0.570010383612244,-0.5239229251069867,-0.4447233578404437,-0.33732189091682385,-0.197569942961512,-0.06553605422154643,0.024748796687397327,0.1546676313181567
SSP585,IFE,Joint analytic covariance,0,M8,2098,-0.35306008751812,-0.6019034414110893,-0.5779993136516295,-0.531740884547223,-0.4521272188421625,-0.34412203033008826,-0.20116195154293492,-0.06755776551846779,0.025445559594234522,0.16277287539324167
SSP585,IFE,Joint analytic covariance,0,M8,2099,-0.35969977509878404,-0.6108464395767724,-0.585854303973165,-0.539485286102908,-0.4594892110290565,-0.3509983986657849,-0.20552401702055278,-0.06973512558794234,0.027557584333774306,0.17126875915625778
SSP585,IFE,Joint analytic covariance,0,M8,2100,-0.36630079875769384,-0.6196651087387499,-0.5935455281681791,-0.5478471358949318,-0.4668437175704111,-0.35774325109539035,-0.20924223651787924,-0.07196257663688574,0.029862922486552188,0.18017040696958997
SSP585,IFE,Joint analytic covariance,0,M4,2021,-8.630928826669493e-5,-2.5037603993352807e-4,-2.2633286592035895e-4,-1.9741468462469713e-4,-1.4667951285030068e-4,-8.809094017930841e-5,-2.8363305147688367e-5,2.011540588442441e-5,4.690314768782673e-5,7.662961166410848e-5
SSP585,IFE,Joint analytic covariance,0,M4,2022,-2.652964831150184e-4,-7.598325246868903e-4,-6.862783037787256e-4,-6.007938272397873e-4,-4.467974930267571e-4,-2.713461106086945e-4,-9.152806351483966e-5,5.7283281108966305e-5,1.3352251001877958e-4,2.2605249717979044e-4
SSP585,IFE,Joint analytic covariance,0,M4,2023,-5.43269449128525e-4,-0.0015367715365954355,-0.0013868859771914376,-0.001212929567180221,-9.068966098310094e-4,-5.535628764157252e-4,-1.9538914387484674e-4,1.0689398723753305e-4,2.5260921781059486e-4,4.444073384723521e-4
SSP585,IFE,Joint analytic covariance,0,M4,2024,-9.264634154254603e-4,-0.002589871679880748,-0.0023349518264704936,-0.0020463488135660014,-0.0015365686504819065,-9.383508281512465e-4,-3.432476718525368e-4,1.6311676258469197e-4,3.971102671937666e-4,7.27805336032938e-4
SSP585,IFE,Joint analytic covariance,0,M4,2025,-0.0014210283703931514,-0.0039297988538393195,-0.0035369939688394635,-0.0030972270199271625,-0.002348149710642289,-0.0014376063504542014,-5.434502106832495e-4,2.2129587318764357e-4,5.67203110386992e-4,0.001072377036832594
SSP585,IFE,Joint analytic covariance,0,M4,2026,-0.002066548612730701,-0.005615114757785774,-0.005027606623673719,-0.004411374801135414,-0.0033851584957857173,-0.0020879869024335584,-8.296244713202616e-4,2.4379526831237486e-4,7.436139551019065e-4,0.0014562187855004622
SSP585,IFE,Joint analytic covariance,0,M4,2027,-0.002816740919883043,-0.007572788832663477,-0.006776737020096002,-0.005982546617162265,-0.004582623497973559,-0.0028420286654372573,-0.0011570338102289135,2.8184028867492874e-4,9.497908351743577e-4,0.0019043879393304645
SSP585,IFE,Joint analytic covariance,0,M4,2028,-0.0037000028435932864,-0.009839911508585306,-0.008805158046825861,-0.007818028533985166,-0.005983227474507524,-0.003724101417922676,-0.0015453145106520128,3.124986093999918e-4,0.0011431263372430485,0.002402964076877589
SSP585,IFE,Joint analytic covariance,0,M4,2029,-0.004722506425609785,-0.012431806440536325,-0.011120406689909101,-0.009900062068334138,-0.007603809527262584,-0.0047510607524829385,-0.0020146936908427004,3.184809750011788e-4,0.0013461237350445435,0.0029620475212168693
SSP585,IFE,Joint analytic covariance,0,M4,2030,-0.005890291198249797,-0.015351179849348548,-0.013744827432048424,-0.012200858237671353,-0.009407145524061994,-0.00592100170813431,-0.0025749502990098927,2.8650375082519587e-4,0.001578323348351748,0.0035347911032609794
SSP585,IFE,Joint analytic covariance,0,M4,2031,-0.007276018976308918,-0.018707035307721873,-0.01677704157446709,-0.0148756085827892,-0.011484292648553385,-0.007300107080886076,-0.0032422157998213408,1.863623965548519e-4,0.001775256782373555,0.004102192831463068
SSP585,IFE,Joint analytic covariance,0,M4,2032,-0.008767475100288635,-0.022323579322893597,-0.020045672569548173,-0.017723135916945864,-0.01376369387699286,-0.008792014778159163,-0.003967722359938919,1.0347370664016827e-4,0.0019850088800709037,0.004744094173128995
SSP585,IFE,Joint analytic covariance,0,M4,2033,-0.010423286210344163,-0.026285697676805653,-0.02363292065456075,-0.020835773075373362,-0.016285078128960906,-0.010464739538443513,-0.004808528227330883,9.167051263681068e-6,0.0020859525985498168,0.005412804801873702
SSP585,IFE,Joint analytic covariance,0,M4,2034,-0.012249002731772873,-0.03059732816965629,-0.027543416395069836,-0.024275489812524774,-0.01908085031383655,-0.01230455869547209,-0.005780199751846071,-2.130720439336685e-4,0.002277967614967222,0.006104100042240109
SSP585,IFE,Joint analytic covariance,0,M4,2035,-0.014249999061976881,-0.03518321534373134,-0.03178116443114775,-0.02804467133636411,-0.022058723029641958,-0.014330377240665604,-0.0068883902772436945,-5.068398321647141e-4,0.002428956051351027,0.006813729190675195
