ssp,spec,estimator,L,component,year,point,q025,q05,q10,q25,q50,q75,q90,q95,q975
SSP585,Interactive,AFE,1,Dir,2057,-0.1155011898663717,-0.32694215311043934,-0.2996248960201556,-0.2625911471258374,-0.19427042851477208,-0.10625972039431275,-0.01295856277453944,0.07914989442192069,0.12947899688668207,0.16556918760786546
SSP585,Interactive,AFE,1,Dir,2058,-0.12214942965428599,-0.3421009945557227,-0.31331370063855535,-0.2753656911163559,-0.20395162408219006,-0.11243622254817837,-0.013598945616158542,0.0833217714035216,0.13670503315424684,0.17659848054861604
SSP585,Interactive,AFE,1,Dir,2059,-0.12896337728334295,-0.35734450044005084,-0.32737261468558465,-0.28819485297566116,-0.21404184682714805,-0.11873501449463258,-0.014604856250733406,0.08740784204181781,0.14374617636836415,0.18878521636284232
SSP585,Interactive,AFE,1,Dir,2060,-0.13593864749593798,-0.37265106146245897,-0.3418190552059579,-0.3010660657909132,-0.2239271507636931,-0.1251284546087162,-0.015105953860892474,0.09152676229426121,0.1509764371035854,0.1994443060433971
SSP585,Interactive,AFE,1,Dir,2061,-0.1407819424850425,-0.3862045680319477,-0.35409807895323825,-0.31183720663410996,-0.2323307745505027,-0.12956383897899504,-0.014314459389843548,0.09824516876571636,0.16227679301382425,0.21281159515976533
SSP585,Interactive,AFE,1,Dir,2062,-0.14780000992692077,-0.40140392041026235,-0.3684571644351742,-0.32508007968169433,-0.2406417637634832,-0.13560596795122204,-0.014772675304228017,0.10275267338791785,0.1709260201453447,0.22466248648993212
SSP585,Interactive,AFE,1,Dir,2063,-0.15494843174302875,-0.41610350714523264,-0.382832852141513,-0.3382787335396378,-0.24997561849887193,-0.14175614329123865,-0.015334121190359096,0.10724659556861055,0.179814381450378,0.23693497411092396
SSP585,Interactive,AFE,1,Dir,2064,-0.1622217793217544,-0.4298206115328676,-0.39720651004657176,-0.3507921406825611,-0.25942817263442386,-0.14799148320946232,-0.015926939512664245,0.11310389302077982,0.1889766631486256,0.24964060354566855
SSP585,Interactive,AFE,1,Dir,2065,-0.1696144672818145,-0.4433789010570031,-0.41164055453443765,-0.364098266674703,-0.2694083660017963,-0.15400288842357673,-0.01675131503064914,0.11856699323789072,0.19841875442943066,0.2627914470303692
SSP585,Interactive,AFE,1,Dir,2066,-0.17421933957457603,-0.45329263538089204,-0.4231991375557615,-0.37503457326160083,-0.2767417487587819,-0.1576735500805394,-0.014498530456434955,0.12737744603169912,0.21050053732544166,0.2781340587805435
SSP585,Interactive,AFE,1,Dir,2067,-0.18157498385977378,-0.4669124537731016,-0.43609469457734984,-0.38816937563531756,-0.2871632030436547,-0.1630935861707703,-0.014689265865019396,0.13406144817394242,0.22076057409794853,0.29351150915381596
SSP585,Interactive,AFE,1,Dir,2068,-0.18901980234163596,-0.4809019383974187,-0.45007258422080865,-0.4012965077855041,-0.29696544512249917,-0.16784620488997648,-0.015476799281327974,0.1403091438644296,0.2313738872334446,0.3151428362017842
SSP585,Interactive,AFE,1,Dir,2069,-0.19654773316390417,-0.49474316762403664,-0.46397382232575757,-0.4141834583137891,-0.30670993738951513,-0.17326508106145733,-0.016114206343406906,0.14677630266725677,0.24235413446432225,0.33683257184685295
SSP585,Interactive,AFE,1,Dir,2070,-0.20415265252370685,-0.5084224515065845,-0.47752350325629744,-0.42675164133083665,-0.3168526146082661,-0.17947285193063528,-0.016591736036688592,0.15370511592299507,0.2541593740908259,0.3553001927236161
SSP585,Interactive,AFE,1,Dir,2071,-0.20829779908594936,-0.5186216844045674,-0.4881998795638464,-0.4360013305071738,-0.324484521090605,-0.18270824842866284,-0.012360163857482537,0.1659156797847671,0.27085480937161704,0.38239713520129953
SSP585,Interactive,AFE,1,Dir,2072,-0.215795121321945,-0.5326303869798444,-0.5013477285397183,-0.44821621210788776,-0.3344705726040966,-0.18896093094774047,-0.011713119487589102,0.173995961529286,0.2835396365693728,0.40314248923495655
SSP585,Interactive,AFE,1,Dir,2073,-0.22334217851076488,-0.5466185674701454,-0.513659591679897,-0.46076090835813854,-0.3448467441632601,-0.1956749047351542,-0.011048525958303745,0.18301507579126325,0.2967038824490613,0.4248968955354838
SSP585,Interactive,AFE,1,Dir,2074,-0.23093289240132597,-0.560454261902087,-0.5271515043901364,-0.4722305741557745,-0.35422051629145723,-0.2013155958271648,-0.008355862675568843,0.1923438897939086,0.31373021542363694,0.4477592436032849
SSP585,Interactive,AFE,1,Dir,2075,-0.2385612061207808,-0.5741255357987824,-0.5402036269242592,-0.4841517604538363,-0.3643689499156405,-0.20764649856269923,-0.0074237630994865855,0.20190169359962537,0.3287718111422343,0.47179733296831655
SSP585,Interactive,AFE,1,Dir,2076,-0.2420350323599917,-0.5858529894917865,-0.5502073151478212,-0.49226037626005664,-0.36969628280331734,-0.2095380777531155,-0.004945594303989526,0.21773657653271644,0.34669562544469645,0.5099118589664023
SSP585,Interactive,AFE,1,Dir,2077,-0.24950522082857163,-0.5991250151617655,-0.5624345634900151,-0.5042876253655948,-0.3792983131829091,-0.21519401228850293,-0.005195843771439501,0.22776857946402707,0.36196461235802563,0.5417513327820055
SSP585,Interactive,AFE,1,Dir,2078,-0.2569902081431531,-0.6122021186391657,-0.5736392332247806,-0.5160982178137221,-0.3899124658105714,-0.22089988881155348,7.118771103542532e-5,0.2379361120360457,0.3783644124728206,0.5668223194432086
SSP585,Interactive,AFE,1,Dir,2079,-0.2644843306140735,-0.6250580069237355,-0.5846272698665864,-0.5271453882719138,-0.3998613417047971,-0.22589995739594065,7.969022765589862e-4,0.2551402683807069,0.39529723890440915,0.5953758195503864
SSP585,Interactive,AFE,1,Dir,2080,-0.27198200543960305,-0.6376854155605667,-0.5954477414401549,-0.5387872466151722,-0.41070543047748864,-0.23110762511184146,0.0015545890893857162,0.2667565681209772,0.4128883550216755,0.634858822771887
SSP585,Interactive,AFE,1,Dir,2081,-0.2746416086340656,-0.64822795937233,-0.6044262381779739,-0.5468525257138604,-0.41389540272247805,-0.2295548515192553,0.008942717667007771,0.2856650184155804,0.43943818970032417,0.6729964763703087
SSP585,Interactive,AFE,1,Dir,2082,-0.28192389183909683,-0.6603802169367504,-0.6132668642755358,-0.5576407594687633,-0.42202299406304516,-0.23528394946194164,0.010996038516313422,0.299316753755887,0.458128007741369,0.7095887018836158
SSP585,Interactive,AFE,1,Dir,2083,-0.28919059062582364,-0.6723000114585174,-0.6249902907480018,-0.5682417571563173,-0.4304648129981155,-0.24072983661675534,0.015725513580963746,0.30978866782798375,0.4796693683920629,0.7482333596375367
SSP585,Interactive,AFE,1,Dir,2084,-0.2964367138334376,-0.6839816503494202,-0.6365172747751575,-0.5785708290426652,-0.4394193844282059,-0.24490691630841138,0.021435363757722314,0.3306615107773933,0.5011331151075524,0.7950745208167355
SSP585,Interactive,AFE,1,Dir,2085,-0.30365738672832965,-0.6941154384043995,-0.6478435357847004,-0.5871665828391671,-0.4471055543320834,-0.24946940544728652,0.024522576145196984,0.3519181447385213,0.5258233366102094,0.8328921417350708
SSP585,Interactive,AFE,1,Dir,2086,-0.30556497303431174,-0.6997550664452858,-0.6564696112176932,-0.5950505280090969,-0.45098796318094203,-0.24735506441857047,0.03092660297159805,0.3796267862408212,0.5560232230048741,0.8837481779690288
SSP585,Interactive,AFE,1,Dir,2087,-0.31254042270483207,-0.7083919994569171,-0.6673579344650282,-0.6049503659540821,-0.4608424893082609,-0.25031360245589157,0.032076937453238974,0.39694436768223235,0.581212097476398,0.9253158269636684
SSP585,Interactive,AFE,1,Dir,2088,-0.31947566698493834,-0.7176344088527898,-0.6780357584847738,-0.6146656608247293,-0.4691416725610085,-0.2527638556601689,0.03562195334610413,0.41942865561082476,0.6157800752270352,0.9816623991323136
SSP585,Interactive,AFE,1,Dir,2089,-0.3263665118994449,-0.7269195244619497,-0.688499940851541,-0.6237999256310268,-0.47356450807920103,-0.25819876528055735,0.03993535696881434,0.44276632539688765,0.6463932180975712,1.0375104404789277
SSP585,Interactive,AFE,1,Dir,2090,-0.33320889343509497,-0.735383540135956,-0.6983476358130588,-0.6330210713485355,-0.4814874016586142,-0.26203614708243106,0.04231367796104313,0.46739789568294526,0.6958920995870987,1.096606799038747
SSP585,Interactive,AFE,1,Dir,2091,-0.33438078266280913,-0.740452808273685,-0.7045562763156863,-0.6399335225087558,-0.485820335052524,-0.26189318198510914,0.054531138306312565,0.49794883056638856,0.7516677298676527,1.177802740059668
SSP585,Interactive,AFE,1,Dir,2092,-0.34097211938076755,-0.7492431369674248,-0.7133915629524554,-0.6490796705252364,-0.49233665027388096,-0.26723678946884816,0.06340718415634883,0.5197764191672465,0.7842321976062768,1.2415044879387722
SSP585,Interactive,AFE,1,Dir,2093,-0.34750463128549725,-0.7585969787607582,-0.7225786560590365,-0.6569481319918582,-0.49951652779675615,-0.2714809950881066,0.0752358933175285,0.5471702965274076,0.8180315849519645,1.3016497557138205
SSP585,Interactive,AFE,1,Dir,2094,-0.3539749307950666,-0.7677064317231791,-0.7312966800064683,-0.6646111870050205,-0.5073699676105169,-0.27642875553174634,0.0820476738537923,0.5723238414356813,0.8530024664134273,1.3649224158954882
SSP585,Interactive,AFE,1,Dir,2095,-0.3603797571503369,-0.7765719608522468,-0.739775568799038,-0.6728235699990155,-0.5167705943528678,-0.2782960358403277,0.08797300323003965,0.6038908089857367,0.8894930991120387,1.4315226131454175
SSP585,Interactive,AFE,1,Dir,2096,-0.36073049998994033,-0.7831247114685723,-0.7451414133497991,-0.6808813945113582,-0.518913651218093,-0.27502888222642013,0.10417956931465017,0.6451238797487304,0.9641020412735831,1.5237650391895445
SSP585,Interactive,AFE,1,Dir,2097,-0.3668414183640416,-0.7915144623853249,-0.7531643167893494,-0.6882385652799361,-0.5258420873379537,-0.27372608016973055,0.1172303293077584,0.6766827653005175,1.0042283152673508,1.5991474718835208
SSP585,Interactive,AFE,1,Dir,2098,-0.37287921906398025,-0.7996662889159764,-0.7609530787771966,-0.6950114254252869,-0.532515188593707,-0.27568791224099004,0.12488769895326063,0.7036984424462285,1.047996896970106,1.6813304041224741
SSP585,Interactive,AFE,1,Dir,2099,-0.3788412723856097,-0.8075820273793017,-0.7685338327392839,-0.7017941059119779,-0.5381827060176729,-0.27950806917814974,0.13159411669314913,0.7298224148978091,1.0981807206398893,1.8429243337784644
SSP585,Interactive,AFE,1,Dir,2100,-0.3847250589116624,-0.8152638169639624,-0.775909047181766,-0.7099574956222077,-0.5461787779227643,-0.28360999251370467,0.14448312396697222,0.7644597083428211,1.1671239182592836,1.921215534535489
SSP585,Interactive,AFE,1,IE,2021,9.052553736510482e-5,-2.0198670688853503e-5,-9.326013108434834e-8,2.0517473587255976e-5,5.268865163141068e-5,9.35239346111505e-5,1.2700014955738248e-4,1.5462724753761983e-4,1.7684352001381403e-4,1.9335790277060503e-4
SSP585,Interactive,AFE,1,IE,2022,2.532317367303083e-4,-7.609265413320575e-5,-2.2758095596298043e-5,3.1015741052931035e-5,1.4004140980813928e-4,2.5794154258218516e-4,3.604367759928728e-4,4.564374658377335e-4,5.240076166241723e-4,5.82201495619128e-4
