ssp,estimator,method,L,component,year,point,q025,q05,q10,q25,q50,q75,q90,q95,q975,p_mitigate,panel
SSP585,AFE,Country resampling,1,IE,2047,0.00338866598600284,-0.0119811569285656,-0.0097506223775402,-0.00601897263434631,-0.00117041271426279,0.00366540231572831,0.00883316012727936,0.01432854003809215,0.01765442699948524,0.0209828997809279,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2048,0.00363057666058808,-0.01278425670386981,-0.01034333019831284,-0.00639744463651004,-0.00116954772657895,0.00394459064797148,0.00939700676539098,0.01543352419915498,0.01887905806495035,0.02238931023216285,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2049,0.00388071426939917,-0.01361698567389415,-0.01078913066063544,-0.00677448428998955,-0.00115016736585221,0.00433500270464259,0.01003600680470603,0.01656764542984431,0.02019568257020661,0.02391610921776418,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2050,0.00413896741752695,-0.01427744721920218,-0.01123218691378702,-0.00713056553701523,-0.00120524339787572,0.00462955687423027,0.01065601966185531,0.0176859341546844,0.02135877709406439,0.02551198964279849,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2051,0.00428888573990304,-0.01516962842703916,-0.01196896822542749,-0.00761386972324992,-0.00135679080690559,0.00482047098081828,0.01121538164083468,0.01867527545647462,0.02258708890190894,0.0271431778929208,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2052,0.00455839077796493,-0.01575301692589188,-0.01257506789259488,-0.00805677242373027,-0.00137880042381088,0.00516145050931654,0.01185930379677244,0.01971179197107885,0.02389115646443654,0.02901865535032972,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2053,0.00483570130853838,-0.01638678737141078,-0.01297762221121376,-0.00842816116500063,-0.00140505024320961,0.00562345996537305,0.01251457231046007,0.02086371310877687,0.02557845329162656,0.03079753657335301,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2054,0.00512065876641287,-0.01704417150524323,-0.01367683098292079,-0.00883872577121394,-0.00145983243835998,0.00594781863383375,0.01329492101390394,0.02204654128089457,0.02719849838126014,0.03246586677318228,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2055,0.00541308749319469,-0.01797822561720168,-0.0142405073325343,-0.0091930503244896,-0.00147918470206792,0.00635241152249066,0.01402462811057272,0.02344044224066726,0.02862164272827114,0.03450709960130274,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2056,0.00558081854666314,-0.01903497347918208,-0.01514239033057781,-0.00984352550403168,-0.0016256511025591,0.00662836110295544,0.01476499647375761,0.02462243550914923,0.03019195820237062,0.03643262323363053,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2057,0.00588052037585795,-0.01987698605073117,-0.01587189842673736,-0.01040201863599259,-0.00155944177290542,0.00714864568443002,0.01562500637810671,0.02592824033608042,0.03156399374143755,0.03876805895741378,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2058,0.00618707314765931,-0.02049916211953809,-0.01666289064960803,-0.01084187843214543,-0.00158500418657786,0.00760714334478973,0.01654903233979898,0.02719968234563122,0.03340112941118878,0.0408573372700201,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2059,0.00650026859843566,-0.02031518030874276,-0.01722912445761521,-0.01114391974332392,-0.00157094047647063,0.00792443557296651,0.01741374927048516,0.02857329245029645,0.03519570542153472,0.04300504258678365,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2060,0.00681988373780673,-0.02110816000047682,-0.0178211333928593,-0.01149578523466992,-0.00155705791254079,0.00854950378134289,0.01826403006609364,0.03006574443969772,0.03712888169040344,0.04521069195676953,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2061,0.006987546575552,-0.02229883766243312,-0.01851114540547544,-0.01215828447955092,-0.00179537199992046,0.00869084236075878,0.01913758865011514,0.03134918077340318,0.03987936492015374,0.04736532975738435,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2062,0.00731233096104444,-0.02347472423504866,-0.01893888283223201,-0.01258591235261772,-0.00186814303872598,0.00915576756554115,0.0200247914318164,0.03297718092820472,0.0415436930298399,0.04913049119121262,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2063,0.00764295809034321,-0.02444411124758413,-0.01921851715519008,-0.01316942239799549,-0.0019920157322994,0.00960748802847283,0.02119037771454601,0.03448105033663624,0.04357502239243219,0.05105989658781404,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2064,0.00797919302195782,-0.02543791818126472,-0.01961540623057716,-0.01337209273221901,-0.00194631457802965,0.01005501445193651,0.02212826595545805,0.03618878310132663,0.04617729593096263,0.05371441257140662,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2065,0.00832078895162247,-0.02645338200284937,-0.01994643357064401,-0.01389243327531101,-0.00191552088780733,0.01049924226573917,0.02302625223706844,0.03780493889867692,0.04804965132428019,0.05615650256738128,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2066,0.00847973011947067,-0.02755031098414642,-0.02133735482568182,-0.01463868159771558,-0.00225086686271813,0.01083041735278322,0.02393329619186476,0.03935758268453038,0.04953631214026066,0.05995394016142644,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2067,0.00882628009006614,-0.02784339119372486,-0.02121589269256332,-0.01492314369974356,-0.00238531763385829,0.01129951692048159,0.02487176160470325,0.04072004672361101,0.05213541061983062,0.0632558810853607,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2068,0.00917778314517936,-0.02854561322622031,-0.02178696228012507,-0.01557261542388542,-0.0022840435903908,0.01181517280671201,0.02605994281732959,0.04244527660378743,0.0541403414412628,0.06618605221606881,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2069,0.00953399252136633,-0.02949701990374767,-0.02255856534789628,-0.01614508278018933,-0.00233311374263875,0.01232836194255082,0.02703056458389377,0.04468458255290615,0.05594894329127453,0.0698931904987433,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2070,0.00989465198769257,-0.03045307273540104,-0.02369020736433165,-0.01635073587157313,-0.00226475143347887,0.01284064109346089,0.02820259996066085,0.04649556230192306,0.05845829707153006,0.0730428709360334,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2071,0.01004108923763913,-0.03235397305073104,-0.02501794145702048,-0.0172118028503436,-0.002597875826394,0.01326933080063985,0.02923250083024556,0.04793803099500893,0.06091138404509213,0.07693702858572635,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2072,0.01040478893130436,-0.03307284770328623,-0.02569183543397811,-0.01731444567473405,-0.00255381975169355,0.01362933481987249,0.03051949057738004,0.0499905762423312,0.06368460245483355,0.08040713360648807,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2073,0.0107725036414521,-0.03394105518473873,-0.02628570755955348,-0.01765757114843756,-0.00254315841607277,0.01412186834753587,0.03176311492147724,0.05194324639656413,0.06643896731267897,0.08431033402245414,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2074,0.01114397966031399,-0.03489918726697481,-0.02704224768043804,-0.01784314855089708,-0.00250769293924701,0.01481915905731062,0.0330853681301213,0.05463234491968756,0.06974202126009617,0.08801872155881171,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2075,0.01151895590359608,-0.0360896090820548,-0.02756707891198229,-0.0182186689225356,-0.00244890119155549,0.0153725888655779,0.03402779306656933,0.05757039697518864,0.07247640412555886,0.09184564040665552,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2076,0.01165073453864751,-0.03704652263557252,-0.02907808633969613,-0.01902169761939639,-0.00302176297005393,0.01565416797167035,0.03518419891975843,0.05982520375917279,0.07557911230422783,0.09658761449620176,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2077,0.0120219340192913,-0.03822585605845603,-0.03017477472974696,-0.01923111468503229,-0.00298549117055441,0.01621943111580609,0.03663187530490433,0.06305820760963946,0.079979541111283,0.1004570282758738,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2078,0.01239594578755332,-0.03938052212079906,-0.03132404850448529,-0.01957057426838576,-0.00295897773497999,0.01674690775475712,0.03800837618358338,0.06667881934072377,0.08412838314308038,0.10481175011858776,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2079,0.01277251536949564,-0.0410145618325326,-0.03251894665891451,-0.0198441830772912,-0.00282017779419846,0.0173101366913646,0.03935916683914659,0.06998166968245662,0.08800662113124319,0.11090444601898126,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2080,0.01315138286403494,-0.04279863814067276,-0.03373686847051425,-0.02022458631473141,-0.00288232152202991,0.01803319865394292,0.04088539112135575,0.07268913911344789,0.0921917516461032,0.1181397982913662,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2081,0.01327859874404802,-0.04478466021276521,-0.03528111804320781,-0.02133476918919564,-0.00335535020878496,0.01789689305341657,0.04223422037698307,0.07585767468263287,0.09675665002483638,0.12211289834291862,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2082,0.01365656673855908,-0.04498971430597257,-0.03584072463257905,-0.02166892489136502,-0.00335502668199591,0.01852280202051248,0.04328952047205461,0.07828005361867815,0.10113257653350748,0.1287605080423168,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2083,0.01403643675885246,-0.04629488961539672,-0.03633631778343488,-0.02192198979752917,-0.00342451782073294,0.01916487097438446,0.04503872373559173,0.08126510252285352,0.10630377446293104,0.13563723530374086,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2084,0.01441795957956582,-0.0483591733419292,-0.03683734257329474,-0.02230997184046938,-0.00352642048986626,0.01977565398400577,0.04703269890268521,0.08463399888103294,0.11172802051323769,0.141101259173419,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2085,0.01480088167490312,-0.05012553925733998,-0.03793600831794226,-0.02268657649071984,-0.00338583810667503,0.02021246192144538,0.04824880051661689,0.08802476620418972,0.11672967366411252,0.14666483481270295,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2086,0.01491704617269329,-0.05306466153517399,-0.03913227783255802,-0.02376181375226399,-0.00373544367550796,0.0202809951148199,0.04965652398966735,0.09259705991345296,0.1215805015248109,0.15235868434924776,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2087,0.01529672473139742,-0.05511702166798257,-0.04076842093633898,-0.02403171887981626,-0.00367083557532943,0.02098878255549385,0.05092580488208495,0.09589777755650856,0.12642565934044844,0.15958242384372923,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2088,0.01567733386920622,-0.05710517386246622,-0.04181707362443598,-0.02424894700932932,-0.00382835490006724,0.02138220756206899,0.053003220265389,0.0992295851947732,0.13349743220017254,0.1644779858503573,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2089,0.01605862690138659,-0.05929287773420041,-0.04271814907544129,-0.02463450579381253,-0.00355171565561707,0.02217199828197036,0.05484411765219532,0.1028954156698079,0.14035696303275794,0.17529681629966412,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2090,0.0164403536304003,-0.06171803536713574,-0.04350346148466439,-0.02556253355310463,-0.00349792965252043,0.02281073423660734,0.05676369861966968,0.1068456059257518,0.14715528875389697,0.1850312189415501,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2091,0.01655773936139071,-0.0665551440599087,-0.04589005251974688,-0.02711541068218614,-0.00424523969467841,0.02247606718578582,0.05813063380251024,0.11164925446163672,0.15275400606854078,0.1981789655690372,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2092,0.01693586669535496,-0.06905449764645662,-0.04677416941023613,-0.02740955317745374,-0.00401160031761646,0.02311874999202323,0.06053397756796516,0.1160089643861708,0.16379984674063275,0.2123241558935068,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2093,0.01731400459907983,-0.07163149944471311,-0.04715608325188682,-0.02764849161635229,-0.0039963950668366,0.02391963102016575,0.06224703862257635,0.1203469312524536,0.17260967340589062,0.22149873004295195,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2094,0.01769190772346096,-0.07378436970838895,-0.04755275989823816,-0.02853091291841154,-0.00382732003854116,0.02436347124001925,0.06408263520968605,0.1259433908320885,0.1822446388519801,0.2311208928734279,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2095,0.01806932758220969,-0.07682195681672299,-0.04783123700052801,-0.02920992103093528,-0.0038545957584937,0.0247637537583294,0.06617286885863255,0.12880176889087766,0.19119394620175975,0.24101270792737625,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2096,0.01819719535575226,-0.0804778058886373,-0.05074213205606619,-0.03032267364542918,-0.0044136282105468,0.02476131967452444,0.06791875691883498,0.13394915215818257,0.20069987036448017,0.2531798533632388,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2097,0.01857010692243832,-0.0816685613790197,-0.05193526377172608,-0.03131335446513541,-0.00434313112663883,0.02585519687753018,0.07038233376079597,0.14164494883828466,0.21112897443071596,0.2635169283601417,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2098,0.01894213733030125,-0.08269178087835959,-0.05259893035539667,-0.03139501993742677,-0.00422664600132063,0.02663749891582723,0.07180578864767337,0.14772708011929842,0.22312619189846705,0.27420319852987923,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2099,0.01931303985120958,-0.08365540200120332,-0.05317312009750555,-0.03142559916340426,-0.00417118879783781,0.02770113573640897,0.07421936393537842,0.15386267484557636,0.2313953984619032,0.28902751940571303,0.724,L = 1
SSP585,AFE,Country resampling,1,IE,2100,0.0196825645191061,-0.08455501864459304,-0.05483626232405748,-0.03166198423768737,-0.00401699787384826,0.02850457111072985,0.0765860967990209,0.15930289039477147,0.24145970460373967,0.3066060736303213,0.724,L = 1
SSP585,AFE,Country resampling,2,IE,2021,1.2997775973744297e-5,-4.302305071078594e-5,-3.214852170523308e-5,-2.2152452905122023e-5,-6.356182554179135e-6,1.0765159706049854e-5,2.7720442003192906e-5,4.1736409102499654e-5,4.9031150475092875e-5,5.742317384524464e-5,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2022,1.302867426045129e-5,-1.5807712248723792e-4,-1.2539877095953944e-4,-9.474242150142588e-5,-4.397723341592608e-5,7.88491499698063e-6,6.066091597872747e-5,1.0617362685616528e-4,1.3454627006601603e-4,1.5822887212663944e-4,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2023,-9.980201599923966e-6,-3.5022575344099136e-4,-2.9683817692391926e-4,-2.2584963681171463e-4,-1.225908189419478e-4,-1.1400080702883564e-5,9.711286511218664e-5,1.9651855800331135e-4,2.614475144913918e-4,3.052887437555745e-4,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2024,-5.553516768030953e-5,-6.424583718622006e-4,-5.372465866493981e-4,-4.149538085801541e-4,-2.389764853222565e-4,-4.488054143025888e-5,1.3201581627236836e-4,2.98699357014709e-4,4.284307998906943e-4,5.059675453129241e-4,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2025,-1.2314308477801017e-4,-0.00102807104228651,-8.600865054951222e-4,-6.741492619897093e-4,-3.971657996221789e-4,-9.528571788569584e-5,1.774949777370027e-4,4.404612193358194e-4,6.268091341739223e-4,7.523490924506575e-4,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2026,-2.236129970117906e-4,-0.0015422458068973,-0.00126785398672013,-0.00101133623826756,-6.117335285348857e-4,-1.781285906987118e-4,2.1482345362239252e-4,6.125212555775694e-4,8.597880584129412e-4,0.00103333753823817,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2027,-3.353945014493709e-4,-0.00208856702460583,-0.00173995370161959,-0.00138839969011641,-8.5300420612891e-4,-2.6073831789819035e-4,2.6476640149741826e-4,8.001241914740943e-4,0.00112072849863235,0.0013867250512288,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2028,-4.669482783068446e-4,-0.0026957196577441,-0.00227189952652595,-0.00182159292710819,-0.00112541343196292,-3.70517584571628e-4,3.236011031229058e-4,0.00101565683281931,0.00147961906072294,0.00178500095291739,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2029,-6.174940664439577e-4,-0.00345589217820069,-0.00289699331727874,-0.00230306891001318,-0.0014512001295448,-4.978226788977524e-4,4.097507347926299e-4,0.00127782484117982,0.00185280379143478,0.00218722899291041,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2030,-7.862345356892675e-4,-0.00429691783339898,-0.00359066702351122,-0.00287668652257907,-0.00180077324702043,-6.355733453490275e-4,4.5330841923860166e-4,0.00154073662229361,0.0023380730097,0.00266723142393798,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2031,-0.00100217941254121,-0.00522353466464573,-0.00433951986493917,-0.00354199618737461,-0.00220658741965013,-8.464422884845169e-4,5.175816540167189e-4,0.00182215448043543,0.00284814066860426,0.00315798051703586,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2032,-0.0012066296382811,-0.00618855912514586,-0.00510350786401115,-0.00420339900037038,-0.00259317676793174,-0.0010086527788862301,5.768250753803716e-4,0.00211538271701017,0.00331041846201198,0.0036747393411091,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2033,-0.00142584084428876,-0.00718997703352173,-0.00594498913913626,-0.00488196397579873,-0.00301206926802105,-0.00118096208803963,6.936351013669129e-4,0.00246605135523997,0.00379060755725474,0.00430897015184651,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2034,-0.00165875139533677,-0.00831726326880009,-0.00689066120883319,-0.0055797040973343,-0.0034745394022454,-0.00136150141151986,8.103713024888715e-4,0.00278264414400623,0.00436348496209442,0.00500766032333662,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2035,-0.00190427621782374,-0.0094999391375442,-0.00790028996206848,-0.00631471467408942,-0.00391306849050293,-0.0015275312778934,8.988741880667228e-4,0.00313070938963589,0.00493881766557885,0.00584183030826541,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2036,-0.00221501041566896,-0.01067400984727173,-0.00897295577409874,-0.00715907036006642,-0.00448665293836864,-0.00179407361285838,9.969038764079396e-4,0.00355609513428498,0.00559055114617944,0.0066642958873441,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2037,-0.00248551404829022,-0.01195174075832697,-0.01009688303952077,-0.00795778182213777,-0.00503290142611045,-0.00202650784980767,0.00111026617760484,0.00391890492185574,0.00615610905951649,0.00757316509390453,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2038,-0.00276461655061466,-0.01315653830069722,-0.01130040936380941,-0.00884411128491984,-0.0055808498870159,-0.00224727168184729,0.00123928008849424,0.00426217948058727,0.00689172338717212,0.00841589623031974,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2039,-0.00305105851601017,-0.01437829809180974,-0.0123290556177736,-0.00968873675747002,-0.00614693529784549,-0.00239958406522672,0.00138073356205215,0.00471791964761563,0.00772409309249188,0.00947164944002402,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2040,-0.00334356301751725,-0.01584490595057153,-0.0134662620887541,-0.01052366181001626,-0.0067598318441385,-0.00256303827414056,0.00153879538175244,0.00512822729410562,0.00860566440004286,0.01061987602671706,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2041,-0.00372903016703773,-0.01738205774311631,-0.01471108594712712,-0.01158525587934136,-0.00747449639291963,-0.00288153856170675,0.00162601308571036,0.00562397374708474,0.0094312102286031,0.01165734122030911,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2042,-0.00403815715140254,-0.01860528004860275,-0.01591110386626022,-0.01249493054882967,-0.00811587856116521,-0.00308940810103453,0.00188104039296815,0.00615345578548779,0.01035200867847202,0.01283996709932132,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2043,-0.00434990148850589,-0.02023882251597451,-0.01697661734641202,-0.01354433515342223,-0.00878629229122124,-0.00335967935507452,0.00203632790091168,0.00669930189882322,0.01124755838305185,0.01395495036351334,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2044,-0.00466297745120636,-0.02200365966047568,-0.0181090818591829,-0.01458027974366136,-0.00946271489633499,-0.00352783054886474,0.0022229283161006,0.00736240023012219,0.01215648414533973,0.01504971150832298,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2045,-0.00497609577586832,-0.02336106279491981,-0.01923207838991606,-0.01569772927767767,-0.01002877164096988,-0.00371563387319284,0.00240676245145854,0.00796616786953923,0.01299722975594334,0.01614033565990441,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2046,-0.00542286424833016,-0.02500955013022267,-0.02064469765036989,-0.0169435556688648,-0.01079513013978492,-0.00404517493350792,0.00255134803885759,0.00855503330034921,0.01389455155468664,0.01714297192403399,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2047,-0.00574557116331286,-0.02702364931687366,-0.02208468661996782,-0.01817258942345205,-0.01153760906804382,-0.00427198688796037,0.00277634678022492,0.00925242637445889,0.01476307080868124,0.01830692664654242,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2048,-0.00606545846751105,-0.02899121187726834,-0.02355278332327645,-0.01931167387763726,-0.01216802349753387,-0.00448790172351837,0.00296437477992059,0.01007094194829636,0.01584073557037582,0.01952442368813102,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2049,-0.00638132085298381,-0.03072450405114505,-0.02505121160125156,-0.02049659517417861,-0.01280755453959178,-0.00461687476157951,0.00343090735029805,0.0113464708633761,0.01689030301746694,0.02117847172878341,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2050,-0.00669196434604069,-0.03223938521455463,-0.02658425064084069,-0.02165677706266459,-0.01347624888791743,-0.00467873152571401,0.00383713384137834,0.01225913382444482,0.01803855809294318,0.02290677556331116,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2051,-0.00720732418272984,-0.03405554308039009,-0.02807190760176961,-0.02312625090108866,-0.01434389034091759,-0.00493038055660871,0.00405929042098124,0.01287794118769354,0.01924206458990197,0.02445419769137524,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2052,-0.00753113035491226,-0.03541676158793589,-0.02935955637581997,-0.0242790537559997,-0.0150649634939933,-0.00506883304177041,0.00462639373671666,0.01365576613767597,0.02046460028309212,0.02600928046426433,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2053,-0.00784865495384212,-0.0369453848162692,-0.03083899359845391,-0.02528441847855012,-0.01583665160248734,-0.00524102103041568,0.0050067332135503,0.01458899117938956,0.02157921526935744,0.0277090101602823,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2054,-0.00815889692472504,-0.038974729089832,-0.03203081538314413,-0.02652377455479368,-0.01651920536827633,-0.00548640910300213,0.00532889393357644,0.01574300242852142,0.02286793479789195,0.02912773467087227,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2055,-0.00846087799462524,-0.0410373800670982,-0.0334427894546437,-0.02774907489057867,-0.01723393540894222,-0.00553963687665315,0.0059247908641711,0.01694705427756936,0.02417097823707713,0.03119472276725564,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2056,-0.00906101841840845,-0.04356657880106917,-0.03542887430138049,-0.02946610891848741,-0.0183192355204696,-0.00586739340624276,0.00613096043323288,0.01790739361496072,0.02558848490459488,0.03305967909845825,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2057,-0.00938344576620386,-0.04509540929010035,-0.03705483787368147,-0.03034030964654362,-0.01899224460413942,-0.00601693492187943,0.00665479864284629,0.01895873079239711,0.02696490470195816,0.03527524577040973,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2058,-0.0096980421787558,-0.04741367769042243,-0.03878974978713735,-0.03146367214890989,-0.01968742898703554,-0.00604270827101416,0.00703786329653291,0.02028330606400693,0.02912203356792151,0.03758576889921297,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2059,-0.01000405866999398,-0.0483382509583677,-0.04013193086132966,-0.03294864516937002,-0.02033086355563629,-0.00616832956433399,0.00762821669277336,0.02197775863186882,0.03064505301865926,0.03999360053563581,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2060,-0.01030077574572996,-0.05053782160799103,-0.04140646877455197,-0.034133535527504,-0.02093876637311731,-0.0061579360527047,0.00806934569012257,0.02351479685977297,0.0332622467664871,0.04204419965202324,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2061,-0.01103257533782353,-0.05288921704076156,-0.04361323816515397,-0.03564729117771952,-0.02197206938843107,-0.00661684859837996,0.00842759269720228,0.02504623214306063,0.0350735903291137,0.04454322171454972,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2062,-0.01136184824877661,-0.05381898257108197,-0.04525839833088441,-0.03683258438023916,-0.02272038075900279,-0.00661045107064556,0.00899938535736305,0.02660723443306607,0.03733537812776052,0.04671682350424028,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2063,-0.01168362452487314,-0.05555330940188854,-0.04696210589762909,-0.03844558732598523,-0.02341316525222686,-0.00666780578469505,0.00953253820224445,0.02797604645683848,0.03932951470986196,0.05045321361166299,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2064,-0.01199742609376708,-0.05727317268990058,-0.04854534114148833,-0.03994355678311415,-0.02370367973171558,-0.0066822686268736,0.01037849963279249,0.02991141315235593,0.04131499238883663,0.05384444744751893,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2065,-0.01230280696312879,-0.05891199899152058,-0.05029061966404028,-0.0411666561894911,-0.02425657874854669,-0.00670254737899522,0.01115945888862574,0.03124304519874346,0.04450348323917082,0.05842836771760464,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2066,-0.01318553043204529,-0.06134266265683115,-0.05297745600507497,-0.04337104238870115,-0.02543371683809339,-0.00729203948798362,0.01140714325695854,0.03283716128932182,0.04633845351309327,0.06137017163456128,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2067,-0.0135317364206231,-0.06402916787980113,-0.05526950654450803,-0.04443651810465014,-0.0261992628095454,-0.00741312775647945,0.01231087240372705,0.03458224926642208,0.04903461155057492,0.06464380283261972,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2068,-0.01387189149335155,-0.06716161678721509,-0.05701594497799303,-0.04584202334724618,-0.02692325167127068,-0.00740695574677147,0.0131549881525152,0.03664653976479318,0.05204126846342541,0.06749310902604086,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2069,-0.01420576300745479,-0.06927257968870441,-0.05831187078507512,-0.0470990502581194,-0.02767028386666212,-0.00720713170447889,0.01377808722387791,0.03792890141698039,0.05526106242860757,0.070314507967533,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2070,-0.01453314970741348,-0.07144071863288523,-0.05988575196772235,-0.0485449129005245,-0.02806033341822184,-0.00720685958606631,0.01475385671955056,0.04021162202115626,0.0586820889140259,0.07522520272459497,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2071,-0.01560650291261589,-0.07516291998448624,-0.06327028381284593,-0.05162438945592825,-0.02959756266724469,-0.00796186393098646,0.01523087121869212,0.04120994679291478,0.06080026823511616,0.07831776869506593,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2072,-0.01598368277937689,-0.0779888477307604,-0.06518955996091852,-0.05290219232998351,-0.03036854779551695,-0.00787283658430459,0.01605524293870719,0.04320024399446879,0.06442742301191955,0.08554290052315183,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2073,-0.01635709974063204,-0.08084348752092692,-0.06709222518290217,-0.05372388241139159,-0.0312002971608992,-0.00796986305675229,0.0170200575894355,0.04562841311155796,0.06926700223100733,0.091542383498743607,0.475,L = 2
SSP585,AFE,Country resampling,2,IE,2074,-0.01672672414584075,-0.08440679875932229,-0.06990316019546293,-0.0553072115109351,-0.03175874603613163,-0.00792740009599218,0.01821233553296292,0.04787058986839602,0.07362786162723188,0.09621469801608903,0.475,L = 2
