Region,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
BDI,0.055825,0.055825,0.055825,0.055825,0.055825,0.06054,0.06054,0.06054,0.06054,0.06054,0.062425,0.062425,0.062425,0.062425,0.062425,0.06129,0.06129,0.06129,0.06129,0.06129,0.05922500000000001,0.05922500000000001,0.05922500000000001,0.05922500000000001,0.05922500000000001,0.05782,0.05782,0.05782,0.05782,0.05782,0.056735,0.056735,0.056735,0.056735,0.056735,0.05581,0.05581,0.05581,0.05581,0.05581,0.053815,0.053815,0.053815,0.053815,0.053815,0.05043,0.05043,0.05043,0.05043,0.05043,0.045704999999999996,0.045704999999999996,0.045704999999999996,0.045704999999999996,0.045704999999999996,0.040799999999999996,0.040799999999999996,0.040799999999999996,0.040799999999999996,0.040799999999999996,0.036335,0.036335,0.036335,0.036335,0.036335,0.03273,0.03273,0.03273,0.03273,0.03273,0.032100000000000004,0.032100000000000004,0.032100000000000004,0.032100000000000004,0.032100000000000004,0.030465,0.030465,0.030465,0.030465,0.030465
BEL,0.024509999999999997,0.024509999999999997,0.024509999999999997,0.024509999999999997,0.024509999999999997,0.023274999999999997,0.023274999999999997,0.023274999999999997,0.023274999999999997,0.023274999999999997,0.021045,0.021045,0.021045,0.021045,0.021045,0.01811,0.01811,0.01811,0.01811,0.01811,0.015349999999999999,0.015349999999999999,0.015349999999999999,0.015349999999999999,0.015349999999999999,0.01328,0.01328,0.01328,0.01328,0.01328,0.012265000000000002,0.012265000000000002,0.012265000000000002,0.012265000000000002,0.012265000000000002,0.01182,0.01182,0.01182,0.01182,0.01182,0.01158,0.01158,0.01158,0.01158,0.01158,0.01132,0.01132,0.01132,0.01132,0.01132,0.011025,0.011025,0.011025,0.011025,0.011025,0.010835000000000001,0.010835000000000001,0.010835000000000001,0.010835000000000001,0.010835000000000001,0.010830000000000001,0.010830000000000001,0.010830000000000001,0.010830000000000001,0.010830000000000001,0.0111,0.0111,0.0111,0.0111,0.0111,0.011269999999999999,0.011269999999999999,0.011269999999999999,0.011269999999999999,0.011269999999999999,0.011309999999999999,0.011309999999999999,0.011309999999999999,0.011309999999999999,0.011309999999999999
BEN,0.039830000000000004,0.039830000000000004,0.039830000000000004,0.039830000000000004,0.039830000000000004,0.047,0.047,0.047,0.047,0.047,0.051285,0.051285,0.051285,0.051285,0.051285,0.053325,0.053325,0.053325,0.053325,0.053325,0.05406999999999999,0.05406999999999999,0.05406999999999999,0.05406999999999999,0.05406999999999999,0.053380000000000004,0.053380000000000004,0.053380000000000004,0.053380000000000004,0.053380000000000004,0.051045,0.051045,0.051045,0.051045,0.051045,0.04783,0.04783,0.04783,0.04783,0.04783,0.04421,0.04421,0.04421,0.04421,0.04421,0.040635,0.040635,0.040635,0.040635,0.040635,0.037025,0.037025,0.037025,0.037025,0.037025,0.035255,0.035255,0.035255,0.035255,0.035255,0.03318,0.03318,0.03318,0.03318,0.03318,0.03061,0.03061,0.03061,0.03061,0.03061,0.02757,0.02757,0.02757,0.02757,0.02757,0.02466,0.02466,0.02466,0.02466,0.02466
BFA,0.037675,0.037675,0.037675,0.037675,0.037675,0.045945,0.045945,0.045945,0.045945,0.045945,0.048589999999999994,0.048589999999999994,0.048589999999999994,0.048589999999999994,0.048589999999999994,0.05067,0.05067,0.05067,0.05067,0.05067,0.05137,0.05137,0.05137,0.05137,0.05137,0.050195000000000004,0.050195000000000004,0.050195000000000004,0.050195000000000004,0.050195000000000004,0.049265,0.049265,0.049265,0.049265,0.049265,0.048479999999999995,0.048479999999999995,0.048479999999999995,0.048479999999999995,0.048479999999999995,0.04715,0.04715,0.04715,0.04715,0.04715,0.044895000000000004,0.044895000000000004,0.044895000000000004,0.044895000000000004,0.044895000000000004,0.04177,0.04177,0.04177,0.04177,0.04177,0.038375,0.038375,0.038375,0.038375,0.038375,0.034815,0.034815,0.034815,0.034815,0.034815,0.031375,0.031375,0.031375,0.031375,0.031375,0.028265,0.028265,0.028265,0.028265,0.028265,0.025465,0.025465,0.025465,0.025465,0.025465
BGD,0.048625,0.048625,0.048625,0.048625,0.048625,0.050335,0.050335,0.050335,0.050335,0.050335,0.0508,0.0508,0.0508,0.0508,0.0508,0.05001,0.05001,0.05001,0.05001,0.05001,0.047224999999999996,0.047224999999999996,0.047224999999999996,0.047224999999999996,0.047224999999999996,0.044245,0.044245,0.044245,0.044245,0.044245,0.041265,0.041265,0.041265,0.041265,0.041265,0.04035,0.04035,0.04035,0.04035,0.04035,0.037809999999999996,0.037809999999999996,0.037809999999999996,0.037809999999999996,0.037809999999999996,0.03413,0.03413,0.03413,0.03413,0.03413,0.029769999999999998,0.029769999999999998,0.029769999999999998,0.029769999999999998,0.029769999999999998,0.02576,0.02576,0.02576,0.02576,0.02576,0.0225,0.0225,0.0225,0.0225,0.0225,0.020139999999999998,0.020139999999999998,0.020139999999999998,0.020139999999999998,0.020139999999999998,0.018459999999999997,0.018459999999999997,0.018459999999999997,0.018459999999999997,0.018459999999999997,0.016965,0.016965,0.016965,0.016965,0.016965
BGR,0.03794,0.03794,0.03794,0.03794,0.03794,0.033475,0.033475,0.033475,0.033475,0.033475,0.02826,0.02826,0.02826,0.02826,0.02826,0.02298,0.02298,0.02298,0.02298,0.02298,0.01879,0.01879,0.01879,0.01879,0.01879,0.015795,0.015795,0.015795,0.015795,0.015795,0.014155,0.014155,0.014155,0.014155,0.014155,0.013479999999999999,0.013479999999999999,0.013479999999999999,0.013479999999999999,0.013479999999999999,0.013085,0.013085,0.013085,0.013085,0.013085,0.01234,0.01234,0.01234,0.01234,0.01234,0.011675,0.011675,0.011675,0.011675,0.011675,0.011705,0.011705,0.011705,0.011705,0.011705,0.011705,0.011705,0.011705,0.011705,0.011705,0.012070000000000001,0.012070000000000001,0.012070000000000001,0.012070000000000001,0.012070000000000001,0.012295,0.012295,0.012295,0.012295,0.012295,0.01205,0.01205,0.01205,0.01205,0.01205
BHR,0.024724999999999997,0.024724999999999997,0.024724999999999997,0.024724999999999997,0.024724999999999997,0.02356,0.02356,0.02356,0.02356,0.02356,0.021480000000000003,0.021480000000000003,0.021480000000000003,0.021480000000000003,0.021480000000000003,0.01935,0.01935,0.01935,0.01935,0.01935,0.016545,0.016545,0.016545,0.016545,0.016545,0.014485,0.014485,0.014485,0.014485,0.014485,0.013940000000000001,0.013940000000000001,0.013940000000000001,0.013940000000000001,0.013940000000000001,0.013745,0.013745,0.013745,0.013745,0.013745,0.012799999999999999,0.012799999999999999,0.012799999999999999,0.012799999999999999,0.012799999999999999,0.01166,0.01166,0.01166,0.01166,0.01166,0.010365,0.010365,0.010365,0.010365,0.010365,0.009510000000000001,0.009510000000000001,0.009510000000000001,0.009510000000000001,0.009510000000000001,0.00879,0.00879,0.00879,0.00879,0.00879,0.008445000000000001,0.008445000000000001,0.008445000000000001,0.008445000000000001,0.008445000000000001,0.008265,0.008265,0.008265,0.008265,0.008265,0.0085,0.0085,0.0085,0.0085,0.0085
BHS,0.01747,0.01747,0.01747,0.01747,0.01747,0.018385000000000002,0.018385000000000002,0.018385000000000002,0.018385000000000002,0.018385000000000002,0.01806,0.01806,0.01806,0.01806,0.01806,0.017075,0.017075,0.017075,0.017075,0.017075,0.016195,0.016195,0.016195,0.016195,0.016195,0.014159999999999999,0.014159999999999999,0.014159999999999999,0.014159999999999999,0.014159999999999999,0.013285,0.013285,0.013285,0.013285,0.013285,0.012029999999999999,0.012029999999999999,0.012029999999999999,0.012029999999999999,0.012029999999999999,0.01202,0.01202,0.01202,0.01202,0.01202,0.011859999999999999,0.011859999999999999,0.011859999999999999,0.011859999999999999,0.011859999999999999,0.010700000000000001,0.010700000000000001,0.010700000000000001,0.010700000000000001,0.010700000000000001,0.010690000000000002,0.010690000000000002,0.010690000000000002,0.010690000000000002,0.010690000000000002,0.01043,0.01043,0.01043,0.01043,0.01043,0.010634999999999999,0.010634999999999999,0.010634999999999999,0.010634999999999999,0.010634999999999999,0.01095,0.01095,0.01095,0.01095,0.01095,0.010425,0.010425,0.010425,0.010425,0.010425
BIH,0.047515,0.047515,0.047515,0.047515,0.047515,0.04002,0.04002,0.04002,0.04002,0.04002,0.033835000000000004,0.033835000000000004,0.033835000000000004,0.033835000000000004,0.033835000000000004,0.02812,0.02812,0.02812,0.02812,0.02812,0.02309,0.02309,0.02309,0.02309,0.02309,0.01898,0.01898,0.01898,0.01898,0.01898,0.01658,0.01658,0.01658,0.01658,0.01658,0.015885,0.015885,0.015885,0.015885,0.015885,0.01438,0.01438,0.01438,0.01438,0.01438,0.0137,0.0137,0.0137,0.0137,0.0137,0.012975,0.012975,0.012975,0.012975,0.012975,0.012145,0.012145,0.012145,0.012145,0.012145,0.011965,0.011965,0.011965,0.011965,0.011965,0.011965,0.011965,0.011965,0.011965,0.011965,0.011824999999999999,0.011824999999999999,0.011824999999999999,0.011824999999999999,0.011824999999999999,0.012104999999999998,0.012104999999999998,0.012104999999999998,0.012104999999999998,0.012104999999999998
BLR,0.03145,0.03145,0.03145,0.03145,0.03145,0.026545000000000003,0.026545000000000003,0.026545000000000003,0.026545000000000003,0.026545000000000003,0.023450000000000002,0.023450000000000002,0.023450000000000002,0.023450000000000002,0.023450000000000002,0.020050000000000002,0.020050000000000002,0.020050000000000002,0.020050000000000002,0.020050000000000002,0.016975,0.016975,0.016975,0.016975,0.016975,0.014605,0.014605,0.014605,0.014605,0.014605,0.014105,0.014105,0.014105,0.014105,0.014105,0.01496,0.01496,0.01496,0.01496,0.01496,0.015354999999999999,0.015354999999999999,0.015354999999999999,0.015354999999999999,0.015354999999999999,0.014655,0.014655,0.014655,0.014655,0.014655,0.013525,0.013525,0.013525,0.013525,0.013525,0.012945,0.012945,0.012945,0.012945,0.012945,0.012799999999999999,0.012799999999999999,0.012799999999999999,0.012799999999999999,0.012799999999999999,0.012820000000000002,0.012820000000000002,0.012820000000000002,0.012820000000000002,0.012820000000000002,0.01302,0.01302,0.01302,0.01302,0.01302,0.01287,0.01287,0.01287,0.01287,0.01287
BLZ,0.03269,0.03269,0.03269,0.03269,0.03269,0.033715,0.033715,0.033715,0.033715,0.033715,0.032395,0.032395,0.032395,0.032395,0.032395,0.030400000000000003,0.030400000000000003,0.030400000000000003,0.030400000000000003,0.030400000000000003,0.028544999999999997,0.028544999999999997,0.028544999999999997,0.028544999999999997,0.028544999999999997,0.026955,0.026955,0.026955,0.026955,0.026955,0.025265000000000003,0.025265000000000003,0.025265000000000003,0.025265000000000003,0.025265000000000003,0.023375,0.023375,0.023375,0.023375,0.023375,0.021560000000000003,0.021560000000000003,0.021560000000000003,0.021560000000000003,0.021560000000000003,0.021485,0.021485,0.021485,0.021485,0.021485,0.021140000000000003,0.021140000000000003,0.021140000000000003,0.021140000000000003,0.021140000000000003,0.021465,0.021465,0.021465,0.021465,0.021465,0.020485,0.020485,0.020485,0.020485,0.020485,0.020025,0.020025,0.020025,0.020025,0.020025,0.01962,0.01962,0.01962,0.01962,0.01962,0.018904999999999998,0.018904999999999998,0.018904999999999998,0.018904999999999998,0.018904999999999998
BOL,0.037075000000000004,0.037075000000000004,0.037075000000000004,0.037075000000000004,0.037075000000000004,0.042505,0.042505,0.042505,0.042505,0.042505,0.045265,0.045265,0.045265,0.045265,0.045265,0.045215000000000005,0.045215000000000005,0.045215000000000005,0.045215000000000005,0.045215000000000005,0.042965,0.042965,0.042965,0.042965,0.042965,0.03903,0.03903,0.03903,0.03903,0.03903,0.034685,0.034685,0.034685,0.034685,0.034685,0.030555,0.030555,0.030555,0.030555,0.030555,0.026805000000000002,0.026805000000000002,0.026805000000000002,0.026805000000000002,0.026805000000000002,0.02382,0.02382,0.02382,0.02382,0.02382,0.021605,0.021605,0.021605,0.021605,0.021605,0.020130000000000002,0.020130000000000002,0.020130000000000002,0.020130000000000002,0.020130000000000002,0.018760000000000002,0.018760000000000002,0.018760000000000002,0.018760000000000002,0.018760000000000002,0.01746,0.01746,0.01746,0.01746,0.01746,0.01628,0.01628,0.01628,0.01628,0.01628,0.015735,0.015735,0.015735,0.015735,0.015735
BRA,0.028845,0.028845,0.028845,0.028845,0.028845,0.027790000000000002,0.027790000000000002,0.027790000000000002,0.027790000000000002,0.027790000000000002,0.0292,0.0292,0.0292,0.0292,0.0292,0.02954,0.02954,0.02954,0.02954,0.02954,0.028274999999999998,0.028274999999999998,0.028274999999999998,0.028274999999999998,0.028274999999999998,0.025875,0.025875,0.025875,0.025875,0.025875,0.023365,0.023365,0.023365,0.023365,0.023365,0.02073,0.02073,0.02073,0.02073,0.02073,0.018665,0.018665,0.018665,0.018665,0.018665,0.01754,0.01754,0.01754,0.01754,0.01754,0.017265000000000003,0.017265000000000003,0.017265000000000003,0.017265000000000003,0.017265000000000003,0.01686,0.01686,0.01686,0.01686,0.01686,0.016335000000000002,0.016335000000000002,0.016335000000000002,0.016335000000000002,0.016335000000000002,0.01612,0.01612,0.01612,0.01612,0.01612,0.01584,0.01584,0.01584,0.01584,0.01584,0.015445,0.015445,0.015445,0.015445,0.015445
BRB,0.00387,0.00387,0.00387,0.00387,0.00387,0.013805,0.013805,0.013805,0.013805,0.013805,0.019435,0.019435,0.019435,0.019435,0.019435,0.021860000000000004,0.021860000000000004,0.021860000000000004,0.021860000000000004,0.021860000000000004,0.022235,0.022235,0.022235,0.022235,0.022235,0.02044,0.02044,0.02044,0.02044,0.02044,0.018639999999999997,0.018639999999999997,0.018639999999999997,0.018639999999999997,0.018639999999999997,0.016415,0.016415,0.016415,0.016415,0.016415,0.01587,0.01587,0.01587,0.01587,0.01587,0.015725000000000003,0.015725000000000003,0.015725000000000003,0.015725000000000003,0.015725000000000003,0.01508,0.01508,0.01508,0.01508,0.01508,0.015369999999999998,0.015369999999999998,0.015369999999999998,0.015369999999999998,0.015369999999999998,0.015455,0.015455,0.015455,0.015455,0.015455,0.015535,0.015535,0.015535,0.015535,0.015535,0.015165000000000001,0.015165000000000001,0.015165000000000001,0.015165000000000001,0.015165000000000001,0.015394999999999999,0.015394999999999999,0.015394999999999999,0.015394999999999999,0.015394999999999999
BRN,-0.01274,-0.01274,-0.01274,-0.01274,-0.01274,-0.002959999999999999,-0.002959999999999999,-0.002959999999999999,-0.002959999999999999,-0.002959999999999999,0.0057599999999999995,0.0057599999999999995,0.0057599999999999995,0.0057599999999999995,0.0057599999999999995,0.010775,0.010775,0.010775,0.010775,0.010775,0.01369,0.01369,0.01369,0.01369,0.01369,0.017259999999999998,0.017259999999999998,0.017259999999999998,0.017259999999999998,0.017259999999999998,0.019055,0.019055,0.019055,0.019055,0.019055,0.01805,0.01805,0.01805,0.01805,0.01805,0.015705,0.015705,0.015705,0.015705,0.015705,0.013580000000000002,0.013580000000000002,0.013580000000000002,0.013580000000000002,0.013580000000000002,0.012504999999999999,0.012504999999999999,0.012504999999999999,0.012504999999999999,0.012504999999999999,0.01219,0.01219,0.01219,0.01219,0.01219,0.011875,0.011875,0.011875,0.011875,0.011875,0.011970000000000001,0.011970000000000001,0.011970000000000001,0.011970000000000001,0.011970000000000001,0.01217,0.01217,0.01217,0.01217,0.01217,0.0121,0.0121,0.0121,0.0121,0.0121
BTN,0.062009999999999996,0.062009999999999996,0.062009999999999996,0.062009999999999996,0.062009999999999996,0.04862,0.04862,0.04862,0.04862,0.04862,0.03993,0.03993,0.03993,0.03993,0.03993,0.035695,0.035695,0.035695,0.035695,0.035695,0.033125,0.033125,0.033125,0.033125,0.033125,0.03064,0.03064,0.03064,0.03064,0.03064,0.02815,0.02815,0.02815,0.02815,0.02815,0.025480000000000003,0.025480000000000003,0.025480000000000003,0.025480000000000003,0.025480000000000003,0.022949999999999998,0.022949999999999998,0.022949999999999998,0.022949999999999998,0.022949999999999998,0.02089,0.02089,0.02089,0.02089,0.02089,0.01937,0.01937,0.01937,0.01937,0.01937,0.01804,0.01804,0.01804,0.01804,0.01804,0.016715,0.016715,0.016715,0.016715,0.016715,0.015529999999999999,0.015529999999999999,0.015529999999999999,0.015529999999999999,0.015529999999999999,0.014459999999999999,0.014459999999999999,0.014459999999999999,0.014459999999999999,0.014459999999999999,0.013670000000000002,0.013670000000000002,0.013670000000000002,0.013670000000000002,0.013670000000000002
BWA,0.040725,0.040725,0.040725,0.040725,0.040725,0.039154999999999995,0.039154999999999995,0.039154999999999995,0.039154999999999995,0.039154999999999995,0.03463,0.03463,0.03463,0.03463,0.03463,0.029315,0.029315,0.029315,0.029315,0.029315,0.02451,0.02451,0.02451,0.02451,0.02451,0.02074,0.02074,0.02074,0.02074,0.02074,0.01861,0.01861,0.01861,0.01861,0.01861,0.017314999999999997,0.017314999999999997,0.017314999999999997,0.017314999999999997,0.017314999999999997,0.016595,0.016595,0.016595,0.016595,0.016595,0.01553,0.01553,0.01553,0.01553,0.01553,0.014244999999999999,0.014244999999999999,0.014244999999999999,0.014244999999999999,0.014244999999999999,0.013354999999999999,0.013354999999999999,0.013354999999999999,0.013354999999999999,0.013354999999999999,0.012565,0.012565,0.012565,0.012565,0.012565,0.012084999999999999,0.012084999999999999,0.012084999999999999,0.012084999999999999,0.012084999999999999,0.011699999999999999,0.011699999999999999,0.011699999999999999,0.011699999999999999,0.011699999999999999,0.01125,0.01125,0.01125,0.01125,0.01125
