,(1)
,logd_gdp
,b/se/t/p
L.logd_gdp,.0136258
,.0714991
,.1905732
,.84886
tmp,.0230069
,.0052969
,4.343477
,.000014
tmp2,-.0008662
,.0001818
,-4.765209
,1.89e-06
pre,.0958148
,.0598811
,1.600083
,.1095801
pre2,-.0502962
,.030523
,-1.647814
,.0993909
tmp_pre,-.0142246
,.005993
,-2.373545
,.0176182
tmp2_pre,.0004813
,.0001622
,2.967278
,.0030045
tmp_pre2,.0055225
,.0027856
,1.982523
,.0474207
tmp2_pre2,-.0001543
,.0000651
,-2.370015
,.0177874
N,6212
