ISO_C3,start,end,avg,trend_annual,Pvalue
LBN,19.28730321,25.38646345,22.23020104,0.080358685,1.96E-82
LBR,25.33327063,29.76718292,27.39951455,0.057962465,6.47E-86
LBY,21.05405779,26.63422772,23.67797369,0.073417912,3.00E-86
LKA,26.85873631,30.72518728,28.63664147,0.051207354,1.13E-77
LTU,7.406626882,12.98790107,10.2647775,0.076074904,3.08E-67
LVA,6.901937817,12.50420305,9.757865544,0.076362977,6.88E-68
MAR,19.71533503,25.46102392,22.4060511,0.075056586,3.40E-79
MDA,11.5526958,18.12041892,14.81919622,0.089439705,1.44E-70
MDG,21.95551499,26.28156263,23.93729555,0.057329581,5.16E-80
MEX,19.74043098,24.89224722,22.07044153,0.068340225,6.10E-81
MLI,28.79003637,34.73550333,31.38967166,0.077769958,4.69E-67
MMR,23.95033383,28.79882693,26.21001904,0.063958727,5.31E-86
MNG,0.085089736,7.164123515,3.362191751,0.092812467,1.24E-77
MOZ,24.45303446,29.50782088,26.73677041,0.066819252,1.45E-75
MRT,29.06280413,34.60437094,31.59768069,0.072438618,5.05E-75
MUS,24.32698517,27.13444392,25.63341895,0.036722945,2.09E-47
MWI,22.90652492,28.195045,25.27966559,0.070014601,8.99E-73
MYS,26.05846595,29.99814898,27.88822404,0.052276523,2.87E-80
NAM,22.89798445,28.99011276,25.64264499,0.078882392,8.45E-70
NCL,24.01326119,27.5994664,25.61811767,0.047124123,5.43E-73
NER,28.53402652,34.28616974,31.04376126,0.074499925,1.13E-65
NGA,26.74795735,31.60504064,28.88750823,0.063733908,2.04E-73
NIC,26.65799864,31.50841892,28.8631363,0.063948931,6.14E-76
NLD,10.98831959,15.69237696,13.237851,0.063366629,1.90E-72
NOR,3.977151819,9.067032257,6.472685152,0.068991711,6.98E-71
NPL,14.04527974,19.69863789,16.68661626,0.074151518,7.99E-83
NZL,14.32776816,18.06144601,15.94523517,0.049935262,1.57E-71
OMN,29.03122807,34.43263894,31.50193471,0.069805025,2.63E-79
PAK,23.17193057,29.25019791,25.98292652,0.07798568,3.02E-80
PAN,26.65457278,30.7820089,28.53636066,0.054213635,1.20E-75
PER,17.74315846,22.92780441,20.12595769,0.068378215,1.95E-78
PHL,26.23113432,30.11104657,28.01668836,0.051066443,7.70E-76
PNG,23.78652248,27.55317192,25.51950359,0.049386819,1.40E-84
POL,9.257926906,14.68667963,11.97222892,0.074147598,2.30E-71
PRI,26.20825467,31.59942334,28.62324213,0.069990774,2.57E-71
PRK,7.612914183,13.91065303,10.60219743,0.083958334,2.45E-79
PRT,15.6511292,20.97126797,18.10796679,0.069169658,3.45E-72
PRY,24.53389627,29.39074087,26.9084728,0.065205914,1.42E-64
PYF,26.13460282,29.39132794,27.67630535,0.043343292,4.01E-80
QAT,28.25351969,31.99647878,29.99583209,0.050588251,1.03E-44
ROU,10.96972367,17.01335817,13.93180219,0.082124747,7.78E-73
RUS,4.726145282,11.52596455,8.052104738,0.092097674,1.30E-81
SAU,26.96103978,33.07802171,29.78309576,0.079463651,3.14E-82
SDN,29.74499282,35.19701534,32.12988266,0.070360556,6.90E-67
SEN,28.05813519,32.6678236,30.1914648,0.060306562,7.10E-78
SLB,27.54662458,31.0460347,29.15856346,0.045899196,7.94E-83
SLE,25.94330311,30.4382824,27.96944242,0.059053911,6.85E-77
SLV,25.42963493,31.28626873,28.09022967,0.076850649,4.75E-78
SOM,27.80811988,31.87821174,29.69693634,0.053508476,7.40E-81
SRB,12.26534429,18.32574419,15.17891531,0.081347105,2.44E-73
SSD,28.09018377,33.01338584,30.18692804,0.063224622,9.04E-64
SUR,27.33616552,32.17163744,29.58837298,0.064420253,1.12E-70
SVK,9.658243292,15.32476757,12.44771383,0.076665967,1.49E-72
SWE,6.732707275,11.94203244,9.309008239,0.070554458,3.58E-70
SYR,18.78034735,24.95944656,21.69603775,0.08213066,2.15E-80
TCD,28.620846,33.92778655,30.88334614,0.067993343,5.87E-64
TGO,27.26118285,32.10988628,29.39384379,0.063583466,1.05E-71
THA,25.71191404,30.42991746,27.84268059,0.061778911,5.04E-71
TJK,8.38842619,15.34264227,11.6271707,0.08889549,1.60E-77
TKM,17.58554078,24.24326677,20.6610382,0.085881916,7.48E-77
TTO,26.58533662,31.61093708,28.81507925,0.065195988,2.38E-72
TUN,19.52104807,25.16293357,22.16156495,0.074495226,3.11E-83
TUR,13.47269987,19.6305748,16.41457336,0.082842263,1.22E-80
TWN,22.30240312,26.23364395,24.11178477,0.051352917,1.21E-77
TZA,23.35888502,27.86845827,25.34474477,0.059189525,1.12E-73
UGA,23.39174429,27.91100388,25.33155432,0.058921504,2.09E-66
UKR,10.30722516,16.30946467,13.3196061,0.083266556,9.12E-72
URY,19.02456193,22.6071951,20.7126503,0.04758966,5.97E-62
USA,13.94686899,19.50255876,16.62088252,0.073944139,2.03E-86
UZB,13.50296476,20.23040572,16.61545162,0.086640296,3.95E-77
VCT,25.89436256,31.22111897,28.26417607,0.068709133,4.83E-67
VEN,26.93431878,31.88848323,29.22860856,0.065763066,2.58E-76
VIR,26.95870073,29.38964606,28.15629749,0.032694559,9.50E-56
VNM,24.37092359,28.9527857,26.44455178,0.059777601,3.24E-73
VUT,26.48103383,29.62969182,27.92874532,0.041389982,1.36E-53
WSM,27.3199173,31.42300078,29.20566722,0.054428885,1.90E-81
YEM,25.94662383,30.97246247,28.17063403,0.066033297,2.79E-69
ZAF,18.06233563,23.45560301,20.4946401,0.07020319,3.01E-75
ZMB,22.6238647,28.07066518,25.06017535,0.071977672,1.62E-74
ZWE,21.83977817,27.38123787,24.30871398,0.073559698,9.00E-71
