ISO_C3,start,end,avg,trend_annual,Pvalue
GNQ,287.5630337,295.751467,292.7543455,0.043503586,0.362404098
GRC,49.172725,38.95717509,44.89769764,-0.133090145,1.03E-16
GRL,55.77096701,79.57922428,66.96013926,0.309451225,3.05E-39
GTM,122.7416085,99.87760202,111.3582897,-0.331302252,1.47E-18
GUY,94.42595999,72.90461492,83.77702372,-0.323287555,3.07E-21
HND,96.83456738,69.9417575,83.11523246,-0.39351695,1.14E-25
HRV,57.65650432,54.54920229,56.84876048,-0.048805331,0.003373213
HTI,63.28492746,48.20546856,56.38689795,-0.240075016,4.34E-22
HUN,54.29955128,55.20654258,55.45548463,-0.010829951,0.443841823
IDN,195.1813969,196.3730629,194.263854,-0.005157489,0.880041978
IND,90.28626214,115.5510986,101.1030879,0.340131327,2.56E-31
IRL,100.5152056,111.5450316,104.9207374,0.162275011,1.67E-16
IRN,32.8756954,34.35323295,33.43992831,0.014471365,0.169680726
IRQ,17.64483311,17.85413473,17.42870835,0.004979364,0.539139271
ISL,98.52352917,111.7512824,103.6991049,0.16074168,8.26E-15
ISR,26.26064688,21.29384868,23.84058978,-0.073228913,5.16E-13
ITA,60.76615123,54.54304918,58.86795408,-0.093692534,9.46E-08
JAM,80.57100684,72.24242858,76.32908889,-0.125372316,4.30E-05
JPN,152.9579907,159.4366743,158.5904797,0.104071727,1.44E-05
KAZ,34.0733267,38.78068113,37.11755733,0.046102912,3.95E-09
KEN,80.90579956,107.2059965,94.22678729,0.3496255,1.62E-25
KGZ,55.50942965,64.688596,60.03730557,0.098859921,1.02E-09
KHM,167.2006311,184.7699763,178.7002932,0.231271269,1.48E-08
KIR,27.74147284,90.87444746,50.85296455,0.775307381,5.00E-09
KOR,105.5304413,121.8827641,112.6443318,0.237168439,2.95E-14
LAO,134.0277783,153.4414704,146.0237242,0.227075116,5.63E-13
LBN,43.25966824,34.83908812,38.38830062,-0.125477127,1.80E-13
LBR,201.5723798,208.7010783,201.076308,0.014956106,0.650421608
LBY,13.60326167,10.14303164,11.65478522,-0.044886841,8.96E-16
LKA,146.6723616,175.0776212,163.7409645,0.388892238,3.41E-17
LTU,61.97996978,70.63899101,65.8466824,0.103931861,2.34E-11
LVA,63.88650652,74.69676349,68.54903124,0.132151081,8.78E-16
MAR,24.13279644,15.93961947,20.1895438,-0.113411363,1.34E-19
MDA,46.41290365,44.94062152,44.91167191,-0.044396827,0.001410111
MDG,127.5223775,114.8968956,118.9561799,-0.131556501,6.78E-06
MEX,113.3696204,101.0302471,107.3084955,-0.202946199,4.54E-19
MLI,57.19568641,60.73448997,61.00602118,0.034962139,0.071429763
MMR,147.7282799,174.0374545,159.3255784,0.337338972,2.24E-18
MNG,35.54917863,43.65145679,39.92486127,0.104216531,5.53E-25
MOZ,94.38970249,88.28755544,90.75697946,-0.095553932,1.03E-07
MRT,13.74063088,15.11098121,14.5290087,0.020768422,0.022789018
MUS,67.14064699,70.16749002,70.37902069,-0.012182359,0.733230616
MWI,103.3994662,101.922278,101.3414907,-0.037871793,0.143278143
MYS,238.12943,249.153853,243.2191869,0.084916352,0.046684294
NAM,52.38998994,43.587375,49.87092834,-0.092876718,2.11E-06
NCL,92.83897316,94.68214279,92.25761687,0.02309236,0.500056583
NER,37.32395416,50.4271286,45.02554479,0.171330614,3.66E-18
NGA,133.6818119,142.9092315,139.675505,0.089525581,5.40E-05
NIC,84.44072863,64.79193364,75.09063527,-0.297756793,4.31E-18
NLD,78.76732256,86.56944587,81.92924221,0.093637733,1.12E-07
NOR,99.68260008,122.1377271,110.6780467,0.285796259,1.76E-31
NPL,169.4938358,218.4460551,188.9384998,0.673378483,1.01E-25
NZL,100.289291,101.671591,100.1689007,0.007425652,0.687440041
OMN,8.03548533,12.68414971,10.65937208,0.059578838,1.77E-09
PAK,28.41662568,34.46376513,30.82946798,0.07985505,2.92E-08
PAN,177.1145566,159.9859967,167.4609854,-0.254611618,7.72E-10
PER,186.0535699,222.6569118,203.7834117,0.482111161,1.95E-31
PHL,204.2583565,210.8097157,207.7368487,0.07003443,0.094980816
PNG,296.2211835,322.1198772,308.5987877,0.293147007,6.67E-10
POL,63.58756871,68.15003856,66.1633621,0.04301549,2.49E-04
PRI,54.11570392,41.03906534,47.50925716,-0.195350917,2.83E-14
PRK,89.31806475,112.5951803,99.45724848,0.299493462,5.61E-22
PRT,75.71173483,61.79511858,70.16105752,-0.196523392,2.89E-12
PRY,85.97042188,94.09426336,87.92728116,0.074021294,0.003436171
PYF,155.7439962,157.7992738,156.7400828,-0.010911952,0.831609776
QAT,6.40237379,7.592399267,7.75919974,0.026795235,0.20596757
ROU,59.06923538,57.94699841,58.80677673,-0.045232615,0.002912037
RUS,53.72384919,62.22662502,57.55069932,0.097860494,1.29E-25
SAU,8.932350944,12.19818856,10.43648569,0.039300966,2.08E-10
SDN,28.44184797,37.74198196,33.87211712,0.127107739,3.46E-23
SEN,29.44604257,28.96893022,29.06513272,-0.008535539,0.501143778
SLB,270.6875897,282.5811629,277.1811849,0.142421556,0.003983126
SLE,197.2203126,198.5961374,197.2537604,-0.080479031,0.053754739
SLV,90.18272251,78.8278067,84.25402702,-0.180367964,1.10E-06
SOM,47.35093543,68.63281712,55.93472787,0.296694639,4.43E-21
SRB,57.84560881,54.68942021,56.74746793,-0.05486834,2.10E-04
SSD,101.4505762,119.6914717,112.2703948,0.263221622,4.04E-22
SUR,75.98396299,61.64819017,68.17168838,-0.232993503,1.91E-15
SVK,66.16692828,68.1879793,67.81981279,-0.003560029,0.820903948
SWE,64.62023053,78.05043232,71.01259076,0.174064341,1.22E-25
SYR,27.07321247,22.09649732,24.35890158,-0.075902592,8.91E-15
TCD,64.5248361,78.24866743,73.87137452,0.18269699,7.04E-18
TGO,134.3066639,136.379966,136.0686035,0.042521968,0.081209773
THA,145.7179268,158.2364712,153.7428132,0.159816371,1.16E-08
TJK,59.46125069,64.72481155,62.66716929,0.053739546,0.007704275
TKM,16.32423818,17.35011654,16.96430493,0.005184915,0.332429009
TTO,50.79112878,31.22372103,39.62042551,-0.296155763,4.56E-27
TUN,23.67323239,18.21034524,21.13018848,-0.076859934,1.57E-13
TUR,57.68762123,52.80823964,55.76738156,-0.095852945,5.69E-13
TWN,140.2918677,141.7936141,141.6529781,0.021802468,0.495405711
TZA,104.8433695,121.2262904,114.3356038,0.202589881,7.56E-14
UGA,127.2579239,149.0666027,139.9902994,0.301116675,1.28E-18
UKR,50.88822609,53.34324605,51.48610222,-8.36E-04,0.940783518
URY,72.26530803,83.61046302,76.60404063,0.149186846,9.56E-11
USA,87.87863346,94.02447005,90.55811622,0.108667336,3.10E-18
UZB,35.6264496,38.87959334,37.45527467,0.028569943,0.009756908
VCT,63.85164799,45.18519774,54.91463293,-0.272375713,2.38E-23
VEN,72.63753301,60.42887904,66.59931803,-0.21427513,4.27E-16
VIR,77.67122708,59.70910502,72.46667747,-0.298016281,2.00E-12
VNM,145.4105198,154.3043094,152.7291996,0.133428069,2.60E-06
VUT,156.0084398,180.5512546,166.5264873,0.226234393,0.016280668
WSM,227.9951806,238.9821971,237.3838936,0.186975861,0.013634006
YEM,34.78096225,46.27030284,41.3983162,0.141705557,9.57E-12
ZAF,94.24864851,87.70466312,91.65942657,-0.069840319,5.06E-05
ZMB,108.5697582,112.7998365,109.1878147,0.059524341,1.16E-04
ZWE,89.01110928,92.49467933,88.83184813,-8.74E-04,0.97300294
