item,estimate,std.error,t.stat,p.value,pval.symbol,bootstrap
tmp2_pre,2.1337283159870727e-4,1.0065913680123742e-4,2.1197562226272164,0.03402660889387201,**,21
pre2_tmp,0.002959103105560206,0.001954417298519746,1.5140590025484308,0.1300108755006964, ,21
tmp2_pre2,-6.863462772171103e-5,4.3285745009726684e-5,-1.585617336753433,0.11282614105726345, ,21
T_1,-0.0019002954896264544,0.007255277840128131,-0.2619190514133218,0.7933838513122803, ,21
T_2,-2.6481932827523063e-4,0.007317073730486347,-0.03619197209560287,0.971129287137222, ,21
tmp,0.024961132574228447,0.006256518431505639,3.9896202412723523,6.617916481564341e-5,***,22
tmp2,-7.238830621827824e-4,1.616195052557215e-4,-4.478933783626071,7.501679763539666e-6,***,22
pre,0.23688532855502173,0.08508538053408564,2.7840896646178157,0.005367819281956287,***,22
pre2,-0.09182364462682242,0.03322680793415237,-2.7635409579155192,0.0057177915819352065,***,22
tmp_pre,-0.02663916509224899,0.00824417581975719,-3.2312708601396096,0.0012324109310449926,***,22
tmp2_pre,7.229004965242331e-4,2.0071923503039548e-4,3.6015506755730824,3.1632474543141526e-4,***,22
pre2_tmp,0.009145614854037034,0.0029306836843733235,3.120642088671083,0.0018045721613157838,***,22
tmp2_pre2,-2.268157722707074e-4,6.56523885750609e-5,-3.454798480201328,5.50704272306873e-4,***,22
T_1,-0.005096428727119408,0.006380335832204024,-0.7987712341716812,0.4244230731799824, ,22
T_2,-0.0051922389450568636,0.0064808711379192065,-0.8011637378002118,0.4230368610608906, ,22
tmp,0.023569369916154582,0.004753967235629922,4.957831795622701,7.128423655201564e-7,***,23
tmp2,-8.632222534438382e-4,1.3775630202966864e-4,-6.2662995501862815,3.697287858620335e-10,***,23
pre,0.22869852285840472,0.06488993016030471,3.5244069810743466,4.244318049802425e-4,***,23
pre2,-0.09119097690892754,0.026955314021912365,-3.383042647353211,7.168749913867929e-4,***,23
tmp_pre,-0.02751686300073077,0.007039691312126717,-3.908816705262297,9.274929952879658e-5,***,23
tmp2_pre,7.780112581485349e-4,1.8353615017536784e-4,4.2390082684264065,2.245093903250743e-5,***,23
pre2_tmp,0.009046111462369952,0.002668365723568643,3.3901317883336404,6.985903117658711e-4,***,23
tmp2_pre2,-2.2583301284592898e-4,6.522504691866418e-5,-3.462366429993425,5.354476145256177e-4,***,23
T_1,-6.181657265061285e-4,0.0026317241739783146,-0.23489001340579782,0.8142941008991493, ,23
T_2,-6.181657265061649e-4,0.0026317241739799847,-0.23489001340566257,0.8142941008992544, ,23
tmp,0.010712649380968078,0.0026625801725737703,4.023409131982211,5.7361721779865926e-5,***,24
tmp2,-5.164672456990106e-4,9.428329125314731e-5,-5.47782368258989,4.305888650284443e-8,***,24
pre,0.032575351515999884,0.0420431548708857,0.7748074952043587,0.43845341968202883, ,24
pre2,-0.023463866576338747,0.024496847142270274,-0.957832101415652,0.33814742905455075, ,24
tmp_pre,-0.005750004048289058,0.0037195084157592155,-1.5459042985161209,0.12212768228194083, ,24
tmp2_pre,2.2461331240715058e-4,9.88063904029624e-5,2.2732670578401803,0.02301009142074698,**,24
pre2_tmp,0.0022334333687924,0.002076134849156557,1.075765078409886,0.2820323339697972, ,24
tmp2_pre2,-6.320970251293291e-5,4.644191875497348e-5,-1.3610484710251936,0.173498372177983, ,24
T_1,-0.004059953836498196,0.005967597421498279,-0.6803330636668294,0.49629359360143344, ,24
T_2,-0.0015747205813434393,0.0013829384649521465,-1.1386772595105517,0.2548377909590861, ,24
tmp,0.014738079486927274,0.0036019423070223007,4.091703372981322,4.282161720938344e-5,***,25
tmp2,-5.890184174970743e-4,1.2063266078979724e-4,-4.8827441394452915,1.046195846726371e-6,***,25
pre,0.052727956099498666,0.04945189860340655,1.0662473552808434,0.28631184046127095, ,25
pre2,-0.03616299297300054,0.026745854767585203,-1.3520971113934446,0.17634425127979853, ,25
tmp_pre,-0.008976659314257118,0.005119634526710213,-1.753378931137368,0.07953698502718545,*,25
tmp2_pre,3.321648555805384e-4,1.426858423621195e-4,2.327945436503392,0.01991500115866681,**,25
pre2_tmp,0.003927525436108773,0.0024158769708248567,1.625714174827285,0.10401047321223066, ,25
tmp2_pre2,-1.1284144852211983e-4,5.748447284317946e-5,-1.962990055244257,0.04964732958803781,**,25
T_1,-0.003639237920454806,0.005912093911757882,-0.6155582057343754,0.5381861425407259, ,25
T_2,-6.892780552960911e-4,0.002720491551104441,-0.25336526225059003,0.7999859687554484, ,25
tmp,0.013058490884133689,0.004398230437160096,2.9690329032794964,0.0029873860651076735,***,26
tmp2,-5.479610564931749e-4,1.362959453752928e-4,-4.020376798329227,5.8105130519059055e-5,***,26
pre,0.12709170811498846,0.05915961406210951,2.148284942859153,0.03169112630234001,**,26
pre2,-0.08230504498126154,0.030925071827639684,-2.6614342382125153,0.007780853839081645,***,26
tmp_pre,-0.014634090419720643,0.005602538308490568,-2.6120464714257974,0.009000201915949281,***,26
tmp2_pre,4.522406239528175e-4,1.4737469874905954e-4,3.0686449423918054,0.0021503198932775773,***,26
pre2_tmp,0.007678553689836198,0.0027388375522421795,2.8035812797842157,0.0050538491962928474,***,26
tmp2_pre2,-1.8928491267385808e-4,6.357098282662953e-5,-2.9775363579020784,0.0029057517821421243,***,26
T_1,-0.0016180494794065246,0.008352916574386665,-0.19371071948307278,0.8464023978975664, ,26
T_2,-3.7014666310872257e-4,0.0028987617797012442,-0.12769130105850612,0.8983932744858274, ,26
tmp,0.015105661301825675,0.005460590495458525,2.7663054598928047,0.005669540108311136,***,27
tmp2,-5.55012062491692e-4,1.6549140292882478e-4,-3.353721417966309,7.973259304850488e-4,***,27
pre,0.14447311080055256,0.07771390649437222,1.859038070760409,0.0630217422682598,*,27
pre2,-0.056886403817101285,0.036663520793124627,-1.5515804970855112,0.12076263268834787, ,27
tmp_pre,-0.017831193080240414,0.008045763495352128,-2.216221380424757,0.026676344302345483,**,27
tmp2_pre,5.080505008067411e-4,2.1284996007243516e-4,2.3868949781989435,0.016991344375770413,**,27
pre2_tmp,0.005887181011979774,0.0032550543985049845,1.8086275346684528,0.07050888781719893,*,27
tmp2_pre2,-1.5050786734634606e-4,7.458099438122314e-5,-2.0180458653718167,0.043586484812939176,**,27
T_1,-0.019488937982422377,0.010585476608133191,-1.841101605897305,0.06560667039548365,*,27
T_2,-0.004693884130593901,0.004310091931269586,-1.089045014687486,0.276134035516722, ,27
tmp,0.015958440804843828,0.004480898873278537,3.5614373937360306,3.688300611888962e-4,***,28
tmp2,-6.616877144457801e-4,1.4428858701502105e-4,-4.585863151996184,4.521146764326692e-6,***,28
pre,0.16253642524818435,0.060957792031568675,2.66637651777168,0.00766737675961563,***,28
pre2,-0.08637381820617424,0.028949240808551362,-2.983629822190713,0.0028485116585567913,***,28
tmp_pre,-0.014926422225715276,0.006716123770818893,-2.2224757516485294,0.026251170976743274,**,28
tmp2_pre,4.0560050992138484e-4,1.892298726221693e-4,2.1434274847885013,0.032078788096642885,**,28
pre2_tmp,0.007187507265109564,0.0027293401973330685,2.6334230053595817,0.008452899850224158,***,28
tmp2_pre2,-1.652291194084136e-4,6.783946084378837e-5,-2.435590102770438,0.014867521317163021,**,28
T_1,-0.008267517619007174,0.005438136816108364,-1.5202849612973823,0.12843937203132635, ,28
T_2,-7.427180754754996e-4,0.0013607162092289715,-0.5458287851927253,0.5851836345396639, ,28
tmp,0.008690070558594217,0.002448253683974682,3.549497593111386,3.859669937817374e-4,***,29
tmp2,-3.741210766603089e-4,8.804191612378765e-5,-4.249351821628821,2.143899720522392e-5,***,29
pre,0.09067458466766856,0.04187808853498812,2.1652035190649204,0.03037210297406537,**,29
pre2,-0.06803937843418116,0.026925200331510305,-2.5269776119197647,0.01150488364798064,**,29
