Model,Scenario,Region,Variable,Unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
IIASA-WiC POP,SSP5,COL,Population,million,0.0034147721725060727,0.0034147721725060727,0.0034147721725060727,0.0034147721725060727,0.0034147721725060727,0.0034194357456774475,0.0034194357456774475,0.0034194357456774475,0.0034194357456774475,0.0034194357456774475,0.0034182842153450566,0.0034182842153450566,0.0034182842153450566,0.0034182842153450566,0.0034182842153450566,0.003411663436684652,0.003411663436684652,0.003411663436684652,0.003411663436684652,0.003411663436684652,0.0033996447320243364,0.0033996447320243364,0.0033996447320243364,0.0033996447320243364,0.0033996447320243364,0.0033826277738168912,0.0033826277738168912,0.0033826277738168912,0.0033826277738168912,0.0033826277738168912,0.0033616687618186407,0.0033616687618186407,0.0033616687618186407,0.0033616687618186407,0.0033616687618186407,0.0033380439677463377,0.0033380439677463377,0.0033380439677463377,0.0033380439677463377,0.0033380439677463377,0.003311890118960984,0.003311890118960984,0.003311890118960984,0.003311890118960984,0.003311890118960984,0.003284736751141328,0.003284736751141328,0.003284736751141328,0.003284736751141328,0.003284736751141328,0.003256371200964436,0.003256371200964436,0.003256371200964436,0.003256371200964436,0.003256371200964436,0.0032266787446980495,0.0032266787446980495,0.0032266787446980495,0.0032266787446980495,0.0032266787446980495,0.003195357910688427,0.003195357910688427,0.003195357910688427,0.003195357910688427,0.003195357910688427,0.0031612059037543225,0.0031612059037543225,0.0031612059037543225,0.0031612059037543225,0.0031612059037543225,0.003114746171946831,0.003114746171946831,0.003114746171946831,0.003114746171946831,0.003114746171946831,0.003057591950946425,0.003057591950946425,0.003057591950946425,0.003057591950946425,0.003057591950946425
IIASA-WiC POP,SSP1,COM,Population,million,5.738709952632036e-5,5.738709952632036e-5,5.738709952632036e-5,5.738709952632036e-5,5.738709952632036e-5,5.838609652975266e-5,5.838609652975266e-5,5.838609652975266e-5,5.838609652975266e-5,5.838609652975266e-5,5.930850038300542e-5,5.930850038300542e-5,5.930850038300542e-5,5.930850038300542e-5,5.930850038300542e-5,6.025166128984752e-5,6.025166128984752e-5,6.025166128984752e-5,6.025166128984752e-5,6.025166128984752e-5,6.0857731145683124e-5,6.0857731145683124e-5,6.0857731145683124e-5,6.0857731145683124e-5,6.0857731145683124e-5,6.107316481971831e-5,6.107316481971831e-5,6.107316481971831e-5,6.107316481971831e-5,6.107316481971831e-5,6.099281407723606e-5,6.099281407723606e-5,6.099281407723606e-5,6.099281407723606e-5,6.099281407723606e-5,6.0817662442114615e-5,6.0817662442114615e-5,6.0817662442114615e-5,6.0817662442114615e-5,6.0817662442114615e-5,6.064375754186201e-5,6.064375754186201e-5,6.064375754186201e-5,6.064375754186201e-5,6.064375754186201e-5,6.062619483376069e-5,6.062619483376069e-5,6.062619483376069e-5,6.062619483376069e-5,6.062619483376069e-5,6.056918615629223e-5,6.056918615629223e-5,6.056918615629223e-5,6.056918615629223e-5,6.056918615629223e-5,6.051845047741748e-5,6.051845047741748e-5,6.051845047741748e-5,6.051845047741748e-5,6.051845047741748e-5,6.046356924181473e-5,6.046356924181473e-5,6.046356924181473e-5,6.046356924181473e-5,6.046356924181473e-5,6.039728119716664e-5,6.039728119716664e-5,6.039728119716664e-5,6.039728119716664e-5,6.039728119716664e-5,6.0279923549448746e-5,6.0279923549448746e-5,6.0279923549448746e-5,6.0279923549448746e-5,6.0279923549448746e-5,6.020898867875665e-5,6.020898867875665e-5,6.020898867875665e-5,6.020898867875665e-5,6.020898867875665e-5
IIASA-WiC POP,SSP2,COM,Population,million,5.917235929719262e-5,5.917235929719262e-5,5.917235929719262e-5,5.917235929719262e-5,5.917235929719262e-5,6.128926976380938e-5,6.128926976380938e-5,6.128926976380938e-5,6.128926976380938e-5,6.128926976380938e-5,6.341246559586328e-5,6.341246559586328e-5,6.341246559586328e-5,6.341246559586328e-5,6.341246559586328e-5,6.556246211865331e-5,6.556246211865331e-5,6.556246211865331e-5,6.556246211865331e-5,6.556246211865331e-5,6.754603600937791e-5,6.754603600937791e-5,6.754603600937791e-5,6.754603600937791e-5,6.754603600937791e-5,6.908758532775335e-5,6.908758532775335e-5,6.908758532775335e-5,6.908758532775335e-5,6.908758532775335e-5,7.021359718224705e-5,7.021359718224705e-5,7.021359718224705e-5,7.021359718224705e-5,7.021359718224705e-5,7.119771508611775e-5,7.119771508611775e-5,7.119771508611775e-5,7.119771508611775e-5,7.119771508611775e-5,7.215574762127353e-5,7.215574762127353e-5,7.215574762127353e-5,7.215574762127353e-5,7.215574762127353e-5,7.316737091808708e-5,7.316737091808708e-5,7.316737091808708e-5,7.316737091808708e-5,7.316737091808708e-5,7.415057863933687e-5,7.415057863933687e-5,7.415057863933687e-5,7.415057863933687e-5,7.415057863933687e-5,7.50538982464333e-5,7.50538982464333e-5,7.50538982464333e-5,7.50538982464333e-5,7.50538982464333e-5,7.587583303565566e-5,7.587583303565566e-5,7.587583303565566e-5,7.587583303565566e-5,7.587583303565566e-5,7.65991234526655e-5,7.65991234526655e-5,7.65991234526655e-5,7.65991234526655e-5,7.65991234526655e-5,7.723793250803113e-5,7.723793250803113e-5,7.723793250803113e-5,7.723793250803113e-5,7.723793250803113e-5,7.786562641114312e-5,7.786562641114312e-5,7.786562641114312e-5,7.786562641114312e-5,7.786562641114312e-5
IIASA-WiC POP,SSP3,COM,Population,million,6.133392373468051e-5,6.133392373468051e-5,6.133392373468051e-5,6.133392373468051e-5,6.133392373468051e-5,6.536833265382777e-5,6.536833265382777e-5,6.536833265382777e-5,6.536833265382777e-5,6.536833265382777e-5,6.967190705238446e-5,6.967190705238446e-5,6.967190705238446e-5,6.967190705238446e-5,6.967190705238446e-5,7.40138707059291e-5,7.40138707059291e-5,7.40138707059291e-5,7.40138707059291e-5,7.40138707059291e-5,7.812309507375225e-5,7.812309507375225e-5,7.812309507375225e-5,7.812309507375225e-5,7.812309507375225e-5,8.19962990775182e-5,8.19962990775182e-5,8.19962990775182e-5,8.19962990775182e-5,8.19962990775182e-5,8.557929569998463e-5,8.557929569998463e-5,8.557929569998463e-5,8.557929569998463e-5,8.557929569998463e-5,8.898071664231948e-5,8.898071664231948e-5,8.898071664231948e-5,8.898071664231948e-5,8.898071664231948e-5,9.224665449767723e-5,9.224665449767723e-5,9.224665449767723e-5,9.224665449767723e-5,9.224665449767723e-5,9.545455194919257e-5,9.545455194919257e-5,9.545455194919257e-5,9.545455194919257e-5,9.545455194919257e-5,9.851135399582742e-5,9.851135399582742e-5,9.851135399582742e-5,9.851135399582742e-5,9.851135399582742e-5,1.012544298813073e-4,1.012544298813073e-4,1.012544298813073e-4,1.012544298813073e-4,1.012544298813073e-4,1.0369856198930714e-4,1.0369856198930714e-4,1.0369856198930714e-4,1.0369856198930714e-4,1.0369856198930714e-4,1.0589802810553852e-4,1.0589802810553852e-4,1.0589802810553852e-4,1.0589802810553852e-4,1.0589802810553852e-4,1.0792191775105882e-4,1.0792191775105882e-4,1.0792191775105882e-4,1.0792191775105882e-4,1.0792191775105882e-4,1.098495126270622e-4,1.098495126270622e-4,1.098495126270622e-4,1.098495126270622e-4,1.098495126270622e-4
IIASA-WiC POP,SSP4,COM,Population,million,6.144449427398494e-5,6.144449427398494e-5,6.144449427398494e-5,6.144449427398494e-5,6.144449427398494e-5,6.567595559145674e-5,6.567595559145674e-5,6.567595559145674e-5,6.567595559145674e-5,6.567595559145674e-5,7.026988189740343e-5,7.026988189740343e-5,7.026988189740343e-5,7.026988189740343e-5,7.026988189740343e-5,7.49299546079746e-5,7.49299546079746e-5,7.49299546079746e-5,7.49299546079746e-5,7.49299546079746e-5,7.946551119579805e-5,7.946551119579805e-5,7.946551119579805e-5,7.946551119579805e-5,7.946551119579805e-5,8.393865191060187e-5,8.393865191060187e-5,8.393865191060187e-5,8.393865191060187e-5,8.393865191060187e-5,8.842727621293113e-5,8.842727621293113e-5,8.842727621293113e-5,8.842727621293113e-5,8.842727621293113e-5,9.281238823886603e-5,9.281238823886603e-5,9.281238823886603e-5,9.281238823886603e-5,9.281238823886603e-5,9.7364881765028e-5,9.7364881765028e-5,9.7364881765028e-5,9.7364881765028e-5,9.7364881765028e-5,1.0209083300808037e-4,1.0209083300808037e-4,1.0209083300808037e-4,1.0209083300808037e-4,1.0209083300808037e-4,1.0707638902635859e-4,1.0707638902635859e-4,1.0707638902635859e-4,1.0707638902635859e-4,1.0707638902635859e-4,1.1209160718321089e-4,1.1209160718321089e-4,1.1209160718321089e-4,1.1209160718321089e-4,1.1209160718321089e-4,1.1714622066335465e-4,1.1714622066335465e-4,1.1714622066335465e-4,1.1714622066335465e-4,1.1714622066335465e-4,1.223228081918905e-4,1.223228081918905e-4,1.223228081918905e-4,1.223228081918905e-4,1.223228081918905e-4,1.2761802947843155e-4,1.2761802947843155e-4,1.2761802947843155e-4,1.2761802947843155e-4,1.2761802947843155e-4,1.3308231784786697e-4,1.3308231784786697e-4,1.3308231784786697e-4,1.3308231784786697e-4,1.3308231784786697e-4
IIASA-WiC POP,SSP5,COM,Population,million,5.685641165636144e-5,5.685641165636144e-5,5.685641165636144e-5,5.685641165636144e-5,5.685641165636144e-5,5.7293941761669505e-5,5.7293941761669505e-5,5.7293941761669505e-5,5.7293941761669505e-5,5.7293941761669505e-5,5.772067229452562e-5,5.772067229452562e-5,5.772067229452562e-5,5.772067229452562e-5,5.772067229452562e-5,5.7993779954334454e-5,5.7993779954334454e-5,5.7993779954334454e-5,5.7993779954334454e-5,5.7993779954334454e-5,5.7932557076843694e-5,5.7932557076843694e-5,5.7932557076843694e-5,5.7932557076843694e-5,5.7932557076843694e-5,5.746540020618067e-5,5.746540020618067e-5,5.746540020618067e-5,5.746540020618067e-5,5.746540020618067e-5,5.6670467482865506e-5,5.6670467482865506e-5,5.6670467482865506e-5,5.6670467482865506e-5,5.6670467482865506e-5,5.574474011679833e-5,5.574474011679833e-5,5.574474011679833e-5,5.574474011679833e-5,5.574474011679833e-5,5.477717967527458e-5,5.477717967527458e-5,5.477717967527458e-5,5.477717967527458e-5,5.477717967527458e-5,5.397317040632294e-5,5.397317040632294e-5,5.397317040632294e-5,5.397317040632294e-5,5.397317040632294e-5,5.3252041140667016e-5,5.3252041140667016e-5,5.3252041140667016e-5,5.3252041140667016e-5,5.3252041140667016e-5,5.2593230506763385e-5,5.2593230506763385e-5,5.2593230506763385e-5,5.2593230506763385e-5,5.2593230506763385e-5,5.192029026007728e-5,5.192029026007728e-5,5.192029026007728e-5,5.192029026007728e-5,5.192029026007728e-5,5.128404454175241e-5,5.128404454175241e-5,5.128404454175241e-5,5.128404454175241e-5,5.128404454175241e-5,5.0653558821828924e-5,5.0653558821828924e-5,5.0653558821828924e-5,5.0653558821828924e-5,5.0653558821828924e-5,5.006514060311192e-5,5.006514060311192e-5,5.006514060311192e-5,5.006514060311192e-5,5.006514060311192e-5
IIASA-WiC POP,SSP1,CPV,Population,million,3.4778045251756143e-5,3.4778045251756143e-5,3.4778045251756143e-5,3.4778045251756143e-5,3.4778045251756143e-5,3.3978267397402816e-5,3.3978267397402816e-5,3.3978267397402816e-5,3.3978267397402816e-5,3.3978267397402816e-5,3.318526206888923e-5,3.318526206888923e-5,3.318526206888923e-5,3.318526206888923e-5,3.318526206888923e-5,3.2386795622331836e-5,3.2386795622331836e-5,3.2386795622331836e-5,3.2386795622331836e-5,3.2386795622331836e-5,3.15402851446038e-5,3.15402851446038e-5,3.15402851446038e-5,3.15402851446038e-5,3.15402851446038e-5,3.071481149007234e-5,3.071481149007234e-5,3.071481149007234e-5,3.071481149007234e-5,3.071481149007234e-5,2.9846289834306405e-5,2.9846289834306405e-5,2.9846289834306405e-5,2.9846289834306405e-5,2.9846289834306405e-5,2.901989529550853e-5,2.901989529550853e-5,2.901989529550853e-5,2.901989529550853e-5,2.901989529550853e-5,2.8213305418593982e-5,2.8213305418593982e-5,2.8213305418593982e-5,2.8213305418593982e-5,2.8213305418593982e-5,2.7524652253903225e-5,2.7524652253903225e-5,2.7524652253903225e-5,2.7524652253903225e-5,2.7524652253903225e-5,2.6939909103652066e-5,2.6939909103652066e-5,2.6939909103652066e-5,2.6939909103652066e-5,2.6939909103652066e-5,2.6449721958912246e-5,2.6449721958912246e-5,2.6449721958912246e-5,2.6449721958912246e-5,2.6449721958912246e-5,2.5985391393232744e-5,2.5985391393232744e-5,2.5985391393232744e-5,2.5985391393232744e-5,2.5985391393232744e-5,2.5605319860287474e-5,2.5605319860287474e-5,2.5605319860287474e-5,2.5605319860287474e-5,2.5605319860287474e-5,2.522876264625366e-5,2.522876264625366e-5,2.522876264625366e-5,2.522876264625366e-5,2.522876264625366e-5,2.4837079918467402e-5,2.4837079918467402e-5,2.4837079918467402e-5,2.4837079918467402e-5,2.4837079918467402e-5
IIASA-WiC POP,SSP2,CPV,Population,million,3.50042924588276e-5,3.50042924588276e-5,3.50042924588276e-5,3.50042924588276e-5,3.50042924588276e-5,3.43848518572346e-5,3.43848518572346e-5,3.43848518572346e-5,3.43848518572346e-5,3.43848518572346e-5,3.3824015522984326e-5,3.3824015522984326e-5,3.3824015522984326e-5,3.3824015522984326e-5,3.3824015522984326e-5,3.3190996447568235e-5,3.3190996447568235e-5,3.3190996447568235e-5,3.3190996447568235e-5,3.3190996447568235e-5,3.254956410898413e-5,3.254956410898413e-5,3.254956410898413e-5,3.254956410898413e-5,3.254956410898413e-5,3.190367978932455e-5,3.190367978932455e-5,3.190367978932455e-5,3.190367978932455e-5,3.190367978932455e-5,3.126059921167643e-5,3.126059921167643e-5,3.126059921167643e-5,3.126059921167643e-5,3.126059921167643e-5,3.0620937176115644e-5,3.0620937176115644e-5,3.0620937176115644e-5,3.0620937176115644e-5,3.0620937176115644e-5,2.9918236818576827e-5,2.9918236818576827e-5,2.9918236818576827e-5,2.9918236818576827e-5,2.9918236818576827e-5,2.9394288244104604e-5,2.9394288244104604e-5,2.9394288244104604e-5,2.9394288244104604e-5,2.9394288244104604e-5,2.8918725669341386e-5,2.8918725669341386e-5,2.8918725669341386e-5,2.8918725669341386e-5,2.8918725669341386e-5,2.8536393820905383e-5,2.8536393820905383e-5,2.8536393820905383e-5,2.8536393820905383e-5,2.8536393820905383e-5,2.8187019435296244e-5,2.8187019435296244e-5,2.8187019435296244e-5,2.8187019435296244e-5,2.8187019435296244e-5,2.796646343296337e-5,2.796646343296337e-5,2.796646343296337e-5,2.796646343296337e-5,2.796646343296337e-5,2.7805655702891203e-5,2.7805655702891203e-5,2.7805655702891203e-5,2.7805655702891203e-5,2.7805655702891203e-5,2.7801318725668708e-5,2.7801318725668708e-5,2.7801318725668708e-5,2.7801318725668708e-5,2.7801318725668708e-5
IIASA-WiC POP,SSP3,CPV,Population,million,3.590278462517884e-5,3.590278462517884e-5,3.590278462517884e-5,3.590278462517884e-5,3.590278462517884e-5,3.62334384020745e-5,3.62334384020745e-5,3.62334384020745e-5,3.62334384020745e-5,3.62334384020745e-5,3.6511606986945776e-5,3.6511606986945776e-5,3.6511606986945776e-5,3.6511606986945776e-5,3.6511606986945776e-5,3.6753655947506996e-5,3.6753655947506996e-5,3.6753655947506996e-5,3.6753655947506996e-5,3.6753655947506996e-5,3.692600272344138e-5,3.692600272344138e-5,3.692600272344138e-5,3.692600272344138e-5,3.692600272344138e-5,3.706753329726537e-5,3.706753329726537e-5,3.706753329726537e-5,3.706753329726537e-5,3.706753329726537e-5,3.723679278548949e-5,3.723679278548949e-5,3.723679278548949e-5,3.723679278548949e-5,3.723679278548949e-5,3.733490681874127e-5,3.733490681874127e-5,3.733490681874127e-5,3.733490681874127e-5,3.733490681874127e-5,3.7419027542391126e-5,3.7419027542391126e-5,3.7419027542391126e-5,3.7419027542391126e-5,3.7419027542391126e-5,3.751810974729249e-5,3.751810974729249e-5,3.751810974729249e-5,3.751810974729249e-5,3.751810974729249e-5,3.765022981484363e-5,3.765022981484363e-5,3.765022981484363e-5,3.765022981484363e-5,3.765022981484363e-5,3.775067502953254e-5,3.775067502953254e-5,3.775067502953254e-5,3.775067502953254e-5,3.775067502953254e-5,3.790390869232031e-5,3.790390869232031e-5,3.790390869232031e-5,3.790390869232031e-5,3.790390869232031e-5,3.810310304353372e-5,3.810310304353372e-5,3.810310304353372e-5,3.810310304353372e-5,3.810310304353372e-5,3.839054478778123e-5,3.839054478778123e-5,3.839054478778123e-5,3.839054478778123e-5,3.839054478778123e-5,3.879653863822373e-5,3.879653863822373e-5,3.879653863822373e-5,3.879653863822373e-5,3.879653863822373e-5
IIASA-WiC POP,SSP4,CPV,Population,million,3.466943092332983e-5,3.466943092332983e-5,3.466943092332983e-5,3.466943092332983e-5,3.466943092332983e-5,3.378340901825413e-5,3.378340901825413e-5,3.378340901825413e-5,3.378340901825413e-5,3.378340901825413e-5,3.279666052255648e-5,3.279666052255648e-5,3.279666052255648e-5,3.279666052255648e-5,3.279666052255648e-5,3.175994936287778e-5,3.175994936287778e-5,3.175994936287778e-5,3.175994936287778e-5,3.175994936287778e-5,3.07792980729585e-5,3.07792980729585e-5,3.07792980729585e-5,3.07792980729585e-5,3.07792980729585e-5,2.9674716487702793e-5,2.9674716487702793e-5,2.9674716487702793e-5,2.9674716487702793e-5,2.9674716487702793e-5,2.856206503839871e-5,2.856206503839871e-5,2.856206503839871e-5,2.856206503839871e-5,2.856206503839871e-5,2.7443942506020923e-5,2.7443942506020923e-5,2.7443942506020923e-5,2.7443942506020923e-5,2.7443942506020923e-5,2.6306162453813167e-5,2.6306162453813167e-5,2.6306162453813167e-5,2.6306162453813167e-5,2.6306162453813167e-5,2.5336798826667188e-5,2.5336798826667188e-5,2.5336798826667188e-5,2.5336798826667188e-5,2.5336798826667188e-5,2.4400501898740142e-5,2.4400501898740142e-5,2.4400501898740142e-5,2.4400501898740142e-5,2.4400501898740142e-5,2.347578942893662e-5,2.347578942893662e-5,2.347578942893662e-5,2.347578942893662e-5,2.347578942893662e-5,2.2603450620538832e-5,2.2603450620538832e-5,2.2603450620538832e-5,2.2603450620538832e-5,2.2603450620538832e-5,2.176751361053607e-5,2.176751361053607e-5,2.176751361053607e-5,2.176751361053607e-5,2.176751361053607e-5,2.095858152320251e-5,2.095858152320251e-5,2.095858152320251e-5,2.095858152320251e-5,2.095858152320251e-5,2.0214356901146593e-5,2.0214356901146593e-5,2.0214356901146593e-5,2.0214356901146593e-5,2.0214356901146593e-5
IIASA-WiC POP,SSP5,CPV,Population,million,3.400757332716946e-5,3.400757332716946e-5,3.400757332716946e-5,3.400757332716946e-5,3.400757332716946e-5,3.2428114688372225e-5,3.2428114688372225e-5,3.2428114688372225e-5,3.2428114688372225e-5,3.2428114688372225e-5,3.0821718215523386e-5,3.0821718215523386e-5,3.0821718215523386e-5,3.0821718215523386e-5,3.0821718215523386e-5,2.924005048012041e-5,2.924005048012041e-5,2.924005048012041e-5,2.924005048012041e-5,2.924005048012041e-5,2.7683528819418616e-5,2.7683528819418616e-5,2.7683528819418616e-5,2.7683528819418616e-5,2.7683528819418616e-5,2.614204681510678e-5,2.614204681510678e-5,2.614204681510678e-5,2.614204681510678e-5,2.614204681510678e-5,2.453772818845723e-5,2.453772818845723e-5,2.453772818845723e-5,2.453772818845723e-5,2.453772818845723e-5,2.3008539546640903e-5,2.3008539546640903e-5,2.3008539546640903e-5,2.3008539546640903e-5,2.3008539546640903e-5,2.1467520895102286e-5,2.1467520895102286e-5,2.1467520895102286e-5,2.1467520895102286e-5,2.1467520895102286e-5,2.0181272412799013e-5,2.0181272412799013e-5,2.0181272412799013e-5,2.0181272412799013e-5,2.0181272412799013e-5,1.9073589819015326e-5,1.9073589819015326e-5,1.9073589819015326e-5,1.9073589819015326e-5,1.9073589819015326e-5,1.8071418244903856e-5,1.8071418244903856e-5,1.8071418244903856e-5,1.8071418244903856e-5,1.8071418244903856e-5,1.7286402521884554e-5,1.7286402521884554e-5,1.7286402521884554e-5,1.7286402521884554e-5,1.7286402521884554e-5,1.6595566725189956e-5,1.6595566725189956e-5,1.6595566725189956e-5,1.6595566725189956e-5,1.6595566725189956e-5,1.5925171902317428e-5,1.5925171902317428e-5,1.5925171902317428e-5,1.5925171902317428e-5,1.5925171902317428e-5,1.5394537320799198e-5,1.5394537320799198e-5,1.5394537320799198e-5,1.5394537320799198e-5,1.5394537320799198e-5
IIASA-WiC POP,SSP1,CRI,Population,million,3.4917689410510807e-4,3.4917689410510807e-4,3.4917689410510807e-4,3.4917689410510807e-4,3.4917689410510807e-4,3.5288582435034227e-4,3.5288582435034227e-4,3.5288582435034227e-4,3.5288582435034227e-4,3.5288582435034227e-4,3.562259770106754e-4,3.562259770106754e-4,3.562259770106754e-4,3.562259770106754e-4,3.562259770106754e-4,3.591267884385739e-4,3.591267884385739e-4,3.591267884385739e-4,3.591267884385739e-4,3.591267884385739e-4,3.616018595911814e-4,3.616018595911814e-4,3.616018595911814e-4,3.616018595911814e-4,3.616018595911814e-4,3.635279139414945e-4,3.635279139414945e-4,3.635279139414945e-4,3.635279139414945e-4,3.635279139414945e-4,3.650112594389631e-4,3.650112594389631e-4,3.650112594389631e-4,3.650112594389631e-4,3.650112594389631e-4,3.6614715143722066e-4,3.6614715143722066e-4,3.6614715143722066e-4,3.6614715143722066e-4,3.6614715143722066e-4,3.67129349036483e-4,3.67129349036483e-4,3.67129349036483e-4,3.67129349036483e-4,3.67129349036483e-4,3.6735516276124435e-4,3.6735516276124435e-4,3.6735516276124435e-4,3.6735516276124435e-4,3.6735516276124435e-4,3.67003050655847e-4,3.67003050655847e-4,3.67003050655847e-4,3.67003050655847e-4,3.67003050655847e-4,3.6589814428874623e-4,3.6589814428874623e-4,3.6589814428874623e-4,3.6589814428874623e-4,3.6589814428874623e-4,3.630349314644809e-4,3.630349314644809e-4,3.630349314644809e-4,3.630349314644809e-4,3.630349314644809e-4,3.5834417107272545e-4,3.5834417107272545e-4,3.5834417107272545e-4,3.5834417107272545e-4,3.5834417107272545e-4,3.5212624984131113e-4,3.5212624984131113e-4,3.5212624984131113e-4,3.5212624984131113e-4,3.5212624984131113e-4,3.439516966237199e-4,3.439516966237199e-4,3.439516966237199e-4,3.439516966237199e-4,3.439516966237199e-4
IIASA-WiC POP,SSP2,CRI,Population,million,3.497802282095981e-4,3.497802282095981e-4,3.497802282095981e-4,3.497802282095981e-4,3.497802282095981e-4,3.5390624489256084e-4,3.5390624489256084e-4,3.5390624489256084e-4,3.5390624489256084e-4,3.5390624489256084e-4,3.5766324822246925e-4,3.5766324822246925e-4,3.5766324822246925e-4,3.5766324822246925e-4,3.5766324822246925e-4,3.6071061747780503e-4,3.6071061747780503e-4,3.6071061747780503e-4,3.6071061747780503e-4,3.6071061747780503e-4,3.6345116427287003e-4,3.6345116427287003e-4,3.6345116427287003e-4,3.6345116427287003e-4,3.6345116427287003e-4,3.655583658090376e-4,3.655583658090376e-4,3.655583658090376e-4,3.655583658090376e-4,3.655583658090376e-4,3.6748934780078956e-4,3.6748934780078956e-4,3.6748934780078956e-4,3.6748934780078956e-4,3.6748934780078956e-4,3.6944241426016506e-4,3.6944241426016506e-4,3.6944241426016506e-4,3.6944241426016506e-4,3.6944241426016506e-4,3.714447761878567e-4,3.714447761878567e-4,3.714447761878567e-4,3.714447761878567e-4,3.714447761878567e-4,3.726283146901563e-4,3.726283146901563e-4,3.726283146901563e-4,3.726283146901563e-4,3.726283146901563e-4,0.00037276555175975214,0.00037276555175975214,0.00037276555175975214,0.00037276555175975214,0.00037276555175975214,3.7182178565900876e-4,3.7182178565900876e-4,3.7182178565900876e-4,3.7182178565900876e-4,3.7182178565900876e-4,3.7026767118312587e-4,3.7026767118312587e-4,3.7026767118312587e-4,3.7026767118312587e-4,3.7026767118312587e-4,3.6801933454202855e-4,3.6801933454202855e-4,3.6801933454202855e-4,3.6801933454202855e-4,3.6801933454202855e-4,3.6526766819061174e-4,3.6526766819061174e-4,3.6526766819061174e-4,3.6526766819061174e-4,3.6526766819061174e-4,3.621299977599924e-4,3.621299977599924e-4,3.621299977599924e-4,3.621299977599924e-4,3.621299977599924e-4
IIASA-WiC POP,SSP3,CRI,Population,million,3.4875132456559587e-4,3.4875132456559587e-4,3.4875132456559587e-4,3.4875132456559587e-4,3.4875132456559587e-4,3.5147052514720995e-4,3.5147052514720995e-4,3.5147052514720995e-4,3.5147052514720995e-4,3.5147052514720995e-4,3.533570982150469e-4,3.533570982150469e-4,3.533570982150469e-4,3.533570982150469e-4,3.533570982150469e-4,3.5459116764057283e-4,3.5459116764057283e-4,3.5459116764057283e-4,3.5459116764057283e-4,3.5459116764057283e-4,3.5541953426633033e-4,3.5541953426633033e-4,3.5541953426633033e-4,3.5541953426633033e-4,3.5541953426633033e-4,3.5594202970983614e-4,3.5594202970983614e-4,3.5594202970983614e-4,3.5594202970983614e-4,3.5594202970983614e-4,3.564380178508461e-4,3.564380178508461e-4,3.564380178508461e-4,3.564380178508461e-4,3.564380178508461e-4,3.5723713317176295e-4,3.5723713317176295e-4,3.5723713317176295e-4,3.5723713317176295e-4,3.5723713317176295e-4,3.583900792176424e-4,3.583900792176424e-4,3.583900792176424e-4,3.583900792176424e-4,3.583900792176424e-4,3.59325778365961e-4,3.59325778365961e-4,3.59325778365961e-4,3.59325778365961e-4,3.59325778365961e-4,3.59858827382018e-4,3.59858827382018e-4,3.59858827382018e-4,3.59858827382018e-4,3.59858827382018e-4,3.601036451594757e-4,3.601036451594757e-4,3.601036451594757e-4,3.601036451594757e-4,3.601036451594757e-4,3.603449822960383e-4,3.603449822960383e-4,3.603449822960383e-4,3.603449822960383e-4,3.603449822960383e-4,3.608018995700616e-4,3.608018995700616e-4,3.608018995700616e-4,3.608018995700616e-4,3.608018995700616e-4,3.6166199918102914e-4,3.6166199918102914e-4,3.6166199918102914e-4,3.6166199918102914e-4,3.6166199918102914e-4,3.628546194384546e-4,3.628546194384546e-4,3.628546194384546e-4,3.628546194384546e-4,3.628546194384546e-4
