ISO_C3,start,end,avg,trend_annual,Pvalue
AFG,11.049866176781427,13.549045406126176,12.594458467713089,0.03436125543859463,4.69548778449419e-43
AGO,23.457036765518275,25.432108740910195,24.548388380174973,0.02597063992675523,9.725358017713076e-52
ALB,14.866072465662494,17.033009435278714,16.073599119406396,0.030336857195904236,1.8157614915018728e-47
ARE,29.885188846401224,31.925303057861996,31.08126675760538,0.026800333297630992,8.702260914481269e-42
ARG,17.07952581184343,18.787594392805495,18.0590320342397,0.023594727008302785,9.557787463922084e-50
ARM,8.719160008252377,10.942362774351919,10.04961507238467,0.031765140215759775,2.474597998798116e-38
AUS,17.917965183707278,19.64013258491005,18.8799830251864,0.022894554250367887,1.4412985532639772e-52
AUT,9.516530829722171,11.6166612319028,10.714345543650346,0.028014551526348342,3.315174535112475e-39
AZE,13.708367974431074,15.81532204721521,14.91205752097757,0.02970862152763635,3.924250662267237e-42
BDI,20.721615470535472,22.609453426327562,21.72886385060371,0.02493496627989766,6.565678635266638e-47
BEL,11.396783178942615,13.232661175606033,12.491284846488957,0.024270436647373075,8.834784563637865e-39
BEN,27.591230343664172,29.482697992529303,28.601724773331835,0.025334871863560565,1.0364751776325123e-42
BFA,29.339110378481266,31.497508366875223,30.449179320762383,0.02770705799964541,3.1991923496545757e-43
BGD,25.707984327209296,27.82222180800012,26.870879029507243,0.02902942641060746,1.1678674784577734e-48
BGR,13.21825446661131,15.378051726757358,14.45603387213959,0.030204002181146387,8.872000960319978e-41
BHS,26.876005610215035,28.358032304543453,27.75620208264505,0.01979524248479421,5.3514495471779174e-49
BIH,12.138619759485701,14.106179668374114,13.251481353272323,0.02701802156122974,1.4818464457294598e-33
BLR,7.402351117524225,9.930663211369632,8.833063719823153,0.03281387091285205,4.4947576812070916e-37
BLZ,25.936569122167203,27.449516658047834,26.819237940421168,0.02033428836958702,9.403797419105434e-35
BOL,17.50562398633911,19.950555010480027,18.842345055656363,0.031470497634846765,3.7891718987521553e-51
BRA,23.49930379455957,25.354232400547367,24.537247291859202,0.024275612536366592,3.35957926607275e-53
BTN,9.962842229764622,11.754210200138855,10.943507110986122,0.024427779078854787,1.4364680008466546e-49
BWA,22.919918621047408,25.2814933687956,24.204616092703983,0.03235345436613588,2.2849205841361766e-41
CAF,25.593633310313255,27.57493881944898,26.642800698540338,0.026515758886181337,1.8858519821643134e-56
CAN,6.61635680263123,9.443457291821332,8.217284530136398,0.03660059936784781,8.026528489675523e-54
CHE,7.598185835205299,9.580503505111805,8.741487381947039,0.027055585907868336,1.9037495142629318e-42
CHL,12.227516943559424,14.039766460155379,13.276540406744889,0.024254838542421758,9.679782432385157e-52
CHN,13.62918301959433,16.000913444137332,15.066996586379599,0.03193482752809277,2.5711561801900127e-50
CIV,26.592411030931945,28.475190777829127,27.62332895150517,0.025120724343569278,4.1511271523975205e-57
CMR,25.25692739258766,27.106253555169403,26.253824218169,0.024446397240407664,1.530982327312929e-57
COD,24.61736810572768,26.605006879933203,25.680557749056646,0.02633884614867277,6.10137246047632e-60
COG,25.167230377686515,26.824452932940922,26.155220037518383,0.022346718991765546,5.657417436070218e-45
COL,23.95369553515174,25.89521847160509,25.063381539952065,0.025156890356407818,4.756905848672813e-47
CPV,24.727282257080102,26.278830973307315,25.554824628016767,0.02038556011948593,1.4722624837921146e-47
CRI,26.31175306810519,28.03936017080648,27.262425350457946,0.02223353739698861,3.115951284502817e-45
CUB,27.08555898568038,28.68026534229045,27.999288998667616,0.02148822329581687,9.438585214412138e-52
CYM,28.034699096679713,29.49124538421633,28.877064633923933,0.018980446536617804,3.494938314166373e-55
CZE,9.086328676556484,11.206410624618144,10.30925867614799,0.02807102474760072,1.0673078397246409e-37
DEU,9.491205312921602,11.508486877295,10.663050090885969,0.026629348491886782,2.720832298095118e-38
DJI,31.005164896647155,32.872751515706405,31.944070061972,0.025195249768063095,5.592320407613076e-32
DNK,9.359022585484233,11.389462919479497,10.538095077280685,0.025953431942619468,9.7005563598336e-34
DOM,27.20548863871837,28.733148187409196,28.079986090370944,0.020875098395735963,1.6806248925376074e-51
DZA,18.555190218263466,20.665017674342838,19.774701087492808,0.029338747607300892,1.2083651323051382e-48
ECU,21.736008850157226,23.510002973749252,22.752380902123328,0.0227780631081217,1.0397977421470986e-48
